brand,description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
TOTTUS,Lenteja 500 g,S/ 5.50,tottus,LENTEJA,2024-12-04 13:42:54.382916,500.0,g,Lenteja,5.5
TOTTUS,Lentejas bebé de 500 g,S/ 5.72,tottus,LENTEJA,2024-12-04 13:42:54.382916,500.0,g,Lentejas bebé de,5.72
TOTTUS,Pack de Menestras Tottus: 500 g de lentejas + 500 g de arvejas + 500 g de frijoles canarios,S/ 16.60,tottus,LENTEJA,2024-12-04 13:42:54.382916,500.0,g,Pack de Menestras Tottus:  de lentejas +  de arvejas +  de frijoles canarios,16.6
TOTTUS,Lentejas bebé de 1 kg,S/ 10.51,tottus,LENTEJA,2024-12-04 13:42:54.382916,1.0,kg,Lentejas bebé de,10.51
TESORO DEL CAMPO,Lenteja x 350 g,S/ 4.85,tottus,LENTEJA,2024-12-04 13:42:54.382916,350.0,g,Lenteja x,4.85
COSTENO,Lenteja Costeño 500 g,S/ 7.30,tottus,LENTEJA,2024-12-04 13:42:54.382916,500.0,g,Lenteja Costeño,7.3
TESORO DEL CAMPO,Lenteja Bebé 500 g,S/ 6.40,tottus,LENTEJA,2024-12-04 13:42:54.382916,500.0,g,Lenteja Bebé,6.4
SANUA,Hamburguesas de Lentejas y Champiñones de 600 g,S/ 24.90,tottus,LENTEJA,2024-12-04 13:42:54.382916,600.0,g,Hamburguesas de Lentejas y Champiñones de,24.9
,Lentejas Confitado Chocolate 30 g,S/ 2,tottus,LENTEJA,2024-12-04 13:42:54.382916,30.0,g,Lentejas Confitado Chocolate,2.0
NESTLE,Pack Fiesta Lentejas Mini Bolsa 240 g x 30 Unidades,S/ 14.90,tottus,LENTEJA,2024-12-04 13:42:54.382916,240.0,g,Pack Fiesta Lentejas Mini Bolsa  x ades,14.9
TESORO DEL CAMPO,Lenteja 500 g,S/ 6.20,tottus,LENTEJA,2024-12-04 13:42:54.382916,500.0,g,Lenteja,6.2
TOTTUS,Cazuela de Lentejas 425 gr,S/ 7.10,tottus,LENTEJA,2024-12-04 13:42:54.382916,425.0,g,Cazuela de Lentejas r,7.1
EL DORADO,Pasta Coditos De Lentejas Rojas x 250 g,S/ 28.90,tottus,LENTEJA,2024-12-04 13:42:54.382916,250.0,g,Pasta Coditos De Lentejas Rojas x,28.9
TOTTUS,Lentejas con tocino 425 gr,S/ 7.10,tottus,LENTEJA,2024-12-04 13:42:54.382916,425.0,g,Lentejas con tocino r,7.1
,Caja de Chocolates Confitados Lentejas 20 Unidades,S/ 40,tottus,LENTEJA,2024-12-04 13:42:54.382916,20.0,un,Caja de Chocolates Confitados Lentejas ades,40.0
CASA VERDE,Lentejas Aderezadas x 360 g,S/ 7.50,tottus,LENTEJA,2024-12-04 13:42:54.382916,360.0,g,Lentejas Aderezadas x,7.5
