brand,description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
BIMBO,Pan de Molde Blanco Xl 750 g,S/ 11.90,tottus,TOSTADAS (MOLDE),2024-12-04 13:02:00.711337,750.0,g,Pan de Molde Blanco Xl,11.9
ECCO,Cebada instantánea tostada de 170 g,S/ 13.90,tottus,TOSTADAS (MOLDE),2024-12-04 13:02:00.711337,170.0,g,Cebada instantánea tostada de,13.9
BIMBO,Pan de molde integral 480 g,S/ 10.70,tottus,TOSTADAS (MOLDE),2024-12-04 13:02:00.711337,480.0,g,Pan de molde integral,10.7
,Pan de Molde Rebanado Bimbo Fuente de Calcio 480 g,S/ 10.50,tottus,TOSTADAS (MOLDE),2024-12-04 13:02:00.711337,480.0,g,Pan de Molde Rebanado Bimbo Fuente de Calcio,10.5
PYC,Tostadas Clásicas de 118 g,S/ 6.70,tottus,TOSTADAS (MOLDE),2024-12-04 13:02:00.711337,118.0,g,Tostadas Clásicas de,6.7
PYC,Tostadas integrales 8 unidades,S/ 6.80,tottus,TOSTADAS (MOLDE),2024-12-04 13:02:00.711337,8.0,un,Tostadas integrales ades,6.8
TOTTUS,TOSTADAS INTEGRAL 10UNID,S/ 6.90,tottus,TOSTADAS (MOLDE),2024-12-04 13:02:00.711337,10.0,un,TOSTADAS INTEGRAL,6.9
BIMBO,Tostadas Clásicas 160 g,S/ 8.50,tottus,TOSTADAS (MOLDE),2024-12-04 13:02:00.711337,160.0,g,Tostadas Clásicas,8.5
SANTIVERI,Tostadas Noglut de 100 g,S/ 14.10,tottus,TOSTADAS (MOLDE),2024-12-04 13:02:00.711337,100.0,g,Tostadas Noglut de,14.1
BIMBO,Tostadas Integrales 10 Unidades,S/ 8.50,tottus,TOSTADAS (MOLDE),2024-12-04 13:02:00.711337,10.0,un,Tostadas Integrales ades,8.5
UNION,Tostadas Integrales Unión 10 Unidades 150 g,S/ 7.70,tottus,TOSTADAS (MOLDE),2024-12-04 13:02:00.711337,10.0,un,Tostadas Integrales Unión ades,7.7
DON MAMINO,Pan de Molde Blanco sin Corteza 560 g,S/ 13.50,tottus,TOSTADAS (MOLDE),2024-12-04 13:02:00.711337,560.0,g,Pan de Molde Blanco sin Corteza,13.5
TOTTUS,Tostadas Clásicas 10 Unidades,S/ 6.90,tottus,TOSTADAS (MOLDE),2024-12-04 13:02:00.711337,10.0,un,Tostadas Clásicas ades,6.9
BAUDUCCO,Tostada Clásica 142g,S/ 7.90,tottus,TOSTADAS (MOLDE),2024-12-04 13:02:00.711337,142.0,g,Tostada Clásica,7.9
BAUDUCCO,Tostada Integral 142g,S/ 7.90,tottus,TOSTADAS (MOLDE),2024-12-04 13:02:00.711337,142.0,g,Tostada Integral,7.9
BIMBO,Pan de Molde Vital Integral Multicereal con Chía y Linaza 600 g,S/ 12.40,tottus,TOSTADAS (MOLDE),2024-12-04 13:02:00.711337,600.0,g,Pan de Molde Vital Integral Multicereal con Chía y Linaza,12.4
TOTTUS,Almendras Tostadas 100 g,S/ 9.90,tottus,TOSTADAS (MOLDE),2024-12-04 13:02:00.711337,100.0,g,Almendras Tostadas,9.9
NAT CRACKERS,Tostadas De Pistacho Y Romero Natcrackers x 160 g,S/ 24.90,tottus,TOSTADAS (MOLDE),2024-12-04 13:02:00.711337,160.0,g,Tostadas De Pistacho Y Romero Natcrackers x,24.9
NAT CRACKERS,Tostadas Datiles Y Almendras Natcrackers x 160 g,S/ 24.90,tottus,TOSTADAS (MOLDE),2024-12-04 13:02:00.711337,160.0,g,Tostadas Datiles Y Almendras Natcrackers x,24.9
GENERICO,Harina de Soya Tostada Renacer 500 g,S/ 16.40,tottus,TOSTADAS (MOLDE),2024-12-04 13:02:00.711337,500.0,g,Harina de Soya Tostada Renacer,16.4
BONLE,Queso Fresco Bonlé Molde 400gr,S/ 35.20,tottus,TOSTADAS (MOLDE),2024-12-04 13:02:00.711337,400.0,g,Queso Fresco Bonlé Molde r,35.2
NAT CRACKERS,Tostadas De Cranberry Y Nuez Natcrackers x 160 g,S/ 24.90,tottus,TOSTADAS (MOLDE),2024-12-04 13:02:00.711337,160.0,g,Tostadas De Cranberry Y Nuez Natcrackers x,24.9
BIMBO,Pan de molde artesano integral de 560 g,S/ 11.90,tottus,TOSTADAS (MOLDE),2024-12-04 13:02:00.711337,560.0,g,Pan de molde artesano integral de,11.9
