brand,description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
SALCHICHERIA ALEMANA,Chorizo Parrillero 500 g,S/ 14.50,tottus,CHORIZO,2024-12-04 13:12:30.601036,500.0,g,Chorizo Parrillero,14.5
TOTTUS,CHORIZO PRECOCIDO 500GR,S/ 12.90,tottus,CHORIZO,2024-12-04 13:12:30.601036,500.0,g,CHORIZO PRECOCIDO R,12.9
SALCHICHERIA ALEMANA,Chorizo Parrillero Precocido 500 g,S/ 16.90,tottus,CHORIZO,2024-12-04 13:12:30.601036,500.0,g,Chorizo Parrillero Precocido,16.9
SALCHICHERIA ALEMANA,CHORIZO F HIERBAS PRECO S ALEMANA 320G,S/ 12.90,tottus,CHORIZO,2024-12-04 13:12:30.601036,320.0,g,CHORIZO F HIERBAS PRECO S ALEMANA,12.9
OTTO KUNZ,Pack Chorizos Cocktail grourmet 370gr,S/ 15.90,tottus,CHORIZO,2024-12-04 13:12:30.601036,370.0,g,Pack Chorizos Cocktail grourmet r,15.9
OTTO KUNZ,PACK CHORIZOS COCKTAIL 16 UNIDADES,S/ 15.90,tottus,CHORIZO,2024-12-04 13:12:30.601036,16.0,un,PACK CHORIZOS COCKTAIL ADES,15.9
SALCHICHERIA ALEMANA,Chorizo Ahumado 400gr,S/ 17.90,tottus,CHORIZO,2024-12-04 13:12:30.601036,400.0,g,Chorizo Ahumado r,17.9
OTTO KUNZ,CHORIZO CAMPESTRE X 400 GR,S/ 18.50,tottus,CHORIZO,2024-12-04 13:12:30.601036,400.0,g,CHORIZO CAMPESTRE X R,18.5
TOTTUS,CHORIZO FINAS HIERBAS NR 400GR,S/ 16.50,tottus,CHORIZO,2024-12-04 13:12:30.601036,400.0,g,CHORIZO FINAS HIERBAS NR R,16.5
SAN FERNANDO,Chorizo Finas Hierbas 400g,S/ 16.90,tottus,CHORIZO,2024-12-04 13:12:30.601036,400.0,g,Chorizo Finas Hierbas,16.9
SAN FERNANDO,Chorizo Parrillero Fresco 400g,S/ 15.90,tottus,CHORIZO,2024-12-04 13:12:30.601036,400.0,g,Chorizo Parrillero Fresco,15.9
SAN FERNANDO,Chorizo Cocido Parrillero 80 g,S/ 2.40,tottus,CHORIZO,2024-12-04 13:12:30.601036,80.0,g,Chorizo Cocido Parrillero,2.4
SUIZA,CHORIZO PRECOCIDO SALCHICHERIA X 400 GR,S/ 16.90,tottus,CHORIZO,2024-12-04 13:12:30.601036,400.0,g,CHORIZO PRECOCIDO SALCHICHERIA X R,16.9
TOTTUS,CHORIZO MERMELADA DE ROCOTO NR TT 300GR,S/ 12.90,tottus,CHORIZO,2024-12-04 13:12:30.601036,300.0,g,CHORIZO MERMELADA DE ROCOTO NR TT R,12.9
TOTTUS,CHORIZO MIEL DE MAPLE NR 400GR,S/ 16.50,tottus,CHORIZO,2024-12-04 13:12:30.601036,400.0,g,CHORIZO MIEL DE MAPLE NR R,16.5
