description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Limón x kg,S/ 3.59 x kg,wong,LIMÓN,2024-12-04 19:21:57.922532,1.0,kg,Limón,3.59
Limón Tahíti x kg,S/ 4.19 x kg,wong,LIMÓN,2024-12-04 19:21:57.922532,1.0,kg,Limón Tahíti,4.19
Limón Eureka x kg,S/ 5.50 x kg,wong,LIMÓN,2024-12-04 19:21:57.922532,1.0,kg,Limón Eureka,5.5
Limón Dulce x kg,S/ 6.09 x kg,wong,LIMÓN,2024-12-04 19:21:57.922532,1.0,kg,Limón Dulce,6.09
Limón Tahití Deshidratado Go Barman 25g,S/ 19.99,wong,LIMÓN,2024-12-04 19:21:57.922532,25.0,g,Limón Tahití Deshidratado Go Barman,19.99
Detergente en Polvo Ace Limón 4kg,S/ 44.90,wong,LIMÓN,2024-12-04 19:21:57.922532,4.0,kg,Detergente en Polvo Ace Limón,44.9
Lavavajillas Líquido Ayudín Limón y Sábila 2.6L,S/ 44.90,wong,LIMÓN,2024-12-04 19:21:57.922532,2.6,l,Lavavajillas Líquido Ayudín Limón y Sábila,44.9
Lavavajillas Ayudín Lima Limón 1.2L,S/ 18.50,wong,LIMÓN,2024-12-04 19:21:57.922532,1.2,l,Lavavajillas Ayudín Lima Limón,18.5
Detergente en Polvo Sapolio Aros de Poder Fresco Limón 2kg,S/ 18.90,wong,LIMÓN,2024-12-04 19:21:57.922532,2.0,kg,Detergente en Polvo Sapolio Aros de Poder Fresco Limón,18.9
Lavavajillas Líquido Ayudín Limón y Sábila 900ml,S/ 15.90,wong,LIMÓN,2024-12-04 19:21:57.922532,900.0,ml,Lavavajillas Líquido Ayudín Limón y Sábila,15.9
Lavavajillas Líquido Home Care Limón 4L,S/ 21.90,wong,LIMÓN,2024-12-04 19:21:57.922532,4.0,l,Lavavajillas Líquido Home Care Limón,21.9
Limpiador Mr Músculo Líquido Quitagrasa Limón Repuesto 500ml,S/ 7.70,wong,LIMÓN,2024-12-04 19:21:57.922532,500.0,ml,Limpiador Mr Músculo Líquido Quitagrasa Limón Repuesto,7.7
Jabón para Ropa Bolívar Limón 380g,S/ 5.70,wong,LIMÓN,2024-12-04 19:21:57.922532,380.0,g,Jabón para Ropa Bolívar Limón,5.7
Sacagrasa Sapolio Aroma Limón Repuesto 500ml,S/ 5.80,wong,LIMÓN,2024-12-04 19:21:57.922532,500.0,ml,Sacagrasa Sapolio Aroma Limón Repuesto,5.8
Lavavajillas Líquido Ayudín Limón y Sábila 1.2L,S/ 18.50,wong,LIMÓN,2024-12-04 19:21:57.922532,1.2,l,Lavavajillas Líquido Ayudín Limón y Sábila,18.5
Lavavajilla en Pasta Sapolio Limón 800g,S/ 6.00,wong,LIMÓN,2024-12-04 19:21:57.922532,800.0,g,Lavavajilla en Pasta Sapolio Limón,6.0
Lavavajillas Líquido Ayudín Limón y Sábila 640ml,S/ 12.90,wong,LIMÓN,2024-12-04 19:21:57.922532,640.0,ml,Lavavajillas Líquido Ayudín Limón y Sábila,12.9
Gaseosa Sprite Lima Limón Botella 3L,S/ 6.90,wong,LIMÓN,2024-12-04 19:21:57.922532,3.0,l,Gaseosa Sprite Lima Limón Botella,6.9
Pulidor en Polvo Sapolio Cocina Limón 450g,S/ 7.30,wong,LIMÓN,2024-12-04 19:21:57.922532,450.0,g,Pulidor en Polvo Sapolio Cocina Limón,7.3
Lavavajilla Líquido Home Care Limón 500ml,S/ 5.00,wong,LIMÓN,2024-12-04 19:21:57.922532,500.0,ml,Lavavajilla Líquido Home Care Limón,5.0
Detergente en Polvo Ace Limón 2kg,S/ 27.90,wong,LIMÓN,2024-12-04 19:21:57.922532,2.0,kg,Detergente en Polvo Ace Limón,27.9
Lavavajillas en Pasta Ayudín Limón y Sábila 850g,S/ 8.50,wong,LIMÓN,2024-12-04 19:21:57.922532,850.0,g,Lavavajillas en Pasta Ayudín Limón y Sábila,8.5
Gelatina Sabor Limón Diet Universal 19g,S/ 3.80,wong,LIMÓN,2024-12-04 19:21:57.922532,19.0,g,Gelatina Sabor Limón Diet Universal,3.8
Pastillas para Lavavajillas Frosch Limón 30un,S/ 50.90,wong,LIMÓN,2024-12-04 19:21:57.922532,30.0,un,Pastillas para Lavavajillas Frosch Limón,50.9
Desinfectante PineSol Limón 1.8L,S/ 20.50,wong,LIMÓN,2024-12-04 19:21:57.922532,1.8,l,Desinfectante PineSol Limón,20.5
