description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Panetón D'Onofrio Caja 880g,S/ 25.90,wong,HELADO DE HIELO PERSONAL,2024-12-04 20:21:46.352176,880.0,g,Panetón D'Onofrio Caja,25.9
Sixpack Panetón D'Onofrio Caja 880g,S/ 150.60,wong,HELADO DE HIELO PERSONAL,2024-12-04 20:21:46.352176,880.0,g,Sixpack Panetón D'Onofrio Caja,150.6
Panetón Donofrio 880g,S/ 23.50,wong,HELADO DE HIELO PERSONAL,2024-12-04 20:21:46.352176,880.0,g,Panetón Donofrio,23.5
Sixpack Panetón Donofrio 880g,S/ 136.80,wong,HELADO DE HIELO PERSONAL,2024-12-04 20:21:46.352176,880.0,g,Sixpack Panetón Donofrio,136.8
Hielo Cuisine&Co Bolsa 3 kg,S/ 4.90,wong,HELADO DE HIELO PERSONAL,2024-12-04 20:21:46.352176,3.0,kg,Hielo Cuisine&Co Bolsa,4.9
Helado Sandwich Mini Sabor Vainilla 10un,S/ 20.90,wong,HELADO DE HIELO PERSONAL,2024-12-04 20:21:46.352176,10.0,un,Helado Sandwich Mini Sabor Vainilla,20.9
Bombones de Helado D'Onofrio 18un,S/ 14.30,wong,HELADO DE HIELO PERSONAL,2024-12-04 20:21:46.352176,18.0,un,Bombones de Helado D'Onofrio,14.3
Panetón con Gotas Sabor Chocolate Chocotón Caja 450g,S/ 18.00,wong,HELADO DE HIELO PERSONAL,2024-12-04 20:21:46.352176,450.0,g,Panetón con Gotas Sabor Chocolate Chocotón Caja,18.0
Hielo en Cubos Kold Draft Artisan Bolsa 3 Kg,S/ 8.90,wong,HELADO DE HIELO PERSONAL,2024-12-04 20:21:46.352176,3.0,kg,Hielo en Cubos Kold Draft Artisan Bolsa,8.9
Helado de Crema Peziduri Vainilla 900ml,S/ 9.50,wong,HELADO DE HIELO PERSONAL,2024-12-04 20:21:46.352176,900.0,ml,Helado de Crema Peziduri Vainilla,9.5
Helado de Crema Peziduri Tricolor 900ml,S/ 9.50,wong,HELADO DE HIELO PERSONAL,2024-12-04 20:21:46.352176,900.0,ml,Helado de Crema Peziduri Tricolor,9.5
