description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Pastel Pingüinos Minix Sabor Cookies & Cream 200g,S/ 9.50,wong,PASTELES DULCES,2024-12-04 18:23:46.952003,200.0,g,Pastel Pingüinos Minix Sabor Cookies & Cream,9.5
Pastel Pingüinos Sabor Cookies & Cream 80g,S/ 3.70,wong,PASTELES DULCES,2024-12-04 18:23:46.952003,80.0,g,Pastel Pingüinos Sabor Cookies & Cream,3.7
Sixpack Galleta con Crema Casino Pie de Limón 43g,S/ 5.00,wong,PASTELES DULCES,2024-12-04 18:23:46.952003,43.0,g,Sixpack Galleta con Crema Casino Pie de Limón,5.0
Galletas Surtidas Giselle Frasco 420 g,S/ 36.90,wong,PASTELES DULCES,2024-12-04 18:23:46.952003,420.0,g,Galletas Surtidas Giselle Frasco,36.9
Galletas de Vainilla Lenguitas de Gato Giselle Frasco 320 g,S/ 35.50,wong,PASTELES DULCES,2024-12-04 18:23:46.952003,320.0,g,Galletas de Vainilla Lenguitas de Gato Giselle Frasco,35.5
Alfajores Surtido Britt 6un.,S/ 28.50,wong,PASTELES DULCES,2024-12-04 18:23:46.952003,6.0,un,Alfajores Surtido Britt .,28.5
Obleas Colombianas con Manjar Blanco 12un,S/ 16.20,wong,PASTELES DULCES,2024-12-04 18:23:46.952003,12.0,un,Obleas Colombianas con Manjar Blanco,16.2
Alfajores con Manjar de Lúcuma Britt 6un.,S/ 28.50,wong,PASTELES DULCES,2024-12-04 18:23:46.952003,6.0,un,Alfajores con Manjar de Lúcuma Britt .,28.5
Keke Sabor Vainilla Relleno Gansito Marinela Paquete 50 g,S/ 2.70,wong,PASTELES DULCES,2024-12-04 18:23:46.952003,50.0,g,Keke Sabor Vainilla Relleno Gansito Marinela Paquete,2.7
Brownie con Pecana D' Abuelas 5un,S/ 15.90,wong,PASTELES DULCES,2024-12-04 18:23:46.952003,5.0,un,Brownie con Pecana D' Abuelas,15.9
Mini Muffins Vainilla Chips Giardino 48un.,S/ 27.90,wong,PASTELES DULCES,2024-12-04 18:23:46.952003,48.0,un,Mini Muffins Vainilla Chips Giardino .,27.9
Pastelitos Sabor Chocolate Marinela Pingüinos Minix 10un,S/ 9.50,wong,PASTELES DULCES,2024-12-04 18:23:46.952003,10.0,un,Pastelitos Sabor Chocolate Marinela Pingüinos Minix,9.5
Mini Brownie Clásico Giardino 60un.,S/ 33.50,wong,PASTELES DULCES,2024-12-04 18:23:46.952003,60.0,un,Mini Brownie Clásico Giardino .,33.5
Postre Suspiro a la Limeña Personal 95g,S/ 7.50,wong,PASTELES DULCES,2024-12-04 18:23:46.952003,95.0,g,Postre Suspiro a la Limeña Personal,7.5
Camotillos Don Pregrón 16un,S/ 6.80,wong,PASTELES DULCES,2024-12-04 18:23:46.952003,16.0,un,Camotillos Don Pregrón,6.8
Galletas de Vainilla con Choco Chips Cuisine & Co 8un,S/ 15.50,wong,PASTELES DULCES,2024-12-04 18:23:46.952003,8.0,un,Galletas de Vainilla con Choco Chips Cuisine & Co,15.5
Galletas de Avena D' Abuelas 335g,S/ 25.90,wong,PASTELES DULCES,2024-12-04 18:23:46.952003,335.0,g,Galletas de Avena D' Abuelas,25.9
Galletas de Avena D' Abuelas 250g,S/ 15.90,wong,PASTELES DULCES,2024-12-04 18:23:46.952003,250.0,g,Galletas de Avena D' Abuelas,15.9
Alfajores con Manjar Blanco Britt 6un.,S/ 28.50,wong,PASTELES DULCES,2024-12-04 18:23:46.952003,6.0,un,Alfajores con Manjar Blanco Britt .,28.5
Brownie Tipo Trufa Delisha x Unid,S/ 5.00,wong,PASTELES DULCES,2024-12-04 18:23:46.952003,1.0,un,Brownie Tipo Trufa Delisha,5.0
Galletas Dulce María Cachitos de Castañas Bolsa 100 g,S/ 9.90,wong,PASTELES DULCES,2024-12-04 18:23:46.952003,100.0,g,Galletas Dulce María Cachitos de Castañas Bolsa,9.9
Alfajor Bon o Bon Arcor Paquete 6 unidades,S/ 19.90,wong,PASTELES DULCES,2024-12-04 18:23:46.952003,6.0,un,Alfajor Bon o Bon Arcor Paquete ades,19.9
Macarrones Franceses L'Detalle 6un,S/ 21.50,wong,PASTELES DULCES,2024-12-04 18:23:46.952003,6.0,un,Macarrones Franceses L'Detalle,21.5
Mini Alfajores Tinkay Vainilla 5un,S/ 11.50,wong,PASTELES DULCES,2024-12-04 18:23:46.952003,5.0,un,Mini Alfajores Tinkay Vainilla,11.5
Alfajor con Cobertura Sabor Chocolate Redondito Caja 6 unid,S/ 28.90,wong,PASTELES DULCES,2024-12-04 18:23:46.952003,6.0,un,Alfajor con Cobertura Sabor Chocolate Redondito Caja,28.9
Macarrones Franceses L'Detalle 2un,S/ 7.90,wong,PASTELES DULCES,2024-12-04 18:23:46.952003,2.0,un,Macarrones Franceses L'Detalle,7.9
Alfajores de Chocolate Tana 9un,S/ 26.90,wong,PASTELES DULCES,2024-12-04 18:23:46.952003,9.0,un,Alfajores de Chocolate Tana,26.9
Barra de Cereal Delisha Fit Granola 55g,S/ 4.50,wong,PASTELES DULCES,2024-12-04 18:23:46.952003,55.0,g,Barra de Cereal Delisha Fit Granola,4.5
Galletas Dolce María IIditas 100g,S/ 9.90,wong,PASTELES DULCES,2024-12-04 18:23:46.952003,100.0,g,Galletas Dolce María IIditas,9.9
Alfajores Mini Tinkay 5un,S/ 11.50,wong,PASTELES DULCES,2024-12-04 18:23:46.952003,5.0,un,Alfajores Mini Tinkay,11.5
Lenguas de Gato  Claribel 254g,S/ 37.00,wong,PASTELES DULCES,2024-12-04 18:23:46.952003,254.0,g,Lenguas de Gato  Claribel,37.0
Brownies Surtidos Giardino 4un,S/ 16.90,wong,PASTELES DULCES,2024-12-04 18:23:46.952003,4.0,un,Brownies Surtidos Giardino,16.9
Brownie Tradicional Delisha x Un,S/ 5.00,wong,PASTELES DULCES,2024-12-04 18:23:46.952003,1.0,un,Brownie Tradicional Delisha,5.0
Alfajor de Chocolate con Manjar Tinkay Bolsa 45 gr,S/ 3.99,wong,PASTELES DULCES,2024-12-04 18:23:46.952003,45.0,g,Alfajor de Chocolate con Manjar Tinkay Bolsa r,3.99
Alfajor de Pie de Limón Nestlé el Manjar 14un.,S/ 16.50,wong,PASTELES DULCES,2024-12-04 18:23:46.952003,14.0,un,Alfajor de Pie de Limón Nestlé el Manjar .,16.5
Galletas de Chocolate con Naranja Cuisine & Co 8un,S/ 15.50,wong,PASTELES DULCES,2024-12-04 18:23:46.952003,8.0,un,Galletas de Chocolate con Naranja Cuisine & Co,15.5
Alfajores Rellenos Tinkay Caja 6 unid,S/ 21.80,wong,PASTELES DULCES,2024-12-04 18:23:46.952003,6.0,un,Alfajores Rellenos Tinkay Caja,21.8
Galletas Surtidas Claribel 259g,S/ 39.00,wong,PASTELES DULCES,2024-12-04 18:23:46.952003,259.0,g,Galletas Surtidas Claribel,39.0
