unit,description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Lata 140g,Filete de Atún en Aceite Vegetal FLORIDA Lata ...,S/ 5.90 un,plaza_vea,BEBIDA ENERGIZANTE (FLUIDA),2024-12-06 14:49:05.919154,140.0,g,Filete de Atún en Aceite Vegetal FLORIDA Lata,5.9
Lata 150g,Filete de Atún FLORIDA en Agua 110kcal Lata 15...,S/ 5.90 un,plaza_vea,BEBIDA ENERGIZANTE (FLUIDA),2024-12-06 14:49:05.919154,150.0,g,Filete de Atún FLORIDA en Agua 110kcal Lata 15,5.9
Lata 170g,Cebada Instantánea ECCO Lata 170g,S/ 10.90 un,plaza_vea,BEBIDA ENERGIZANTE (FLUIDA),2024-12-06 14:49:05.919154,170.0,g,Cebada Instantánea ECCO Lata,10.9
Paquete 2un,Bebida de Almendra LAIVE Vio Caja 946ml Paquet...,S/ 18.50 un,plaza_vea,BEBIDA ENERGIZANTE (FLUIDA),2024-12-06 14:49:05.919154,2.0,un,Bebida de Almendra LAIVE Vio Caja  Paquet,18.5
Caja 946ml,Bebida de Almendra NATURE'S HEART Sin Azúcar C...,S/ 10.50 un,plaza_vea,BEBIDA ENERGIZANTE (FLUIDA),2024-12-06 14:49:05.919154,946.0,ml,Bebida de Almendra NATURE'S HEART Sin Azúcar C,10.5
Paquete 6un,Bebida de Almendra NATURE'S HEART sin Azúcar 9...,S/ 47.90 un,plaza_vea,BEBIDA ENERGIZANTE (FLUIDA),2024-12-06 14:49:05.919154,6.0,un,Bebida de Almendra NATURE'S HEART sin Azúcar 9,47.9
Doypack 250g,Bebida Instantánea de Cebada ECCO Doypack 250g,S/ 16.90 un,plaza_vea,BEBIDA ENERGIZANTE (FLUIDA),2024-12-06 14:49:05.919154,250.0,g,Bebida Instantánea de Cebada ECCO Doypack,16.9
Lata 140g,Filete de Atún FLORIDA en Aceite Girasol Lata ...,S/ 5.90 un,plaza_vea,BEBIDA ENERGIZANTE (FLUIDA),2024-12-06 14:49:05.919154,140.0,g,Filete de Atún FLORIDA en Aceite Girasol Lata,5.9
Pack 3un,Filete de Atún en Aceite Vegetal FLORIDA Lata ...,S/ 13 un,plaza_vea,BEBIDA ENERGIZANTE (FLUIDA),2024-12-06 14:49:05.919154,3.0,un,Filete de Atún en Aceite Vegetal FLORIDA Lata,13.0
Bolsa 800ml,Bebida de Leche Chocolatada LA PREFERIDA Bolsa...,S/ 2.90 un,plaza_vea,BEBIDA ENERGIZANTE (FLUIDA),2024-12-06 14:49:05.919154,800.0,ml,Bebida de Leche Chocolatada LA PREFERIDA Bolsa,2.9
Paquete 1un,Hierba Luisa x unidad,S/ 1.29 un,plaza_vea,BEBIDA ENERGIZANTE (FLUIDA),2024-12-06 14:49:05.919154,1.0,un,Hierba Luisa ad,1.29
Paquete 6un,Bebida Rehidratante SPORADE Sabores Surtidos B...,S/ 9.90 un,plaza_vea,BEBIDA ENERGIZANTE (FLUIDA),2024-12-06 14:49:05.919154,6.0,un,Bebida Rehidratante SPORADE Sabores Surtidos B,9.9
Botella 625ml,Vinagre Blanco FLORIDA Botella 625ml,S/ 3.50 un,plaza_vea,BEBIDA ENERGIZANTE (FLUIDA),2024-12-06 14:49:05.919154,625.0,ml,Vinagre Blanco FLORIDA Botella,3.5
Paquete 6un,Bebida Rehidratante GATORADE Tropical Fruit Bo...,S/ 10.90 un,plaza_vea,BEBIDA ENERGIZANTE (FLUIDA),2024-12-06 14:49:05.919154,6.0,un,Bebida Rehidratante GATORADE Tropical Fruit Bo,10.9
Paquete 6un,Bebida FRUGOS DEL VALLE Manzana Caja 235ml Six...,S/ 7.90 un,plaza_vea,BEBIDA ENERGIZANTE (FLUIDA),2024-12-06 14:49:05.919154,6.0,un,Bebida FRUGOS DEL VALLE Manzana Caja  Six,7.9
Tetrapack 946ml,Bebida de Coco LAIVE Vio Tetrapack 946ml,S/ 9.90 un,plaza_vea,BEBIDA ENERGIZANTE (FLUIDA),2024-12-06 14:49:05.919154,946.0,ml,Bebida de Coco LAIVE Vio Tetrapack,9.9
Bolsa 800ml,Bebida de Leche UHT BONLÉ Chocolatada Bolsa 80...,S/ 3 un,plaza_vea,BEBIDA ENERGIZANTE (FLUIDA),2024-12-06 14:49:05.919154,800.0,ml,Bebida de Leche UHT BONLÉ Chocolatada Bolsa 80,3.0
Caja 1L,Bebida GLORIA Piña Caja 1L,S/ 3.90 un,plaza_vea,BEBIDA ENERGIZANTE (FLUIDA),2024-12-06 14:49:05.919154,1.0,l,Bebida GLORIA Piña Caja,3.9
Lata 140g,Trozos de Atún FLORIDA en Aceite Vegetal Lata ...,S/ 5.80 un,plaza_vea,BEBIDA ENERGIZANTE (FLUIDA),2024-12-06 14:49:05.919154,140.0,g,Trozos de Atún FLORIDA en Aceite Vegetal Lata,5.8
Caja 1L,Bebida GLORIA Maracuyá Caja 1L,S/ 3.90 un,plaza_vea,BEBIDA ENERGIZANTE (FLUIDA),2024-12-06 14:49:05.919154,1.0,l,Bebida GLORIA Maracuyá Caja,3.9
Caja 1L,Bebida GLORIA Naranja Caja 1L,S/ 3.90 un,plaza_vea,BEBIDA ENERGIZANTE (FLUIDA),2024-12-06 14:49:05.919154,1.0,l,Bebida GLORIA Naranja Caja,3.9
Paquete 6un,Bebida Rehidratante GATORADE Sabores Surtidos ...,S/ 10.90 un,plaza_vea,BEBIDA ENERGIZANTE (FLUIDA),2024-12-06 14:49:05.919154,6.0,un,Bebida Rehidratante GATORADE Sabores Surtidos,10.9
Paquete 4un,Bebida de Soya LAIVE Vio Caja 946ml Paquete 4u...,S/ 25.30 un,plaza_vea,BEBIDA ENERGIZANTE (FLUIDA),2024-12-06 14:49:05.919154,4.0,un,Bebida de Soya LAIVE Vio Caja  Paquete 4u,25.3
Caja 1L,Bebida de Soya UHT SOY VIDA Caja 1L,S/ 6 un,plaza_vea,BEBIDA ENERGIZANTE (FLUIDA),2024-12-06 14:49:05.919154,1.0,l,Bebida de Soya UHT SOY VIDA Caja,6.0
Caja 946ml,Bebida de Coco NATURE'S HEART Caja 946ml,S/ 10.50 un,plaza_vea,BEBIDA ENERGIZANTE (FLUIDA),2024-12-06 14:49:05.919154,946.0,ml,Bebida de Coco NATURE'S HEART Caja,10.5
Caja 1L,Bebida GLORIA Mango Caja 1L,S/ 3.90 un,plaza_vea,BEBIDA ENERGIZANTE (FLUIDA),2024-12-06 14:49:05.919154,1.0,l,Bebida GLORIA Mango Caja,3.9
