unit,description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Presentación 2.2 kg aprox.,Pollo Entero Fresco con Menudencia,S/ 9.40 x kg,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,2.2,kg,Pollo Entero Fresco con Menudencia,9.4
Barra 180g,Mantequilla con Sal LAIVE Barra 180g,S/ 11.90 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,180.0,g,Mantequilla con Sal LAIVE Barra,11.9
Paquete 180g,Mantequilla con Sal GLORIA Paquete 180g,S/ 9.90 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,180.0,g,Mantequilla con Sal GLORIA Paquete,9.9
Bolsa 500g,Maíz Pop Corn COSTEÑO Bolsa 500g,S/ 4.60 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,500.0,g,Maíz Pop Corn COSTEÑO Bolsa,4.6
Bolsa 500g,Maíz Pop Corn BELL'S Bolsa 500g,S/ 4.30 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,500.0,g,Maíz Pop Corn BELL'S Bolsa,4.3
Vaso 146g,Yogurt GLORIA Battimix Vainilla con Arroz Cruj...,S/ 3.10 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,146.0,g,Yogurt GLORIA Battimix Vainilla con Arroz Cruj,3.1
Bolsa 135g,Papas INKA CHIPS con Sal de Mar Bolsa 135g,S/ 7.60 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,135.0,g,Papas INKA CHIPS con Sal de Mar Bolsa,7.6
Presentación 2.3 kg aprox.,Pollo Fresco con Menudencia Trozado en 8 Pieza...,S/ 10.90 x kg,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,2.3,kg,Pollo Fresco con Menudencia Trozado en 8 Pieza,10.9
Presentación 1.3 kg aprox.,Pierna con Encuentro de Pollo Empacada al vací...,S/ 13.50 x kg,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,1.3,kg,Pierna con Encuentro de Pollo Empacada al vací,13.5
Paquete 6un,Agua Mineral SAN MATEO Con Gas Botella 600ml P...,S/ 8.89 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,6.0,un,Agua Mineral SAN MATEO Con Gas Botella  P,8.89
Pote 180g,Mantequilla con Sal GLORIA Pote 180g,S/ 10.50 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,180.0,g,Mantequilla con Sal GLORIA Pote,10.5
Bolsa 500g,Filete de Trucha BELL'S Congelado con Piel Bol...,S/ 28.90 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,500.0,g,Filete de Trucha BELL'S Congelado con Piel Bol,28.9
Botella 1.5L,Agua Mineral SAN MATEO Con Gas Botella 1.5L,S/ 2.20 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,1.5,l,Agua Mineral SAN MATEO Con Gas Botella,2.2
Presentación 1.35 kg aprox.,Panceta de Cerdo con Hueso y Piel EL BUEN CORT...,S/ 24.89 x kg,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,1.35,kg,Panceta de Cerdo con Hueso y Piel EL BUEN CORT,24.89
Paquete 10un,Pan Árabe Integral EL CEDRO con Salvado de Tri...,S/ 7.20 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,10.0,un,Pan Árabe Integral EL CEDRO con Salvado de Tri,7.2
Paquete 6un,Wafer Cuadrado NIK Relleno con Crema Sabor a V...,S/ 4.20 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,6.0,un,Wafer Cuadrado NIK Relleno con Crema Sabor a V,4.2
Paquete 6un,Agua Mineral SAN LUIS Con Gas Botella 625ml Pa...,S/ 8.20 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,6.0,un,Agua Mineral SAN LUIS Con Gas Botella  Pa,8.2
Doypack 400g,Cereal UNIÓN Granola con miel de abeja Doypack...,S/ 15.50 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,400.0,g,Cereal UNIÓN Granola con miel de abeja Doypack,15.5
Paquete 6un,Galletas GLACITAS Bañadas con Sabor a Toffee B...,S/ 4.79 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,6.0,un,Galletas GLACITAS Bañadas con Sabor a Toffee B,4.79
Bolsa 270g,Nuggets de Pollo con Quinua AVINKA Bolsa 15un,S/ 9.49 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,270.0,g,Nuggets de Pollo con Quinua AVINKA Bolsa,9.49
Pote 180g,Mantequilla con Sal LAIVE Pote 180g,S/ 12.90 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,180.0,g,Mantequilla con Sal LAIVE Pote,12.9
Bolsa 8Kg,Comida para Gatos CAT CHOW Adulto Esterilizado...,S/ 104.90 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,8.0,kg,Comida para Gatos CAT CHOW Adulto Esterilizado,104.9
Bolsa 140g,Cereal de Trigo con Miel VITA PLUSS Bolsa 140g,S/ 3.60 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,140.0,g,Cereal de Trigo con Miel VITA PLUSS Bolsa,3.6
Bolsa 15un,Nuggets de Pollo con Brócoli AVINKA Bolsa 15un,S/ 9.50 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,15.0,un,Nuggets de Pollo con Brócoli AVINKA Bolsa,9.5
Bolsa 740g,Cereal NESTLÉ Corn Flakes sin Gluten Bolsa 740...,S/ 20.90 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,740.0,g,Cereal NESTLÉ Corn Flakes sin Gluten Bolsa 740,20.9
Paquete 6un,Galletas CASINO Rellenas con Crema Sabor a Fre...,S/ 4.50 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,6.0,un,Galletas CASINO Rellenas con Crema Sabor a Fre,4.5
Botella 2.5L,Agua Mineral SAN LUIS Con Gas Botella 2.5L,S/ 3 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,2.5,l,Agua Mineral SAN LUIS Con Gas Botella,3.0
Caja 410g,Cereal KELLOGGS Corn Flakes Caja 410g,S/ 13.10 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,410.0,g,Cereal KELLOGGS Corn Flakes Caja,13.1
Bolsa 195g,Galletas con Coco UNIÓN Integral Bolsa 195g,S/ 5.50 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,195.0,g,Galletas con Coco UNIÓN Integral Bolsa,5.5
Paquete 6un,Galletas CHOCO ¡BUM! Bañadas con Sabor a Choco...,S/ 4.80 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,6.0,un,Galletas CHOCO ¡BUM! Bañadas con Sabor a Choco,4.8
Bolsa 800g,Yogurt Batido GLORIA Griego con Miel Bolsa 800...,S/ 7 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,800.0,g,Yogurt Batido GLORIA Griego con Miel Bolsa 800,7.0
Barra 100g,Mantequilla LAIVE con Sal Barra 100g,S/ 6.90 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,100.0,g,Mantequilla LAIVE con Sal Barra,6.9
Bolsa 560g,Pan de Molde DON MAMINO con Salvado de Trigo B...,S/ 13.50 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,560.0,g,Pan de Molde DON MAMINO con Salvado de Trigo B,13.5
Bolsa 150g,Piqueo VALLE ALTO Frutos secos con almendras B...,S/ 6.40 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,150.0,g,Piqueo VALLE ALTO Frutos secos con almendras B,6.4
Paquete 6un,Galletas CASINO Rellenas con Crema Sabor a Men...,S/ 4.50 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,6.0,un,Galletas CASINO Rellenas con Crema Sabor a Men,4.5
Vaso 146g,Yogurt Battimix GLORIA Fresa con Bolitas de Ch...,S/ 3.10 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,146.0,g,Yogurt BattimiLORIA Fresa con Bolitas de Ch,3.1
Presentación 2.6 kg aprox.,Panceta de Cerdo con Piel Congelada x Kg,S/ 24.90 x kg,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,2.6,kg,Panceta de Cerdo con Piel Congelada,24.9
Presentación 1.2 kg aprox.,Filete Pierna Pollo con Piel Empacada al vacío...,S/ 20.90 x kg,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,1.2,kg,Filete Pierna Pollo con Piel Empacada al vacío,20.9
Paquete 1un,Col Corazón,S/ 3.90 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,1.0,un,Col Corazón,3.9
Caja 405g,Cereal CORN FLAKES Nestlé Sin Gluten Caja 405g,S/ 13.90 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,405.0,g,Cereal CORN FLAKES Nestlé Sin Gluten Caja,13.9
Paquete 400g,Pack Jamonada con Pollo SUIZA Paquete 400g,S/ 8.90 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,400.0,g,Pack Jamonada con Pollo SUIZA Paquete,8.9
Bolsa 500g,Porciones de Bonito con Piel PESCANOVA Bolsa 5...,S/ 10.50 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,500.0,g,Porciones de Bonito con Piel PESCANOVA Bolsa 5,10.5
Paquete 6un,Wafer Cuadrado NIK Relleno con Crema Sabor a C...,S/ 4.20 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,6.0,un,Wafer Cuadrado NIK Relleno con Crema Sabor a C,4.2
Bolsa 200g,Tortillas de Maíz TOSTITOS con Sal Bolsa 200g,S/ 9 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,200.0,g,Tortillas de Maíz TOSTITOS con Sal Bolsa,9.0
Doypack 1.2L,Detergente Líquido ARIEL Concentrado con Downy...,S/ 24.90 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,1.2,l,Detergente Líquido ARIEL Concentrado con Downy,24.9
Paquete 6un,Galletas GLACITAS Bañadas con Sabor a Fresa Bo...,S/ 4.79 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,6.0,un,Galletas GLACITAS Bañadas con Sabor a Fresa Bo,4.79
Bolsa 380g,Cereal ANGEL Capas de trigo con chocolate Bols...,S/ 11.60 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,380.0,g,Cereal ANGEL Capas de trigo con chocolate Bols,11.6
Frasco 510ml,Shampoo SAVITAL con Multióleos y Sábila Frasco...,S/ 12.90 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,510.0,ml,Shampoo SAVITAL con Multióleos y Sábila Frasco,12.9
Lata 140g,Filete de Atún con Agua y Sal PRIMOR Lata 140g,S/ 5.90 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,140.0,g,Filete de Atún con Agua y Sal PRIMOR Lata,5.9
Bolsa 138g,Piqueos TORTEES con Sal Bolsa 138g,S/ 5 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,138.0,g,Piqueos TORTEES con Sal Bolsa,5.0
Botella 625ml,Agua con Gas SAN LUIS Sabor a Manzana Botella ...,S/ 2.20 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,625.0,ml,Agua con Gas SAN LUIS Sabor a Manzana Botella,2.2
Bolsa 6un,Cachito con Mantequilla DON MAMINO Bolsa 6un,S/ 9.80 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,6.0,un,Cachito con Mantequilla DON MAMINO Bolsa,9.8
Paquete 198ml,Pasta Dental con Flúor ORAL-B Complete 4 en 1 ...,S/ 14.50 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,198.0,ml,Pasta Dental con Flúor ORAL-B Complete 4 en 1,14.5
Bolsa 125g,Trigo Atómico Original FORTE GOLPE con Miel Bo...,S/ 4.20 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,125.0,g,Trigo Atómico Original FORTE GOLPE con Miel Bo,4.2
Paquete 8un,Galletas Sandwich de Chocolate RELLENITAS con ...,S/ 4.69 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,8.0,un,Galletas Sandwich de Chocolate RELLENITAS con,4.69
Presentación 1.04 kg aprox.,Chuleta de Pierna de Cerdo con Piel,S/ 18.89 x kg,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,1.04,kg,Chuleta de Pierna de Cerdo con Piel,18.89
Paquete 9un,Galletas INTEGRACKERS Con salvado sabor a miel...,S/ 7.50 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,9.0,un,Galletas INTEGRACKERS Con salvado sabor a miel,7.5
Bolsa 850g,Avena con Quinua QUAKER Bolsa 850g,S/ 14.50 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,850.0,g,Avena con Quinua QUAKER Bolsa,14.5
Bolsa 500g,Maíz Canchita Pop Corn TESORO VERDE Plaza Vea ...,S/ 4.20 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,500.0,g,Maíz Canchita Pop Corn TESORO VERDE Plaza Vea,4.2
Paquete 6un,Wafer Cuadrado NIK Relleno con Crema Sabor a F...,S/ 4.20 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,6.0,un,Wafer Cuadrado NIK Relleno con Crema Sabor a F,4.2
Paquete 6un,Galletas CASINO Rellenas con Crema Sabor a Cho...,S/ 4.50 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,6.0,un,Galletas CASINO Rellenas con Crema Sabor a Cho,4.5
Vaso 144g,Yogur Battimix GLORIA Vainilla con Hojuelas Va...,S/ 3.10 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,144.0,g,Yogur BattimiLORIA Vainilla con Hojuelas Va,3.1
Presentación 1.3 kg aprox.,Pechuga de Pollo con Alas Congelado SAN FERNAN...,S/ 15.90 x kg,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,1.3,kg,Pechuga de Pollo con Alas Congelado SAN FERNAN,15.9
Caja 12un,Cereal Bar COSTA Choco Caja 12un,S/ 6 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,12.0,un,Cereal Bar COSTA Choco Caja,6.0
Doypack 397g,Salsa HEINZ Tomato ketchup con un toque de dul...,S/ 12.70 un,plaza_vea,CHOROS (CON VALVA),2024-12-06 13:40:42.234022,397.0,g,Salsa HEINZ Tomato ketchup con un toque de dul,12.7
