unit,description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Bolsa 5Kg,Arroz Extra Añejo FARAON Naranja Bolsa 5kg,S/ 27.20 un,plaza_vea,ARROZ ENVASADO,2024-12-06 13:06:21.851164,5.0,kg,Arroz Extra Añejo FARAON Naranja Bolsa,27.2
Bolsa 5Kg,Arroz Extra COSTEÑO Bolsa 5Kg,S/ 25.90 un,plaza_vea,ARROZ ENVASADO,2024-12-06 13:06:21.851164,5.0,kg,Arroz Extra COSTEÑO Bolsa,25.9
Bolsa 5kg,Arroz Extra BELL'S Bolsa 5Kg,S/ 19.90 un,plaza_vea,ARROZ ENVASADO,2024-12-06 13:06:21.851164,5.0,kg,Arroz Extra BELL'S Bolsa,19.9
Bolsa 5Kg,Arroz Extra PAISANA Bolsa 5Kg,S/ 22.90 un,plaza_vea,ARROZ ENVASADO,2024-12-06 13:06:21.851164,5.0,kg,Arroz Extra PAISANA Bolsa,22.9
Bolsa 750g,Arroz Extra COSTEÑO Bolsa 750g,S/ 4.90 un,plaza_vea,ARROZ ENVASADO,2024-12-06 13:06:21.851164,750.0,g,Arroz Extra COSTEÑO Bolsa,4.9
Bolsa 5Kg,Arroz Extra VALLENORTE Gran Reserva Bolsa 5Kg,S/ 27.50 un,plaza_vea,ARROZ ENVASADO,2024-12-06 13:06:21.851164,5.0,kg,Arroz Extra VALLENORTE Gran Reserva Bolsa,27.5
Vaso 146g,Yogurt GLORIA Battimix Vainilla con Arroz Cruj...,S/ 3.10 un,plaza_vea,ARROZ ENVASADO,2024-12-06 13:06:21.851164,146.0,g,Yogurt GLORIA Battimix Vainilla con Arroz Cruj,3.1
Bolsa 5Kg,Arroz Extra GRAN CHALAN Bolsa 5Kg,S/ 25.10 un,plaza_vea,ARROZ ENVASADO,2024-12-06 13:06:21.851164,5.0,kg,Arroz Extra GRAN CHALAN Bolsa,25.1
Bolsa 5kg,Arroz FARAON Añejo Amarillo G3 Bolsa 5kg,S/ 22.70 un,plaza_vea,ARROZ ENVASADO,2024-12-06 13:06:21.851164,5.0,kg,Arroz FARAON Añejo Amarillo G3 Bolsa,22.7
Bolsa 5kg,Arroz Superior PAISANA Bolsa 5Kg,S/ 22.90 un,plaza_vea,ARROZ ENVASADO,2024-12-06 13:06:21.851164,5.0,kg,Arroz Superior PAISANA Bolsa,22.9
Bolsa 750g,Arroz Extra FARAON Bolsa 750g,S/ 4.29 un,plaza_vea,ARROZ ENVASADO,2024-12-06 13:06:21.851164,750.0,g,Arroz Extra FARAON Bolsa,4.29
Bolsa 750g,Arroz Extra BELL'S Bolsa 750g,S/ 3.79 un,plaza_vea,ARROZ ENVASADO,2024-12-06 13:06:21.851164,750.0,g,Arroz Extra BELL'S Bolsa,3.79
