unit,description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Presentación 2.2 kg aprox.,Pollo Entero Fresco con Menudencia,S/ 9.40 x kg,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,2.2,kg,Pollo Entero Fresco con Menudencia,9.4
Paquete 6un,Leche Reconstituida Entera GLORIA Lata 390g Pa...,S/ 22.90 un,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,6.0,un,Leche Reconstituida Entera GLORIA Lata  Pa,22.9
Paquete 1un,Choclo Entero un,S/ 1.89 un,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,1.0,un,Choclo Entero un,1.89
Paquete 3un,Leche UHT GLORIA Entera Pack 3un x 1L,S/ 15.90 un,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,3.0,un,Leche UHT GLORIA Entera Pack  x,15.9
Presentación 0.25 kg aprox.,Ajo Entero,S/ 14.99 x kg,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,0.25,kg,Ajo Entero,14.99
Bolsa 500g,Lenteja Bebé BELL'S Bolsa 500g,S/ 5.20 un,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,500.0,g,Lenteja Bebé BELL'S Bolsa,5.2
Bolsa 500g,Lentejas BELL'S Bolsa 500g,S/ 4.90 un,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,500.0,g,Lentejas BELL'S Bolsa,4.9
Bandeja 200g,Champiñon Entero BELL'S Bandeja 200g,S/ 4.99 un,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,200.0,g,Champiñon Entero BELL'S Bandeja,4.99
Paquete 1un,Poro Entero un,S/ 1.29 un,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,1.0,un,Poro Entero un,1.29
Paquete 12un,Leche Reconstituida Entera GLORIA Lata 390g Pa...,S/ 49.20 un,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,12.0,un,Leche Reconstituida Entera GLORIA Lata  Pa,49.2
Paquete 3un,Leche GLORIA UHT Entera Bolsa 900ml Paquete 3u...,S/ 13.50 un,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,3.0,un,Leche GLORIA UHT Entera Bolsa  Paquete 3u,13.5
Bolsa 500g,Lenteja COSTEÑO Bolsa 500g,S/ 6.60 un,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,500.0,g,Lenteja COSTEÑO Bolsa,6.6
Bolsa 500g,Lenteja Bebé TESORO DEL CAMPO Bolsa 500g,S/ 5.50 un,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,500.0,g,Lenteja Bebé TESORO DEL CAMPO Bolsa,5.5
Bandeja 200g,Champiñones Enteros PACCU Bandeja 200g,S/ 6.50 un,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,200.0,g,Champiñones Enteros PACCU Bandeja,6.5
Paquete 6un,Leche Evaporada Entera GLORIA Lata 390g Paquet...,S/ 22.90 un,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,6.0,un,Leche Evaporada Entera GLORIA Lata  Paquet,22.9
Presentación 1.2 kg aprox.,Pechuga Entera de Pollo Empacada al vacío SAN ...,S/ 14.90 x kg,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,1.2,kg,Pechuga Entera de Pollo Empacada al vacío SAN,14.9
Bolsa 900ml,Leche UHT LAIVE Entera Bolsa 900ml,S/ 3.90 un,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,900.0,ml,Leche UHT LAIVE Entera Bolsa,3.9
Sobre 10g,Canela Entera SIBARITA Sobre 10g,S/ 3.59 un,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,10.0,g,Canela Entera SIBARITA Sobre,3.59
Sobre 8g,Orégano BELL'S Entero Sobre 8Gr,S/ 1.10 un,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,8.0,g,Orégano BELL'S Entero Sobre r,1.1
Bolsa 1Kg,Fresa Entera Congelada EL FRUTERO Bolsa 1Kg,S/ 15.50 un,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,1.0,kg,Fresa Entera Congelada EL FRUTERO Bolsa,15.5
Lata 390g,Leche Reconstituida Entera GLORIA Lata 390g,S/ 4.20 un,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,390.0,g,Leche Reconstituida Entera GLORIA Lata,4.2
Bolsa 500g,Lenteja Bebé VALLENORTE Bolsa 500g,S/ 6.50 un,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,500.0,g,Lenteja Bebé VALLENORTE Bolsa,6.5
Paquete 4un,Leche Entera LAIVE UHT Caja 946ml Paquete 4un,S/ 22.50 un,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,4.0,un,Leche Entera LAIVE UHT Caja  Paquete,22.5
Sobre 12g,Canela Entera BELL'S Sobre 12g,S/ 4.09 un,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,12.0,g,Canela Entera BELL'S Sobre,4.09
Bolsa 900ml,Leche UHT LAIVE Entera Sin Lactosa Bolsa 900ml,S/ 4.60 un,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,900.0,ml,Leche UHT LAIVE Entera Sin Lactosa Bolsa,4.6
10L Rollo 20un,Bolsas de Basura ETERNA Aromas 10L Rollo 20un,S/ 7.30 un,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,10.0,l,Bolsas de Basura ETERNA Aromas  Rollo,7.3
Paquete 1.3Kg,Pollo Entero sin Menudencia Congelado PERDIX 1...,S/ 13.90 un,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,1.3,kg,Pollo Entero sin Menudencia Congelado PERDIX 1,13.9
Lata 410g,Leche Evaporada BELL'S Entera Lata 410g,S/ 3.90 un,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,410.0,g,Leche Evaporada BELL'S Entera Lata,3.9
20L Rollo 40un,Bolsas de Basura ETERNA Aromas 20L Rollo 40un,S/ 11.50 un,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,20.0,l,Bolsas de Basura ETERNA Aromas  Rollo,11.5
Bolsa 500g,Lenteja TESORO DEL CAMPO Bolsa 500g,S/ 5.90 un,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,500.0,g,Lenteja TESORO DEL CAMPO Bolsa,5.9
Bandeja 200g,Champiñon Entero PACCU Crimmini Bandeja 200g,S/ 6.99 un,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,200.0,g,Champiñon Entero PACCU Crimmini Bandeja,6.99
Caja 1L,Leche GLORIA UHT Entera Caja 1L,S/ 6 un,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,1.0,l,Leche GLORIA UHT Entera Caja,6.0
Sobre 15g,Pimienta BELL'S Negra entera Sobre 15Gr,S/ 2.50 un,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,15.0,g,Pimienta BELL'S Negra entera Sobre r,2.5
Presentación 1 kg aprox.,Pescado Bonito Entero PESCANOVA PV,S/ 7.50 x kg,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,1.0,kg,Pescado Bonito Entero PESCANOVA PV,7.5
Bolsa 200g,Lechuga Crespa Entera VERDE PURO Bolsa 200g,S/ 3.69 un,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,200.0,g,Lechuga Crespa Entera VERDE PURO Bolsa,3.69
Paquete 1un,Lechuga Entera VERDE PURO,S/ 7.99 un,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,1.0,un,Lechuga Entera VERDE PURO,7.99
Doypack 1.8L,Detergente Líquido ETERNA Quita + Manchas Doyp...,S/ 19.90 un,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,1.8,l,Detergente Líquido ETERNA Quita + Manchas Doyp,19.9
Frasco 430g,Conserva BELL'S Palmitos Enteros en Salmuera F...,S/ 13.90 un,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,430.0,g,Conserva BELL'S Palmitos Enteros en Salmuera F,13.9
Presentación 2.2 kg aprox.,Pollo Entero ARTISAN Libre de Antibióticos x k...,S/ 16.90 x kg,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,2.2,kg,Pollo Entero ARTISAN Libre de Antibióticos x k,16.9
Presentación 3 kg aprox.,Pescado Bonito Entero Fresco,S/ 7.90 x kg,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,3.0,kg,Pescado Bonito Entero Fresco,7.9
Bandeja 250g,Ajo Entero BELL'S Pelado Bandeja 250g,S/ 14.99 un,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,250.0,g,Ajo Entero BELL'S Pelado Bandeja,14.99
Sobre 9g,Canela Entera KARIÑO Sobre 9g,S/ 4.20 un,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,9.0,g,Canela Entera KARIÑO Sobre,4.2
Paquete 1Kg,Pollo Entero Aderezo Leña REDONDOS Paquete 1Kg,S/ 16.90 un,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,1.0,kg,Pollo Entero Aderezo Leña REDONDOS Paquete,16.9
Balde 400g,Aceituna Negra Entera OLIVALLE Balde 400g,S/ 16 un,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,400.0,g,Aceituna Negra Entera OLIVALLE Balde,16.0
Bolsa 500g,Lenteja VALLENORTE Bolsa 500g,S/ 6.30 un,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,500.0,g,Lenteja VALLENORTE Bolsa,6.3
Bandeja 1un,Tarta de Manzana LA FLORENCIA 1un,S/ 23.90 un,plaza_vea,TORTA (ENTERA),2024-12-06 13:19:04.686290,1.0,un,Tarta de Manzana LA FLORENCIA,23.9
