description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Piña Golden Wong x kg,S/ 5.69 x kg,wong,PIÑA,2024-12-07 17:37:58.183202,1.0,kg,Piña Golden Wong,5.69
Piña Madura Golden x kg,S/ 9.89 x kg,wong,PIÑA,2024-12-07 17:37:58.183202,1.0,kg,Piña Madura Golden,9.89
Piña Orgánica Golden x kg,S/ 12.49 x kg,wong,PIÑA,2024-12-07 17:37:58.183202,1.0,kg,Piña Orgánica Golden,12.49
Piña en Rodajas Golden 700g,S/ 14.99,wong,PIÑA,2024-12-07 17:37:58.183202,700.0,g,Piña en Rodajas Golden,14.99
Piña en Trozos Golden 500g,S/ 13.49,wong,PIÑA,2024-12-07 17:37:58.183202,500.0,g,Piña en Trozos Golden,13.49
Piña en Trozos Golden 350g,S/ 8.99,wong,PIÑA,2024-12-07 17:37:58.183202,350.0,g,Piña en Trozos Golden,8.99
Piña Golden en Trozos Congelada El Frutero 1kg,S/ 13.59,wong,PIÑA,2024-12-07 17:37:58.183202,1.0,kg,Piña Golden en Trozos Congelada El Frutero,13.59
Piña Golden en Trozos Congelados 1kg,S/ 16.99,wong,PIÑA,2024-12-07 17:37:58.183202,1.0,kg,Piña Golden en Trozos Congelados,16.99
Piña para Jugo x kg,S/ 2.75 x kg,wong,PIÑA,2024-12-07 17:37:58.183202,1.0,kg,Piña para Jugo,2.75
Piñas en Rodajas Cuisine & Co 565g,S/ 5.52,wong,PIÑA,2024-12-07 17:37:58.183202,565.0,g,Piñas en Rodajas Cuisine & Co,5.52
Piña en Rodajas Bali Lata 567 g,S/ 9.76,wong,PIÑA,2024-12-07 17:37:58.183202,567.0,g,Piña en Rodajas Bali Lata,9.76
Piña en Rodajas Bali Lata 227 g,S/ 5.67,wong,PIÑA,2024-12-07 17:37:58.183202,227.0,g,Piña en Rodajas Bali Lata,5.67
Piña en Trozos Bali Lata 567 g,S/ 9.76,wong,PIÑA,2024-12-07 17:37:58.183202,567.0,g,Piña en Trozos Bali Lata,9.76
Piña Golden en trozos La Dulcesita Bandeja 400 g,S/ 5.99,wong,PIÑA,2024-12-07 17:37:58.183202,400.0,g,Piña Golden en trozos La Dulcesita Bandeja,5.99
Piña Deshidratada Sufrut 200g,S/ 33.50,wong,PIÑA,2024-12-07 17:37:58.183202,200.0,g,Piña Deshidratada Sufrut,33.5
