description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Naranja de Mesa Importada x kg,S/ 7.99 x kg,wong,NARANJA DE MESA,2024-12-07 17:24:10.251428,1.0,kg,Naranja de Mesa Importada,7.99
Naranja de Mesa La Pecosita Wong x 2Kg,S/ 13.99,wong,NARANJA DE MESA,2024-12-07 17:24:10.251428,2.0,kg,Naranja de Mesa La Pecosita Wong x,13.99
