description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Trigo Mote Tesoro Del Campo Bolsa 500 g,S/ 3.90,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,500.0,g,Trigo Mote Tesoro Del Campo Bolsa,3.9
Trigo Mote Costeño 500g,S/ 4.60,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,500.0,g,Trigo Mote Costeño,4.6
Trigo Atómico Original Forte Golpe Bolsa 125 g,S/ 4.20,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,125.0,g,Trigo Atómico Original Forte Golpe Bolsa,4.2
Trigo Mote Cuisine & Co 500g,S/ 3.90,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,500.0,g,Trigo Mote Cuisine & Co,3.9
Trigo con Miel Vita Plus Bolsa 140 gr,S/ 3.90,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,140.0,g,Trigo con Miel Vita Plus Bolsa r,3.9
Morón Costeño 500g,S/ 5.30,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,500.0,g,Morón Costeño,5.3
Trigo Atómico Dorado Con Maca Golpe Forte Bolsa 125 g,S/ 4.20,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,125.0,g,Trigo Atómico Dorado Con Maca Golpe Forte Bolsa,4.2
Trigo Expandido Azucarado Cuisine & Co Acaramelado 120g,S/ 3.50,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,120.0,g,Trigo Expandido Azucarado Cuisine & Co Acaramelado,3.5
Trigo Expandido Azucarado Cuisine & Co Clásico 120g,S/ 3.50,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,120.0,g,Trigo Expandido Azucarado Cuisine & Co Clásico,3.5
Tortillas de Trigo Clásicas Rapiditas Bimbo 12 unid,S/ 10.50,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,12.0,un,Tortillas de Trigo Clásicas Rapiditas Bimbo,10.5
Tortillas de Trigo Clásicas Rapiditas Wraps Bimbo Paquete 6 unid,S/ 10.50,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,6.0,un,Tortillas de Trigo Clásicas Rapiditas Wraps Bimbo Paquete,10.5
Tortillas de Trigo Integrales Rapiditas Bimbo Paquete 12 unid,S/ 10.50,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,12.0,un,Tortillas de Trigo Integrales Rapiditas Bimbo Paquete,10.5
Cereal de Trigo Integral Fitness Original 570g,S/ 24.90,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,570.0,g,Cereal de Trigo Integral Fitness Original,24.9
Sixpack Cerveza Cusqueña Trigo Botella 310ml,S/ 22.90,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,310.0,ml,Sixpack Cerveza Cusqueña Trigo Botella,22.9
Cereal de Trigo Integral Fitness Miel y Almendras 330g,S/ 18.90,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,330.0,g,Cereal de Trigo Integral Fitness Miel y Almendras,18.9
"Aros de Maíz, Trigo y Avena Froot Loops Kellogg's 350g",S/ 16.90,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,350.0,g,"Aros de Maíz, Trigo y Avena Froot Loops Kellogg's",16.9
Fourpack Trigo Atómico con Miel Forte Golpe 25g,S/ 3.90,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,25.0,g,Fourpack Trigo Atómico con Miel Forte Golpe,3.9
Tortillas de Trigo Tía Rosa Burrera 465g,S/ 11.00,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,465.0,g,Tortillas de Trigo Tía Rosa Burrera,11.0
Tortillas de Trigo para Wraps El Taco 10un,S/ 11.50,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,10.0,un,Tortillas de Trigo para Wraps El Taco,11.5
Cereal de Trigo Integral Fitness Original 285g,S/ 14.90,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,285.0,g,Cereal de Trigo Integral Fitness Original,14.9
Harina de Trigo Preparada Nicolini 1kg,S/ 6.99,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,1.0,kg,Harina de Trigo Preparada Nicolini,6.99
Sixpack Cerveza Cusqueña Trigo Lata 473ml,S/ 32.50,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,473.0,ml,Sixpack Cerveza Cusqueña Trigo Lata,32.5
Tortillas de Trigo El Taco 10un,S/ 10.50,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,10.0,un,Tortillas de Trigo El Taco,10.5
Tortillas de Trigo Tía Rosa 425g,S/ 11.00,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,425.0,g,Tortillas de Trigo Tía Rosa,11.0
Tripack Sixpack Cerveza Cusqueña Trigo Lata 355ml,S/ 71.70,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,355.0,ml,Tripack Sixpack Cerveza Cusqueña Trigo Lata,71.7
Sixpack Cerveza Cusqueña Trigo Lata 355ml,S/ 25.90,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,355.0,ml,Sixpack Cerveza Cusqueña Trigo Lata,25.9
"Aros de Maíz, Trigo y Avena Froot Loops Kellogg's 200g",S/ 11.90,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,200.0,g,"Aros de Maíz, Trigo y Avena Froot Loops Kellogg's",11.9
Tortillas de Trigo Integral El Taco 10un,S/ 13.90,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,10.0,un,Tortillas de Trigo Integral El Taco,13.9
Tortilla de Trigo Tía Rosa 10un.,S/ 10.00,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,10.0,un,Tortilla de Trigo Tía Rosa .,10.0
Harina de Trigo Integral Doypack 1 kg,S/ 14.20,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,1.0,kg,Harina de Trigo Integral Doypack,14.2
Pasta de Trigo Spaghetti N° 3 Agnesi Bolsa 1 Kg,S/ 23.90,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,1.0,kg,Pasta de Trigo Spaghetti N° 3 Agnesi Bolsa,23.9
Pack x3 Tortillas de Trigo Clásicas Rapiditas Wraps Bimbo Paquete 310g,S/ 31.50,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,310.0,g,Pack x3 Tortillas de Trigo Clásicas Rapiditas Wraps Bimbo Paquete,31.5
Tripack Tortillas de Trigo Rapiditas Clásicas 12un,S/ 31.50,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,12.0,un,Tripack Tortillas de Trigo Rapiditas Clásicas,31.5
Cereal de Trigo Integral Fitness Frutas 330g,S/ 18.90,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,330.0,g,Cereal de Trigo Integral Fitness Frutas,18.9
Cereal Infantil en Polvo Nestum Trigo Quinua y Otros Cereales 350g,S/ 19.90,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,350.0,g,Cereal Infantil en Polvo Nestum Trigo Quinua y Otros Cereales,19.9
Harina de Trigo Integral Doypack 500 g,S/ 7.70,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,500.0,g,Harina de Trigo Integral Doypack,7.7
Salvado De Trigo Crocante Cosecha Paraíso Bolsa 400 g,S/ 12.30,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,400.0,g,Salvado De Trigo Crocante Cosecha Paraíso Bolsa,12.3
Galletas Integrackers Integrackers Salvado de Trigo 30g 9un,S/ 7.50,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,30.0,g,Galletas Integrackers Integrackers Salvado de Trigo,7.5
Pack x3 Tortillas de Trigo Integrales Rapiditas Bimbo Paquete 310g,S/ 31.50,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,310.0,g,Pack x3 Tortillas de Trigo Integrales Rapiditas Bimbo Paquete,31.5
Salvado de Trigo con Harina de Linaza Salvamix Frasco 750 g,S/ 15.40,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,750.0,g,Salvado de Trigo con Harina de Linaza Salvamix Frasco,15.4
Galletas Integrales con Salvado de Trigo Bolsa 250 g,S/ 4.10,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,250.0,g,Galletas Integrales con Salvado de Trigo Bolsa,4.1
Cereales de Trigo con Cacao Chocapic 170g,S/ 10.90,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,170.0,g,Cereales de Trigo con Cacao Chocapic,10.9
Tortillas con Salvado de Trigo Cuisine & Co 12un,S/ 6.90,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,12.0,un,Tortillas con Salvado de Trigo Cuisine & Co,6.9
Cereal Infantil en Polvo Nestum Trigo y Miel 350g,S/ 19.90,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,350.0,g,Cereal Infantil en Polvo Nestum Trigo y Miel,19.9
Salvado de Trigo con Harina de Linaza Grano de Oro Salvamix 250g,S/ 9.60,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,250.0,g,Salvado de Trigo con Harina de Linaza Grano de Oro Salvamix,9.6
Salvado de Trigo Molido 500g,S/ 15.70,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,500.0,g,Salvado de Trigo Molido,15.7
Galletas con Salvado de Trigo Cosecha del Paraíso 100g,S/ 5.80,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,100.0,g,Galletas con Salvado de Trigo Cosecha del Paraíso,5.8
Arroz con Miel + Trigo con Miel Vita Pluss Bolsa 125 g Pack 5 unid,S/ 4.60,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,125.0,g,Arroz con Miel + Trigo con Miel Vita Pluss Bolsa  Pack,4.6
Salvado de Trigo Unión Doypack 200 g,S/ 7.30,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,200.0,g,Salvado de Trigo Unión Doypack,7.3
Tostaditas Cuadradas Don Mamino Salvado de Trigo Caja 85 g,S/ 8.90,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,85.0,g,Tostaditas Cuadradas Don Mamino Salvado de Trigo Caja,8.9
Galletas Salvado de Trigo Fibra Light Bolsa 70 g,S/ 2.99,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,70.0,g,Galletas Salvado de Trigo Fibra Light Bolsa,2.99
Tostaditas Piqueo Don Mamino Arito salvado de Trigo Caja 85 g,S/ 8.90,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,85.0,g,Tostaditas Piqueo Don Mamino Arito salvado de Trigo Caja,8.9
Salvado de Trigo Entero 300g,S/ 13.90,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,300.0,g,Salvado de Trigo Entero,13.9
Germen De Trigo Cosecha Paraíso Bolsa 500 g,S/ 25.30,wong,TRIGO MORÓN,2024-12-07 16:31:27.857134,500.0,g,Germen De Trigo Cosecha Paraíso Bolsa,25.3
