description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Papas Fritas Lay's Clásicas 150g + Piqueo Snax Original 200g,S/ 13.50,wong,PAPA FRITA (BOCADITOS),2024-12-07 18:20:21.308838,150.0,g,Papas Fritas Lay's Clásicas  + Piqueo Snax Original,13.5
Papas Fritas Lay's Clásicas 210g,S/ 9.00,wong,PAPA FRITA (BOCADITOS),2024-12-07 18:20:21.308838,210.0,g,Papas Fritas Lay's Clásicas,9.0
Papas Fritas Lay's Ondas Clásicas 140g,S/ 5.50,wong,PAPA FRITA (BOCADITOS),2024-12-07 18:20:21.308838,140.0,g,Papas Fritas Lay's Ondas Clásicas,5.5
Papas Fritas Lay's Naturales 36g,S/ 2.70,wong,PAPA FRITA (BOCADITOS),2024-12-07 18:20:21.308838,36.0,g,Papas Fritas Lay's Naturales,2.7
Papas Fritas Lays Artesanas Sal Marina 34g,S/ 2.90,wong,PAPA FRITA (BOCADITOS),2024-12-07 18:20:21.308838,34.0,g,Papas Fritas Lays Artesanas Sal Marina,2.9
Papas Fritas Lay's Clásicas 150g + Doritos Queso Atrevido 190g,S/ 13.50,wong,PAPA FRITA (BOCADITOS),2024-12-07 18:20:21.308838,150.0,g,Papas Fritas Lay's Clásicas  + Doritos Queso Atrevido,13.5
Papas Fritas Lay's Naturales 34g,S/ 2.70,wong,PAPA FRITA (BOCADITOS),2024-12-07 18:20:21.308838,34.0,g,Papas Fritas Lay's Naturales,2.7
Papas Fritas Lay's Ondas Sabor a Mayonesa 140g,S/ 5.50,wong,PAPA FRITA (BOCADITOS),2024-12-07 18:20:21.308838,140.0,g,Papas Fritas Lay's Ondas Sabor a Mayonesa,5.5
Papas al Hilo Lay's 155g,S/ 5.50,wong,PAPA FRITA (BOCADITOS),2024-12-07 18:20:21.308838,155.0,g,Papas al Hilo Lay's,5.5
Papas Lays Clásicas 150g,S/ 5.50,wong,PAPA FRITA (BOCADITOS),2024-12-07 18:20:21.308838,150.0,g,Papas Lays Clásicas,5.5
Papas Artesanas Lay's Sal Marina 135g,S/ 6.50,wong,PAPA FRITA (BOCADITOS),2024-12-07 18:20:21.308838,135.0,g,Papas Artesanas Lay's Sal Marina,6.5
Papas en Hojuelas Lay's Ondas Picante 140g,S/ 5.50,wong,PAPA FRITA (BOCADITOS),2024-12-07 18:20:21.308838,140.0,g,Papas en Hojuelas Lay's Ondas Picante,5.5
Papas Artesanas Lay's Alita BBQ 130g,S/ 6.50,wong,PAPA FRITA (BOCADITOS),2024-12-07 18:20:21.308838,130.0,g,Papas Artesanas Lay's Alita BBQ,6.5
Papas Lays Ondas Picante 105g,S/ 7.20,wong,PAPA FRITA (BOCADITOS),2024-12-07 18:20:21.308838,105.0,g,Papas Lays Ondas Picante,7.2
Papas Lay's Ondas Clásicas 140g + Papas Lay's Ondas Picante 140g,S/ 10.35,wong,PAPA FRITA (BOCADITOS),2024-12-07 18:20:21.308838,140.0,g,Papas Lay's Ondas Clásicas  + Papas Lay's Ondas Picante,10.35
Papas Lays Clásicas 150g + De Todito Mix 165g,S/ 13.90,wong,PAPA FRITA (BOCADITOS),2024-12-07 18:20:21.308838,150.0,g,Papas Lays Clásicas  + De Todito Mix,13.9
Papas Fritas Nativas Tiyapuy 142g,S/ 7.60,wong,PAPA FRITA (BOCADITOS),2024-12-07 18:20:21.308838,142.0,g,Papas Fritas Nativas Tiyapuy,7.6
Papas Fritas Amarillas Tiyapuy Bolsa 160 g,S/ 7.60,wong,PAPA FRITA (BOCADITOS),2024-12-07 18:20:21.308838,160.0,g,Papas Fritas Amarillas Tiyapuy Bolsa,7.6
Papas Fritas 400g aprox,S/ 11.99,wong,PAPA FRITA (BOCADITOS),2024-12-07 18:20:21.308838,400.0,g,Papas Fritas  aprox,11.99
Papa Tumbay en Gajos Pre Frita Congelada Cali Frut 1kg,S/ 18.10,wong,PAPA FRITA (BOCADITOS),2024-12-07 18:20:21.308838,1.0,kg,Papa Tumbay en Gajos Pre Frita Congelada Cali Frut,18.1
Papas Fritas Onduladas Saladas Cuisine & Co Bolsa 150 gr,S/ 6.50,wong,PAPA FRITA (BOCADITOS),2024-12-07 18:20:21.308838,150.0,g,Papas Fritas Onduladas Saladas Cuisine & Co Bolsa r,6.5
Papas Fritas Tradicionales Cuisine & Co Bolsa 180 gr,S/ 7.90,wong,PAPA FRITA (BOCADITOS),2024-12-07 18:20:21.308838,180.0,g,Papas Fritas Tradicionales Cuisine & Co Bolsa r,7.9
