description,brand,price,website,search_term,scrape_timestamp
Leche Evaporada Entera GLORIA Lata 390g Paquete 6un,GLORIA,S/ 24.60,vivanda,LECHE EVAPORADA,2024-12-03 23:50:42.530527
Leche Evaporada BELL'S Entera Lata 410g,BELL'S,S/ 4.20,vivanda,LECHE EVAPORADA,2024-12-03 23:50:42.530527
Leche Evaporada BELL'S Light Lata 410g,BELL'S,S/ 4.20,vivanda,LECHE EVAPORADA,2024-12-03 23:50:42.530527
