description,brand,price,website,search_term,scrape_timestamp
Sandía Amarilla x kg,VIVANDA,S/ 3.80,vivanda,SANDÍA,2024-12-04 00:43:02.590552
Crema de Tratamiento FRUCTIS Hair Food de Sandía 300ml,FRUCTIS,S/ 25.70,vivanda,SANDÍA,2024-12-04 00:43:02.590552
Olla Arrocera Multiusos OSTER 1.8L CKSTRC8029M Sandía,OSTER,S/ 209.00,vivanda,SANDÍA,2024-12-04 00:43:02.590552
Goma de Mascar TRIDENT Sabor a Sandía Caja 12un,TRIDENT,S/ 32.90,vivanda,SANDÍA,2024-12-04 00:43:02.590552
Acondicionador FRUCTIS Hair Food de Sandía Frasco 300ml,FRUCTIS,S/ 24.90,vivanda,SANDÍA,2024-12-04 00:43:02.590552
Chicle TRIDENT Sin Azúcar sabor Sandía Envase 18un,TRIDENT,S/ 3.70,vivanda,SANDÍA,2024-12-04 00:43:02.590552
Limpiador Facial 2 en 1 Hidrantante POND'S Extracto de Sandía Frasco 200ml,POND'S,S/ 29.90,vivanda,SANDÍA,2024-12-04 00:43:02.590552
Gel Hidratante POND'S Sandía Pote 110g,POND'S,S/ 29.90,vivanda,SANDÍA,2024-12-04 00:43:02.590552
Mascarilla POND'S Fruity Fresh Sandía Sobre 26g,POND'S,S/ 12.90,vivanda,SANDÍA,2024-12-04 00:43:02.590552
Shampoo FRUCTIS Hair Food de Sandía Frasco 300ml,FRUCTIS,S/ 24.90,vivanda,SANDÍA,2024-12-04 00:43:02.590552
Hervidor Eléctrico OSTER 1.7L BVSTKT4177M-053 Sandía,OSTER,S/ 99.00,vivanda,SANDÍA,2024-12-04 00:43:02.590552
Licuadora OSTER 1.5L BLSTKAGMPB053 Sandía,OSTER,S/ 249.00,vivanda,SANDÍA,2024-12-04 00:43:02.590552
Sandia,VIVANDA,S/ 1.30,vivanda,SANDÍA,2024-12-04 00:43:02.590552
Goma de Mascar HUBBA BUBBA Max Fresa Sandia Bolsa 40g,HUBBA BUBBA,S/ 5.50,vivanda,SANDÍA,2024-12-04 00:43:02.590552
Sandia Picada BELL'S FRESCOS Bandeja 300g,BELL'S FRESCOS,S/ 5.69,vivanda,SANDÍA,2024-12-04 00:43:02.590552
Sandwichera OSTER CKSTSM2885M Sandia,OSTER,S/ 119.00,vivanda,SANDÍA,2024-12-04 00:43:02.590552
Bebida FRU + Mango Sandia Botella 400ml,FRU +,S/ 5.70,vivanda,SANDÍA,2024-12-04 00:43:02.590552
