description,brand,price,website,search_term,scrape_timestamp
Tostadas BIMBO Integrales Paquete 10un,BIMBO,S/ 9.40,vivanda,TOSTADAS (MOLDE),2024-12-03 23:19:43.427418
Tostadas Integrales UNIÓN Paquete 10un,UNIÓN,S/ 8.20,vivanda,TOSTADAS (MOLDE),2024-12-03 23:19:43.427418
Tostadas Integrales LA FLORENCIA Bolsa 230g,LA FLORENCIA,S/ 7.70,vivanda,TOSTADAS (MOLDE),2024-12-03 23:19:43.427418
Tostadas BIMBO Clásicas Paquete 10un,BIMBO,S/ 9.40,vivanda,TOSTADAS (MOLDE),2024-12-03 23:19:43.427418
Tostadas Blancas UNIÓN Clásicas Paquete 10un,UNIÓN,S/ 8.20,vivanda,TOSTADAS (MOLDE),2024-12-03 23:19:43.427418
Tostada Clasica BAUDUCCO Paquete de 142g,BAUDUCCO,S/ 8.70,vivanda,TOSTADAS (MOLDE),2024-12-03 23:19:43.427418
Tostadas NATCRACKERS Datiles y Almendras Caja 160g,NATCRACKERS,S/ 22.39,vivanda,TOSTADAS (MOLDE),2024-12-03 23:19:43.427418
Tostada TOSTAGRILL Paquete 225g,TOSTAGRILL,S/ 5.70,vivanda,TOSTADAS (MOLDE),2024-12-03 23:19:43.427418
Tostadas sin Gluten NOGLUT Paquete 100g,NOGLUT,S/ 16.00,vivanda,TOSTADAS (MOLDE),2024-12-03 23:19:43.427418
Tostadas NATCRACKERS Cranberry y Nuez Caja 160g,NATCRACKERS,S/ 25.10,vivanda,TOSTADAS (MOLDE),2024-12-03 23:19:43.427418
Tostadas Clásicas LA FLORENCIA Bolsa 200g,LA FLORENCIA,S/ 7.90,vivanda,TOSTADAS (MOLDE),2024-12-03 23:19:43.427418
Tostada Integral TOSTAGRILL Paquete 225g,TOSTAGRILL,S/ 5.70,vivanda,TOSTADAS (MOLDE),2024-12-03 23:19:43.427418
Tostadas BELL'S Clásicas Paquete 10un,BELL'S,S/ 6.20,vivanda,TOSTADAS (MOLDE),2024-12-03 23:19:43.427418
Molde Silicona para Muffins VIVA HOME,VIVA HOME,S/ 9.90,vivanda,TOSTADAS (MOLDE),2024-12-03 23:19:43.427418
Molde Rectangular para Tortas ARCUISINE 28cm,ARCUISINE,S/ 22.90,vivanda,TOSTADAS (MOLDE),2024-12-03 23:19:43.427418
Molde para Keke REYNA N°26,REYNA,S/ 26.90,vivanda,TOSTADAS (MOLDE),2024-12-03 23:19:43.427418
Molde Chapa AMOSA 30cm,AMOSA,S/ 47.90,vivanda,TOSTADAS (MOLDE),2024-12-03 23:19:43.427418
Molde Pie VIVA HOME 28cm,VIVA HOME,S/ 9.90,vivanda,TOSTADAS (MOLDE),2024-12-03 23:19:43.427418
Molde para Keke REYNA N°18,REYNA,S/ 16.90,vivanda,TOSTADAS (MOLDE),2024-12-03 23:19:43.427418
