description,brand,price,website,search_term,scrape_timestamp
Helado Bombones D'ONOFRIO Pote 18 un,D'ONOFRIO,S/ 13.90,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado D'ONOFRIO Peziduri Chocolate Cremoso Pote 900ml,D'ONOFRIO,S/ 11.90,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helados D'ONOFRIO Mini Sandiwch Caja 10un,D'ONOFRIO,S/ 20.30,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado SIVERIO MARIA Ciock Menta 1L,SIVIERO MARIA,S/ 19.90,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado D'ONOFRIO FRÍO RICO Multipack Vainilla Caja 4un,D'ONOFRIO,S/ 20.30,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado MY MOCHI Double Chocolate Caja 280g,MY MOCHIS,S/ 19.90,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado BELL'S Trisabor Pote 511g,BELL'S,S/ 7.90,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado MY MOCHI Vanilla Bean Caja 280g,MY MOCHIS,S/ 19.90,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado SIVIERO MARIA de Pistacchio Pote 500g,SIVIERO MARIA,S/ 19.90,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado SIVIERO MARIA Affogato al Cioccolato Pote 500g,SIVIERO MARIA,S/ 19.90,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado HÄAGEN DAZS Chocolate Belga Pote 100ml,HÄAGEN DAZS,S/ 12.50,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado SIVIERO MARIA Caramello Salato Pote 1L,SIVIERO MARIA,S/ 19.90,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado D'ONOFRIO Peziduri Tricolor Cremoso Pote 900ml,D'ONOFRIO,S/ 11.90,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado Multipack KITKAT Caja 5un,D'ONOFRIO,S/ 25.10,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado D'ONOFRIO con Trozos de Maní SUBLIME Pote 900ml,D'ONOFRIO,S/ 19.90,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado D'ONOFRIO Peziduri Chocochips Cremoso Pote 900ml,D'ONOFRIO,S/ 11.90,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado SIVIERO MARIA Croccantino al Cioc Pote 500g,SIVIERO MARIA,S/ 19.90,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado SIVIERO MARIA Cioccolatissimo 1L,SIVIERO MARIA,S/ 19.90,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado MY MOCHI Dulce de Leche Caja 280g,MY MOCHIS,S/ 19.90,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado MY MOCHI Cookies & Cream Caja 280g,MY MOCHIS,S/ 19.90,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado D'ONOFRIO Peziduri Vainilla Cremoso Pote 900ml,D'ONOFRIO,S/ 11.90,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado FRIO RICO Maracuyá Pote 900ml,FRIO RICO,S/ 24.90,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado de Vainilla ZUBZERO Pote 500ml,ZUBZERO,S/ 16.00,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado de Chocolate ZUBZERO Pote 500ml,ZUBZERO,S/ 16.00,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado D'ONOFRIO Frio Rico Crocante Fresa Pote 900ml,D'ONOFRIO,S/ 24.90,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado D'ONOFRIO con Trozos de Galleta SANDWICH Pote 900ml,D'ONOFRIO,S/ 19.90,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado de Vainilla HÄAGEN DAZS Pote 100ml,HÄAGEN DAZS,S/ 11.49,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado FREDDO Chocolate Doble Tentación Vaso 375g,FREDDO,S/ 5.90,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado HÄAGEN-DAZS de Vainilla Pote 473ml,HÄAGEN DAZS,S/ 29.90,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado D'ONOFRIO Sublime Caja 80ml,D'ONOFRIO,S/ 3.20,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado de Fresa ZUBZERO Pote 500ml,ZUBZERO,S/ 16.00,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado HÄAGEN DAZS de Vainilla Caramelo y Brownie Pote 473ml,HÄAGEN DAZS,S/ 29.90,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado D'ONOFRIO Frio Rico Crocante Caramelo y Sal de Maras Pote 900ml,D'ONOFRIO,S/ 24.90,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
D'Onofrio Helado ALASKA Maracumango Pote 900ml,D'ONOFRIO,S/ 17.90,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado NESTLE Kit Kat Triple Layers Pote x 900ml,D'ONOFRIO,S/ 24.90,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado Macaron Fresa y Frambuesa Pote 420ml,HÄAGEN DAZS,S/ 29.90,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado D'ONOFRIO con Chocolate y Trozos de Galleta MOROCHAS Pote 900ml,D'ONOFRIO,S/ 19.90,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado Vialetto Deleite de Lúcuma D'ONOFRIO Caja 1.5L,D'ONOFRIO,S/ 22.90,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado HÄAGEN DAZS Mini Vanilla Caramel Brownie Pote 100ml,HÄAGEN DAZS,S/ 12.50,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado D'ONOFRIO Peziduri Lúcuma Cremoso Pote 900ml,D'ONOFRIO,S/ 11.90,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado Tornado de Chocolate y Vainilla D'ONOFRIO Caja 1.5L,D'ONOFRIO,S/ 34.50,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado HÄAGEN DAZS de Fresa Pote 473ml,HÄAGEN DAZS,S/ 29.90,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado HÄAGEN DAZS Dulce de Leche Pote 473Ml,HÄAGEN DAZS,S/ 29.90,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado D'ONOFRIO Frio Rico Crocante Café Pote 900ml,D'ONOFRIO,S/ 24.90,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado Tabletas de Crema Americana FREDDO Caja 6un,FREDDO,S/ 15.90,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado Tabletas de Dulce de Leche FREDDO Caja 6un,FREDDO,S/ 15.90,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado Tabletas de Chocolate Tentación FREDDO Caja 6un,FREDDO,S/ 15.90,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado HÄAGEN DAZS Dulce de Leche Pote 100ml,HÄAGEN DAZS,S/ 12.50,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado HÄAGEN-DAZS de Chocolate Belga Pote 473ml,HÄAGEN DAZS,S/ 29.90,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado HÄAGEN-DAZS de Café Pote 473ml,HÄAGEN DAZS,S/ 29.90,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado D'ONOFRIO PEZIDURI Choco Brownie Pote x 920ml,D'ONOFRIO,S/ 19.90,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado BELL'S Lúcuma Chips Pote 516g,BELL'S,S/ 7.90,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
Helado HÄAGEN DAZS Fresa Pote 100ml,HÄAGEN DAZS,S/ 12.50,vivanda,HELADO FAMILIAR,2024-12-04 01:33:22.352095
