description,brand,price,website,search_term,scrape_timestamp
Queso Edam LAIVE Sin Lactosa Paquete 180g,LAIVE,S/ 11.90,vivanda,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 02:04:01.536914
Queso Gouda BRAEDT Paquete 180g,BRAEDT,S/ 11.50,vivanda,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 02:04:01.536914
Queso Fresco GLORIA Paquete 250g,GLORIA,S/ 11.52,vivanda,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 02:04:01.536914
Queso Fresco BONLÉ x kg,BONLÉ,S/ 14.16,vivanda,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 02:04:01.536914
Queso Edam BRAEDT Paquete 180g,BRAEDT,S/ 11.50,vivanda,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 02:04:01.536914
Queso Fresco sin Lactosa LAIVE,LAIVE,S/ 11.88,vivanda,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 02:04:01.536914
Queso Mozzarella en Bola BONLÉ Paquete 250g,BONLÉ,S/ 12.20,vivanda,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 02:04:01.536914
Queso Edam BRAEDT Paquete 440g,BRAEDT,S/ 24.50,vivanda,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 02:04:01.536914
Queso Cottage PLUSA Paquete 225g,PLUSA,S/ 11.50,vivanda,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 02:04:01.536914
Queso Fresco Pasteurizado Light BELL'S Paquete 300g,BELL'S FRESCOS,S/ 10.50,vivanda,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 02:04:01.536914
Maíz Morado Deshidratado GUVA Bolsa 1kg,GUVA,S/ 15.99,vivanda,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 02:04:01.536914
Maíz Pop Corn BELL'S Bolsa 500g,BELL'S,S/ 4.30,vivanda,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 02:04:01.536914
Queso sin Lactosa TRES OSCOS Paquete 200g,TRES OSCOS,S/ 16.90,vivanda,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 02:04:01.536914
Queso Mozzarella Light LAIVE Sbelt Paquete 250g,LAIVE,S/ 13.90,vivanda,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 02:04:01.536914
Queso Fresco SBELT,LAIVE,S/ 11.79,vivanda,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 02:04:01.536914
Queso Parmesano Rallado LAIVE Paquete 35g,LAIVE,S/ 4.59,vivanda,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 02:04:01.536914
Maíz Morado,VIVANDA,S/ 7.99,vivanda,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 02:04:01.536914
