description,brand,price,website,search_term,scrape_timestamp
Uva Verde sin Pepa x Kg,VIVANDA,S/ 15.90,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Uva Red Globe,VIVANDA,S/ 12.90,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Vino PATA NEGRA Reserva Tempranillo Botella 750ml,PATA NEGRA,S/ 61.50,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Bolsa para Basura VIRUTEX Negra 35L Planas,VIRUTEX,S/ 7.90,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Bolsa para Basura VIRUTEX Negra 50L Planas,VIRUTEX,S/ 10.00,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Bolsa para Basura VIRUTEX Negra 75L Planas,VIRUTEX,S/ 14.90,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Aceituna Negra Deshuesada OLIVALLE Balde 350g,OLIVALLE,S/ 18.20,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Aceituna Negra con Pepa BELL'S Táper 280g,BELL'S FRESCOS,S/ 11.50,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Aceituna Negra sin Pepa EL OLIVAR Bolsa 240g,EL OLIVAR,S/ 9.50,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Pimienta BADIA Negra molida Frasco 56.7Gr,BADIA,S/ 9.90,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Aceituna Negra Entera OLIVALLE Balde 400g,OLIVALLE,S/ 16.00,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Pimienta Negra Molida BELL'S Sobre 15g,BELL'S,S/ 2.50,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Pimienta KARIÑO Negra molida Frasco 40Gr,KARINO,S/ 6.99,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Aceituna Negra sin Pepa BELL'S Táper 260g,BELL'S FRESCOS,S/ 11.90,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Cerveza CUSQUEÑA Negra Botella 310ml Paquete 6un,CUSQUEÑA,S/ 23.90,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Bolsa para Basura VIRUTEX Negra 140L Planas,VIRUTEX,S/ 16.90,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Bolsa para Basura VIRUTEX Negra 220L Planas,VIRUTEX,S/ 11.50,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Pimienta Negra Molida 4 ESTACIONES Frasco 35g,4ESTACIONES,S/ 4.99,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Aceitunas Negras EL OLIVAR con Pepa Bolsa 240g,EL OLIVAR,S/ 8.50,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Aceituna Negra HUERTO MEJÍA Paquete 250g,HUERTO MEJÍA,S/ 12.50,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Torta Selva Negra Mediana LA FLORENCIA 1un,LA FLORENCIA,S/ 60.90,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Chía Negra en Granos Orgánico ECOANDINO Doypack 250g,ECOANDINO,S/ 15.60,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Pimienta Negra BADIA en Polvo Frasco 198.4g,BADIA,S/ 29.90,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Pimienta BELL'S Negra Entera Sobre 15g,BELL'S,S/ 2.50,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Cera líquida autobrillante TEKNO Negra Doypack 330Ml,TEKNO,S/ 9.90,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Acondicionador SUMAQ Quinua Negra Frasco 500ml,SUMAQ,S/ 38.90,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Cerveza Negra CUSQUEÑA Lata 355ml Paquete 6un,CUSQUEÑA,S/ 28.90,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Aceituna Negra Deshuesada OLIVALLE Balde 700g,OLIVALLE,S/ 30.50,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Pimienta KARIÑO Negra molida Sobre 18Gr,KARINO,S/ 5.10,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Gelatina UNIVERSAL Sabor a Uva Bolsa 130g,UNIVERSAL,S/ 3.80,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Shampoo SUMAQ Quinua Negra Frasco 500ml,SUMAQ,S/ 38.90,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Bebida Rehidratante GATORADE Gatorlyte Uva 591ml,GATORADE,S/ 5.00,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Polvo Instantáneo de Tarwi TAURI con Maca Negra Doypack 250g,TAURI,S/ 21.90,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Pimienta Negra MARAS GOURMET Bolsa 30g,MARAS GOURMET,S/ 5.40,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Pimienta Negra Molida MARAS GOURMET Frasco 60g,MARAS GOURMET,S/ 14.90,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Gelatina UMSHA de Uva Bolsa 120g,UMSHA,S/ 3.50,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Bebida con Aloe Vera SAPPE Uva Botella 300ml,SAPPE,S/ 6.60,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Jugo de Fruta L'ONDA Cranberry Uva Botella 1.89L,L'ONDA,S/ 18.70,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Pisco PORTON Negra Criolla Botella 750ml,PORTON,S/ 89.90,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Crema Tratamiento para Cabello Tinturado SUMAQ Quinua Negra Tubo 250g,SUMAQ,S/ 36.90,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Pisco BIONDI Puro Negra Mollar Botella 500ml,BIONDI,S/ 63.90,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Pimienta 4 ESTACIONES Negra molida Sobre 60Gr,4ESTACIONES,S/ 7.50,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Aceituna Negra Entera OLIVALLE Balde 750g,OLIVALLE,S/ 29.00,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Bebida Rehidratante SPORADE Sabor a Uva Botella 500ml,SPORADE,S/ 2.40,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Pimienta KARIÑO Negra entera Sobre 17Gr,KARINO,S/ 3.70,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Rehidratante FLASHLYTE Sabor a Uva Botella 625ml,FLASHLYTE,S/ 6.00,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Pimienta 4 ESTACIONES Negra molida Sobre 15Gr,4ESTACIONES,S/ 4.70,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Tinta EPSON T664120 Negra,EPSON,S/ 39.90,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Bebida Natural BIO Arándano con Uva y Manzana Botella 300ml,BIO,S/ 3.60,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Pimienta Negra BELL'S Paquete 6un,BELL'S,S/ 3.90,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Bebida de Uva MOGU MOGU Botella 1L,MOGU MOGU,S/ 16.90,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Bebida de Uva MOGU MOGU Botella 320ml,MOGU MOGU,S/ 5.90,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Mix de Uvas Bandeja 800g,PROPIA,S/ 23.90,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Ensal Pina Sand Uva BELL'S FRESCOS Bandeja 300g,BELL'S FRESCOS,S/ 5.99,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Maíz Morado Deshidratado GUVA Bolsa 1kg,GUVA,S/ 15.99,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Garbanzo Precocido GUVA Bandeja 500g,GUVA,S/ 6.99,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
Mix de Emoliente GUVA Bolsa 100g,GUVA,S/ 3.30,vivanda,UVA NEGRA,2024-12-04 00:34:41.478509
