description,brand,price,website,search_term,scrape_timestamp
Apio Atado x un,VIVANDA,S/ 1.89,vivanda,APIO,2024-12-04 00:47:10.491279
Apio VIVA x un,VIVA,S/ 7.59,vivanda,APIO,2024-12-04 00:47:10.491279
Bastones de Apio y Zanahoría BELL'S FRESCOS 250g,BELL'S FRESCOS,S/ 3.99,vivanda,APIO,2024-12-04 00:47:10.491279
Bastones de Apio BELL'S FRESCOS 250g,BELL'S FRESCOS,S/ 3.99,vivanda,APIO,2024-12-04 00:47:10.491279
