description,brand,price,website,search_term,scrape_timestamp
Filete de Merluza Empanizada SEAFROST Caja 500g,SEAFROST,S/ 19.50,vivanda,MERLUZA,2024-12-03 23:45:00.093951
Peskitos de Merluza PESCANOVA Bolsa 300g,PESCANOVA,S/ 19.10,vivanda,MERLUZA,2024-12-03 23:45:00.093951
Palitos de Merluza PESCANOVA Bolsa 300g,PESCANOVA,S/ 15.30,vivanda,MERLUZA,2024-12-03 23:45:00.093951
