description,brand,price,website,search_term,scrape_timestamp
Limón Acido x kg,VIVANDA,S/ 3.99,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Limón Tahití x kg,VIVANDA,S/ 4.20,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Limón Gold,VIVANDA,S/ 5.90,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Limón Tahití Deshidratado GO BARMAN Bolsa 25g,GO BARMAN,S/ 19.90,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Lavavajilla en Pasta BOREAL Limón Pote 800g,BOREAL,S/ 5.50,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Lavavajillas Líquido AYUDÍN Limón Botella 640ml,AYUDIN,S/ 12.90,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Lavavajilla Líquido AYUDÍN Limón Botella 900ml,AYUDIN,S/ 17.50,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Lavavajilla Líquido CIF Limón Frasco 900ml,CIF,S/ 15.10,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Lejía BOREAL Limón Botella 2000g,BOREAL,S/ 4.20,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Lavavajillas Líquido AYUDÍN Limón Botella 1.2L,AYUDIN,S/ 22.50,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Detergente en Polvo ACE Limón Bolsa 4Kg,ACE,S/ 54.90,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Detergente en Polvo ACE Limón Bolsa 2Kg,ACE,S/ 29.90,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Desinfectante PINE SOL Limón Botella 1.8L,PINE SOL,S/ 20.50,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Pulidor de Cocina SAPOLIO Limón Frasco 450g,SAPOLIO,S/ 7.30,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Lavavajilla líquido BOREAL Limón fresh Doypack 500Ml,BOREAL,S/ 3.90,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Agua sin Gas SAN LUIS Sabor Limón Botella 625ml,SAN LUIS,S/ 2.20,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Limpiador de Inodoro FROSCH Limón Botella 750 ml,FROSCH,S/ 19.90,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Lavavajillas Líquido AYUDIN Lima Limón 640ml,AYUDIN,S/ 12.90,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Gaseosa SPRITE Lima Limón Botella 3L,SPRITE,S/ 7.50,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Detergente en Polvo ACE Aroma Limón Bolsa 750g,ACE,S/ 12.90,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Jabón Aroma Limón BOLÍVAR Cuidado Total Paquete 380g,BOLÍVAR,S/ 5.70,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Limpiador en Crema CIF Bioactive Limón Botella 750g,CIF,S/ 13.20,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Lavavajillas Líquido FROSCH Limón Botella 750ml,FROSCH,S/ 13.90,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Lavavajilla Líquido AYUDIN Limón y Sábila Botella 280 ml,AYUDIN,S/ 5.60,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Té Verde de Menta y Limón SAINT GOTTARD Matcha Caja 20un,SAINT GOTTARD,S/ 9.80,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Caramelos ARCOR Limón Bolsa 100Un,ARCOR,S/ 9.90,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Desinfectante PINE SOL Limón Botella 900ml,PINE SOL,S/ 10.70,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Limpiatodo BOREAL Limón Botella 1.8L,BOREAL,S/ 5.50,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Goma de Mascar sin Azúcar TRIDENT Fresa y Limón 10un x17g,TRIDENT,S/ 24.90,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Lavavajilla Líquido AYUDIN Limón y Sábila 280ml,AYUDIN,S/ 5.90,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Caramelos Masticables MENTOS Limón Paquete 29.04g,MENTOS,S/ 2.00,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Exprimidor de Limón FACUSA,FACUSA,S/ 29.90,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Jabón Aroma Limón BOLÍVAR Cuidado Total Paquete 190g,BOLÍVAR,S/ 3.20,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Gelatina UMSHA Sabor a Limón Bolsa 120g,UMSHA,S/ 3.70,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Bebida Instantánea en Polvo CLIGHT Limón con Splenda Sobre 7g,CLIGHT,S/ 2.30,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Galleta VICTORIA Casino sabor Pie de Limón Paquete 6un,VICTORIA CASINO,S/ 4.50,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Toallitas Húmedas PET CARE Mascotas Limón Paquete 50un,PET CARE,S/ 9.60,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Chilcano de Limón PORTÓN Botella 355ml,PORTON,S/ 8.00,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Gelatina UNIVERSAL Sabor a Limón Bolsa 130g,UNIVERSAL,S/ 3.80,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Limpiador FROSCH Baño y Ducha Aroma Limón Botella 500ml,FROSCH,S/ 24.50,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Gomas Dulces AMBROSOLI FRUGELÉ Sabor Limón Naranja Piña Bolsa 430g,AMBROSOLI,S/ 14.50,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Infusión Té Verde con Limón BELL'S Caja 20un,BELL'S,S/ 8.59,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Té TWININGS Limón Jengibre Caja 10un,TWININGS,S/ 19.30,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Infusión Té Verde WAWASANA Limón Caja 50un,WAWASANA,S/ 16.90,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Infusiones WAWASANA Té verde limón Caja 20Un,WAWASANA,S/ 9.60,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Caramelos de Limón BELL'S Bolsa 250g,BELL'S,S/ 4.50,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Pisco Sour TABERNERO Limón Botella 700ml,TABERNERO,S/ 19.90,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Lavavajilla líquido CIF Limón Frasco 750Ml,CIF,S/ 13.10,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Lavavajilla Líquido Desengrasante LA OCA Limón Botella 1L,LA OCA,S/ 19.40,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Exprimidor de Limón VIVA HOME Metálico,VIVA HOME,S/ 14.90,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Exprimidor de Limón BASA Surtido,BASA,S/ 7.50,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Papas Nativas TIYAPUY Mixtas Sabor a Limón y Pimienta Bolsa 142g,TIYAPUY,S/ 9.90,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Gaseosa SEVEN UP Sabor Lima Limón Botella 355ml,SEVEN UP,S/ 1.00,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Té Líquido LEAF TEA Sabor Limón Botella 400ml,LEAF TEA,S/ 1.70,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Quita Esmalte BOREAL Limón Frasco 175ml,BOREAL,S/ 7.90,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Quita Esmalte BOREAL Limón Botella 70ml,BOREAL,S/ 3.90,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Gaseosa SEVEN UP Lima Limón Botella 500ml,SEVEN UP,S/ 2.20,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Té Verde FREE TEA Light Sabor Limón Botella 450ml,FREE,S/ 2.60,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Exprimidor de Limón VIVA HOME Plástico,VIVA HOME,S/ 5.90,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Desinfectante para Pisos LYSOL Limón Doypack 800ml,LYSOL,S/ 8.40,vivanda,LIMÓN,2024-12-04 00:16:18.155029
Desodorante para Refrigerador DR. BECKMANN Absorbe Olores Limón Paquete 40g,DR. BECKMANN,S/ 25.60,vivanda,LIMÓN,2024-12-04 00:16:18.155029
