description,brand,price,website,search_term,scrape_timestamp
Café Tostado y Molido CAFETAL Selecto Bolsa 200g,CAFETAL,S/ 11.70,vivanda,CAFÉ TOSTADO MOLIDO,2024-12-04 02:07:31.513336
Café Tostado y Molido CAFETAL Selecto Doypack 454g,CAFETAL,S/ 24.00,vivanda,CAFÉ TOSTADO MOLIDO,2024-12-04 02:07:31.513336
Café Tostado Molido ALTOMAYO Clásico Bolsa 450g,ALTOMAYO,S/ 24.20,vivanda,CAFÉ TOSTADO MOLIDO,2024-12-04 02:07:31.513336
Café Tostado y Molido CAFETAL Selecto Bolsa 900g,CAFETAL,S/ 45.10,vivanda,CAFÉ TOSTADO MOLIDO,2024-12-04 02:07:31.513336
Café Tostado Molido ALTOMAYO Gourmet Bolsa 450g,ALTOMAYO,S/ 35.80,vivanda,CAFÉ TOSTADO MOLIDO,2024-12-04 02:07:31.513336
Café Tostado y Molido CAFFE Premium Bolsa 500g,CAFFE,S/ 44.50,vivanda,CAFÉ TOSTADO MOLIDO,2024-12-04 02:07:31.513336
Café Tostado y Molido CAFFE Blend Bolsa 500g,CAFFE,S/ 28.50,vivanda,CAFÉ TOSTADO MOLIDO,2024-12-04 02:07:31.513336
Café Tostado Molido ALTOMAYO Gourmet Bolsa 200g,ALTOMAYO,S/ 19.30,vivanda,CAFÉ TOSTADO MOLIDO,2024-12-04 02:07:31.513336
Café Tostado Molido ALTOMAYO Natural Doypack 200g,ALTOMAYO,S/ 11.30,vivanda,CAFÉ TOSTADO MOLIDO,2024-12-04 02:07:31.513336
Café Molido PUMA Tostado Espresso Bolsa 250g,PUMA,S/ 28.90,vivanda,CAFÉ TOSTADO MOLIDO,2024-12-04 02:07:31.513336
Café Tostado Molido BELL'S Bolsa 220g,BELL'S,S/ 9.90,vivanda,CAFÉ TOSTADO MOLIDO,2024-12-04 02:07:31.513336
Café Tostado Molido BELL'S Bolsa 500g,BELL'S,S/ 19.90,vivanda,CAFÉ TOSTADO MOLIDO,2024-12-04 02:07:31.513336
