description,brand,price,website,search_term,scrape_timestamp
Té Negro FREE TEA Frutos Rojos Botella 500ml,FREE TEA,S/ 2.60,vivanda,TÉ NEGRO FILTRANTE,2024-12-04 02:12:40.510054
Té Negro TWININGS English Breakfast Caja 10un,TWININGS,S/ 19.30,vivanda,TÉ NEGRO FILTRANTE,2024-12-04 02:12:40.510054
Té Negro NATURE'S HEART Chai con Especias Caja 20un,NATURE'S HEART,S/ 11.80,vivanda,TÉ NEGRO FILTRANTE,2024-12-04 02:12:40.510054
Té Negro FREE TEA Durazno Botella 500ml,FREE TEA,S/ 2.60,vivanda,TÉ NEGRO FILTRANTE,2024-12-04 02:12:40.510054
Té Negro LA FIDELIA Rey Eterno Caja 15un,LA FIDELIA,S/ 39.90,vivanda,TÉ NEGRO FILTRANTE,2024-12-04 02:12:40.510054
Té Negro TWININGS Frutos Rojos Caja 10un,TWININGS,S/ 19.30,vivanda,TÉ NEGRO FILTRANTE,2024-12-04 02:12:40.510054
Té Verde MC COLIN'S Caja 25un,MC COLIN'S,S/ 12.80,vivanda,TÉ NEGRO FILTRANTE,2024-12-04 02:12:40.510054
Té Canela y Clavo MC COLIN'S Caja 100un,MC COLIN S,S/ 13.70,vivanda,TÉ NEGRO FILTRANTE,2024-12-04 02:12:40.510054
Té Verde de Menta y Limón SAINT GOTTARD Matcha Caja 20un,SAINT GOTTARD,S/ 9.80,vivanda,TÉ NEGRO FILTRANTE,2024-12-04 02:12:40.510054
Té Puro MC COLIN'S Caja 25un,MC COLIN S,S/ 4.80,vivanda,TÉ NEGRO FILTRANTE,2024-12-04 02:12:40.510054
Té Verde STASH TEA Frambuesa y Granada Caja 18un,STASH,S/ 32.50,vivanda,TÉ NEGRO FILTRANTE,2024-12-04 02:12:40.510054
Té MC COLIN'S Naranja Caja 25un,MC COLIN S,S/ 4.80,vivanda,TÉ NEGRO FILTRANTE,2024-12-04 02:12:40.510054
Té STASH Hibisco de Frambuesa Salvaje Caja 20un,STASH,S/ 32.50,vivanda,TÉ NEGRO FILTRANTE,2024-12-04 02:12:40.510054
Té Verde SUNKA Diet Caja 50un,SUNKA,S/ 18.90,vivanda,TÉ NEGRO FILTRANTE,2024-12-04 02:12:40.510054
Té Canela y Clavo BELL'S Caja 20un,BELL'S,S/ 3.20,vivanda,TÉ NEGRO FILTRANTE,2024-12-04 02:12:40.510054
Té Canela y Clavo BELL'S Caja 100un,BELL'S,S/ 11.50,vivanda,TÉ NEGRO FILTRANTE,2024-12-04 02:12:40.510054
Té Verde LA FIDELIA Divina Amazona Caja 10un,LA FIDELIA,S/ 33.30,vivanda,TÉ NEGRO FILTRANTE,2024-12-04 02:12:40.510054
Té Verde Puro WAWASANA Caja 50g,WAWASANA,S/ 16.90,vivanda,TÉ NEGRO FILTRANTE,2024-12-04 02:12:40.510054
Té Mix 5 Sabores NATURE'S HEART Caja 20un,NATURE'S HEART,S/ 9.90,vivanda,TÉ NEGRO FILTRANTE,2024-12-04 02:12:40.510054
Té TWININGS Limón Jengibre Caja 10un,TWININGS,S/ 19.30,vivanda,TÉ NEGRO FILTRANTE,2024-12-04 02:12:40.510054
Té verde SCHAGREEM a Granel Caja 100g,SCHAGREEN,S/ 13.00,vivanda,TÉ NEGRO FILTRANTE,2024-12-04 02:12:40.510054
Té Canela y Clavo HORNIMAN´S Display 100un,HORNIMAN S,S/ 11.20,vivanda,TÉ NEGRO FILTRANTE,2024-12-04 02:12:40.510054
Té Líquido LEAF TEA Sabor Limón Botella 400ml,LEAF TEA,S/ 1.70,vivanda,TÉ NEGRO FILTRANTE,2024-12-04 02:12:40.510054
