description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Arroz Extra Costeño 5kg,S/ 25.90,metro,ARROZ ENVASADO,2024-12-07 19:29:05.541638,5.0,kg,Arroz Extra Costeño,25.9
Arroz Costeño Añejo Extra 5kg,S/ 25.90,metro,ARROZ ENVASADO,2024-12-07 19:29:05.541638,5.0,kg,Arroz Costeño Añejo Extra,25.9
Arroz Blanco Extra Añejo Faraón Naranja 5kg,S/ 28.30,metro,ARROZ ENVASADO,2024-12-07 19:29:05.541638,5.0,kg,Arroz Blanco Extra Añejo Faraón Naranja,28.3
Arroz Superior Paisana Bolsa 5 kg,S/ 24.20,metro,ARROZ ENVASADO,2024-12-07 19:29:05.541638,5.0,kg,Arroz Superior Paisana Bolsa,24.2
Arroz Extra Metro 5kg,S/ 20.90,metro,ARROZ ENVASADO,2024-12-07 19:29:05.541638,5.0,kg,Arroz Extra Metro,20.9
Arroz Blanco Extra Añejo Faraón Naranja 10kg,S/ 45.90,metro,ARROZ ENVASADO,2024-12-07 19:29:05.541638,10.0,kg,Arroz Blanco Extra Añejo Faraón Naranja,45.9
Arroz Gran Reserva Extra Valle Norte Bolsa 5 Kg,S/ 25.49,metro,ARROZ ENVASADO,2024-12-07 19:29:05.541638,5.0,kg,Arroz Gran Reserva Extra Valle Norte Bolsa,25.49
Arroz Superior Metro Bolsa 5 kg,S/ 19.90,metro,ARROZ ENVASADO,2024-12-07 19:29:05.541638,5.0,kg,Arroz Superior Metro Bolsa,19.9
Arroz Extra Paisana Bolsa 5 kg,S/ 25.60,metro,ARROZ ENVASADO,2024-12-07 19:29:05.541638,5.0,kg,Arroz Extra Paisana Bolsa,25.6
Arroz Extra Añejo Cuisine&Co Bolsa 5 kg,S/ 22.50,metro,ARROZ ENVASADO,2024-12-07 19:29:05.541638,5.0,kg,Arroz Extra Añejo Cuisine&Co Bolsa,22.5
Arroz Extra Gran Chalán 5kg,S/ 25.90,metro,ARROZ ENVASADO,2024-12-07 19:29:05.541638,5.0,kg,Arroz Extra Gran Chalán,25.9
Arroz Extra Costeño 750g,S/ 4.90,metro,ARROZ ENVASADO,2024-12-07 19:29:05.541638,750.0,g,Arroz Extra Costeño,4.9
Arroz Familiar Maxima Bolsa 5 kg,S/ 17.50,metro,ARROZ ENVASADO,2024-12-07 19:29:05.541638,5.0,kg,Arroz Familiar Maxima Bolsa,17.5
Arroz Superior Metro 750g,S/ 3.50,metro,ARROZ ENVASADO,2024-12-07 19:29:05.541638,750.0,g,Arroz Superior Metro,3.5
Arroz Blanco Extra Añejo Faraón Naranja 750g,S/ 4.65,metro,ARROZ ENVASADO,2024-12-07 19:29:05.541638,750.0,g,Arroz Blanco Extra Añejo Faraón Naranja,4.65
Arroz Integral Cuisine & Co 5kg,S/ 21.50,metro,ARROZ ENVASADO,2024-12-07 19:29:05.541638,5.0,kg,Arroz Integral Cuisine & Co,21.5
Arroz Integral Molino Rojo Bolsa 1 Kg,S/ 4.90,metro,ARROZ ENVASADO,2024-12-07 19:29:05.541638,1.0,kg,Arroz Integral Molino Rojo Bolsa,4.9
Arroz Superior Paisana Bolsa 1 kg,S/ 5.50,metro,ARROZ ENVASADO,2024-12-07 19:29:05.541638,1.0,kg,Arroz Superior Paisana Bolsa,5.5
Arroz Gran Reserva Extra Valle Norte Bolsa 750 g,S/ 4.80,metro,ARROZ ENVASADO,2024-12-07 19:29:05.541638,750.0,g,Arroz Gran Reserva Extra Valle Norte Bolsa,4.8
Arroz Extra Añejo Campo Norte 5kg,S/ 25.90,metro,ARROZ ENVASADO,2024-12-07 19:29:05.541638,5.0,kg,Arroz Extra Añejo Campo Norte,25.9
Sazonador Deli Arroz Pack 6 Unid,S/ 1.70,metro,ARROZ ENVASADO,2024-12-07 19:29:05.541638,6.0,un,Sazonador Deli Arroz Pack,1.7
Arroz Superior Valle Norte Primera cosecha Bolsa 5 Kg,S/ 22.50,metro,ARROZ ENVASADO,2024-12-07 19:29:05.541638,5.0,kg,Arroz Superior Valle Norte Primera cosecha Bolsa,22.5
Arroz Superior Costeño 5kg,S/ 25.60,metro,ARROZ ENVASADO,2024-12-07 19:29:05.541638,5.0,kg,Arroz Superior Costeño,25.6
