description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Avena Integral en Hojuelas Grano de Oro 500g,S/ 5.50,metro,AVENA A GRANEL,2024-12-07 19:34:42.325770,500.0,g,Avena Integral en Hojuelas Grano de Oro,5.5
Avena Grano de Oro 500g,S/ 5.40,metro,AVENA A GRANEL,2024-12-07 19:34:42.325770,500.0,g,Avena Grano de Oro,5.4
Avena Integral en Hojuelas Grano de Oro 900g,S/ 17.50,metro,AVENA A GRANEL,2024-12-07 19:34:42.325770,900.0,g,Avena Integral en Hojuelas Grano de Oro,17.5
Café Molido Cafetal Selecto 900g,S/ 41.90,metro,AVENA A GRANEL,2024-12-07 19:34:42.325770,900.0,g,Café Molido Cafetal Selecto,41.9
Café Molido Cafetal Selecto 454g,S/ 20.90,metro,AVENA A GRANEL,2024-12-07 19:34:42.325770,454.0,g,Café Molido Cafetal Selecto,20.9
Café Molido Altomayo Gourmet 450g,S/ 36.90,metro,AVENA A GRANEL,2024-12-07 19:34:42.325770,450.0,g,Café Molido Altomayo Gourmet,36.9
Café Molido Altomayo Clásico 450g,S/ 24.90,metro,AVENA A GRANEL,2024-12-07 19:34:42.325770,450.0,g,Café Molido Altomayo Clásico,24.9
Café Sello Rojo Contenido 425 g,S/ 23.60,metro,AVENA A GRANEL,2024-12-07 19:34:42.325770,425.0,g,Café Sello Rojo Contenido,23.6
Café Molido Cafetal Selecto 200g,S/ 9.90,metro,AVENA A GRANEL,2024-12-07 19:34:42.325770,200.0,g,Café Molido Cafetal Selecto,9.9
Café Molido y Tostado Cuisine & Co 500g,S/ 19.90,metro,AVENA A GRANEL,2024-12-07 19:34:42.325770,500.0,g,Café Molido y Tostado Cuisine & Co,19.9
Café Molido Leyenda Vainilla 250g,S/ 21.50,metro,AVENA A GRANEL,2024-12-07 19:34:42.325770,250.0,g,Café Molido Leyenda Vainilla,21.5
Café Molido Leyenda Mocca 250g,S/ 21.50,metro,AVENA A GRANEL,2024-12-07 19:34:42.325770,250.0,g,Café Molido Leyenda Mocca,21.5
Café Molido Altomayo Clásico 200g,S/ 11.60,metro,AVENA A GRANEL,2024-12-07 19:34:42.325770,200.0,g,Café Molido Altomayo Clásico,11.6
Café Molido y Tostado Cuisine & Co 220g,S/ 12.50,metro,AVENA A GRANEL,2024-12-07 19:34:42.325770,220.0,g,Café Molido y Tostado Cuisine & Co,12.5
Café Sello Rojo Contenido 212 g,S/ 11.90,metro,AVENA A GRANEL,2024-12-07 19:34:42.325770,212.0,g,Café Sello Rojo Contenido,11.9
Café Molido Britt Espresso Bolsa 250 g,S/ 40.40,metro,AVENA A GRANEL,2024-12-07 19:34:42.325770,250.0,g,Café Molido Britt Espresso Bolsa,40.4
Café Molido Britt Cumbre Sagrada 250g,S/ 40.40,metro,AVENA A GRANEL,2024-12-07 19:34:42.325770,250.0,g,Café Molido Britt Cumbre Sagrada,40.4
Café Molido Cafetal Gourmet Espresso 200g,S/ 20.80,metro,AVENA A GRANEL,2024-12-07 19:34:42.325770,200.0,g,Café Molido Cafetal Gourmet Espresso,20.8
