description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Lenteja Bebé Tesoro Del Campo Bolsa 500 g,S/ 5.50,metro,LENTEJA,2024-12-07 20:41:34.287672,500.0,g,Lenteja Bebé Tesoro Del Campo Bolsa,5.5
Lenteja Bebé Cuisine & Co 500g,S/ 4.90,metro,LENTEJA,2024-12-07 20:41:34.287672,500.0,g,Lenteja Bebé Cuisine & Co,4.9
Lenteja Costeño 500g,S/ 5.40,metro,LENTEJA,2024-12-07 20:41:34.287672,500.0,g,Lenteja Costeño,5.4
Quinua Máxima 500g,S/ 7.00,metro,LENTEJA,2024-12-07 20:41:34.287672,500.0,g,Quinua Máxima,7.0
Quinua Cuisine & Co 500g,S/ 9.30,metro,LENTEJA,2024-12-07 20:41:34.287672,500.0,g,Quinua Cuisine & Co,9.3
Lenteja Máxima 500g,S/ 4.90,metro,LENTEJA,2024-12-07 20:41:34.287672,500.0,g,Lenteja Máxima,4.9
Trigo Mote Tesoro Del Campo Bolsa 500 g,S/ 3.70,metro,LENTEJA,2024-12-07 20:41:34.287672,500.0,g,Trigo Mote Tesoro Del Campo Bolsa,3.7
Garbanzos Cuisine & Co 500g,S/ 5.40,metro,LENTEJA,2024-12-07 20:41:34.287672,500.0,g,Garbanzos Cuisine & Co,5.4
Quinua Costeño 500g,S/ 9.80,metro,LENTEJA,2024-12-07 20:41:34.287672,500.0,g,Quinua Costeño,9.8
Pallar Cuisine & Co Bolsa 500 gr,S/ 6.90,metro,LENTEJA,2024-12-07 20:41:34.287672,500.0,g,Pallar Cuisine & Co Bolsa r,6.9
Garbanzo Maixma Bolsa 500 g,S/ 4.99,metro,LENTEJA,2024-12-07 20:41:34.287672,500.0,g,Garbanzo Maixma Bolsa,4.99
Pallar Maxima Bolsa 500 g,S/ 5.90,metro,LENTEJA,2024-12-07 20:41:34.287672,500.0,g,Pallar Maxima Bolsa,5.9
Lenteja Cuisine & Co 500g,S/ 4.90,metro,LENTEJA,2024-12-07 20:41:34.287672,500.0,g,Lenteja Cuisine & Co,4.9
Trigo Mote Tesoro del Campo 350g,S/ 2.90,metro,LENTEJA,2024-12-07 20:41:34.287672,350.0,g,Trigo Mote Tesoro del Campo,2.9
Trigo Mote Costeño 500g,S/ 4.40,metro,LENTEJA,2024-12-07 20:41:34.287672,500.0,g,Trigo Mote Costeño,4.4
Quinua Tesoro Del Campo Bolsa 500 g,S/ 9.85,metro,LENTEJA,2024-12-07 20:41:34.287672,500.0,g,Quinua Tesoro Del Campo Bolsa,9.85
Lentejas Bebé Bolsa 500 g,S/ 6.20,metro,LENTEJA,2024-12-07 20:41:34.287672,500.0,g,Lentejas Bebé Bolsa,6.2
Garbanzo Costeño 500g,S/ 6.60,metro,LENTEJA,2024-12-07 20:41:34.287672,500.0,g,Garbanzo Costeño,6.6
Pallar Costeño 500g,S/ 7.00,metro,LENTEJA,2024-12-07 20:41:34.287672,500.0,g,Pallar Costeño,7.0
Trigo Mote Maxima Bolsa 500 g,S/ 3.70,metro,LENTEJA,2024-12-07 20:41:34.287672,500.0,g,Trigo Mote Maxima Bolsa,3.7
Quinua Perlada Superior Incasur Bolsa 250 gr,S/ 9.10,metro,LENTEJA,2024-12-07 20:41:34.287672,250.0,g,Quinua Perlada Superior Incasur Bolsa r,9.1
Lentejón Máxima 500g,S/ 4.90,metro,LENTEJA,2024-12-07 20:41:34.287672,500.0,g,Lentejón Máxima,4.9
