description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Huevos Gallinas Libres 12un,S/ 15.90,metro,HUEVOS DE GALLINA,2024-12-07 20:12:13.108333,12.0,un,Huevos Gallinas Libres,15.9
Gallina Entera Con Menudencia Importada x Kg,S/ 8.90 x kg,metro,HUEVOS DE GALLINA,2024-12-07 20:12:13.108333,1.0,kg,Gallina Entera Con Menudencia Importada,8.9
