description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Harina Siete Semilla Naturandes Chocolate 200 g,S/ 16.80,metro,HARINA SIETE SEMILLAS O MIXTAS,2024-12-07 19:33:22.011138,200.0,g,Harina Siete Semilla Naturandes Chocolate,16.8
Harina Naturandes Siete Semilla Natural Vainilla 200 g,S/ 16.80,metro,HARINA SIETE SEMILLAS O MIXTAS,2024-12-07 19:33:22.011138,200.0,g,Harina Naturandes Siete Semilla Natural Vainilla,16.8
Harina Preparada Blanca Flor 1kg,S/ 8.50,metro,HARINA SIETE SEMILLAS O MIXTAS,2024-12-07 19:33:22.011138,1.0,kg,Harina Preparada Blanca Flor,8.5
Harina Sin Preparar Favorita 1kg,S/ 5.20,metro,HARINA SIETE SEMILLAS O MIXTAS,2024-12-07 19:33:22.011138,1.0,kg,Harina Sin Preparar Favorita,5.2
Harina de Maiz Blanco Precocida P.A.N Contenido 1 kg,S/ 8.50,metro,HARINA SIETE SEMILLAS O MIXTAS,2024-12-07 19:33:22.011138,1.0,kg,Harina de Maiz Blanco Precocida P.A.N Contenido,8.5
Harina Sin Preparar Blanca Flor 1kg,S/ 7.60,metro,HARINA SIETE SEMILLAS O MIXTAS,2024-12-07 19:33:22.011138,1.0,kg,Harina Sin Preparar Blanca Flor,7.6
Harina de Trigo Preparada Nicolini 1kg,S/ 6.99,metro,HARINA SIETE SEMILLAS O MIXTAS,2024-12-07 19:33:22.011138,1.0,kg,Harina de Trigo Preparada Nicolini,6.99
Harina de Avena sin Gluten Mi Tierra Bolsa 400 g,S/ 10.40,metro,HARINA SIETE SEMILLAS O MIXTAS,2024-12-07 19:33:22.011138,400.0,g,Harina de Avena sin Gluten Mi Tierra Bolsa,10.4
Harina Sin Preparar Nicolini 1kg,S/ 6.10,metro,HARINA SIETE SEMILLAS O MIXTAS,2024-12-07 19:33:22.011138,1.0,kg,Harina Sin Preparar Nicolini,6.1
Semillas de Calabaza Cuisine&Co Pote 200 g,S/ 11.50,metro,HARINA SIETE SEMILLAS O MIXTAS,2024-12-07 19:33:22.011138,200.0,g,Semillas de Calabaza Cuisine&Co Pote,11.5
Harina Preparada Molitalia 1kg,S/ 7.70,metro,HARINA SIETE SEMILLAS O MIXTAS,2024-12-07 19:33:22.011138,1.0,kg,Harina Preparada Molitalia,7.7
Semillas de Girasol Cuisine&Co Pote 200 g,S/ 7.30,metro,HARINA SIETE SEMILLAS O MIXTAS,2024-12-07 19:33:22.011138,200.0,g,Semillas de Girasol Cuisine&Co Pote,7.3
Harina Preparada Cuisine & Co 1kg,S/ 6.90,metro,HARINA SIETE SEMILLAS O MIXTAS,2024-12-07 19:33:22.011138,1.0,kg,Harina Preparada Cuisine & Co,6.9
Harina de Maíz Amarillo P.A.N 1kg,S/ 8.50,metro,HARINA SIETE SEMILLAS O MIXTAS,2024-12-07 19:33:22.011138,1.0,kg,Harina de Maíz Amarillo P.A.N,8.5
Harina Tostada de 7 Semillas Perú Inka 400g,S/ 9.90,metro,HARINA SIETE SEMILLAS O MIXTAS,2024-12-07 19:33:22.011138,400.0,g,Harina Tostada de 7 Semillas Perú Inka,9.9
Harina de Trigo Integral Doypack 1 kg,S/ 13.30,metro,HARINA SIETE SEMILLAS O MIXTAS,2024-12-07 19:33:22.011138,1.0,kg,Harina de Trigo Integral Doypack,13.3
Harina Sin Preparar Molitalia 1kg,S/ 6.40,metro,HARINA SIETE SEMILLAS O MIXTAS,2024-12-07 19:33:22.011138,1.0,kg,Harina Sin Preparar Molitalia,6.4
Semillas de Ajonjolí Toña 18g,S/ 2.20,metro,HARINA SIETE SEMILLAS O MIXTAS,2024-12-07 19:33:22.011138,18.0,g,Semillas de Ajonjolí Toña,2.2
Semillas de Chía Renacer 200 g,S/ 17.20,metro,HARINA SIETE SEMILLAS O MIXTAS,2024-12-07 19:33:22.011138,200.0,g,Semillas de Chía Renacer,17.2
Harina Preparada Grano de Oro Paquete 1 kg,S/ 7.20,metro,HARINA SIETE SEMILLAS O MIXTAS,2024-12-07 19:33:22.011138,1.0,kg,Harina Preparada Grano de Oro Paquete,7.2
Harina 7 Semillas Doypack 200 g,S/ 9.50,metro,HARINA SIETE SEMILLAS O MIXTAS,2024-12-07 19:33:22.011138,200.0,g,Harina 7 Semillas Doypack,9.5
Harina de Avena Integral Marimiel 300 g,S/ 13.90,metro,HARINA SIETE SEMILLAS O MIXTAS,2024-12-07 19:33:22.011138,300.0,g,Harina de Avena Integral Marimiel,13.9
Harina de Arroz Costeño 1 g,S/ 8.90,metro,HARINA SIETE SEMILLAS O MIXTAS,2024-12-07 19:33:22.011138,1.0,g,Harina de Arroz Costeño,8.9
Semillas de Ajonjolí Renacer 200 g,S/ 11.40,metro,HARINA SIETE SEMILLAS O MIXTAS,2024-12-07 19:33:22.011138,200.0,g,Semillas de Ajonjolí Renacer,11.4
Barras Energéticas Siete Dragones Castaña y Moca 5un,S/ 19.90,metro,HARINA SIETE SEMILLAS O MIXTAS,2024-12-07 19:33:22.011138,5.0,un,Barras Energéticas Siete Dragones Castaña y Moca,19.9
Harina de Almendras Marimiel Doypack 200 g,S/ 36.90,metro,HARINA SIETE SEMILLAS O MIXTAS,2024-12-07 19:33:22.011138,200.0,g,Harina de Almendras Marimiel Doypack,36.9
