description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Cereal Corn Flakes Sin Gluten 740g,S/ 20.90,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,740.0,g,Cereal Corn Flakes Sin Gluten,20.9
Cereal Copix con Marshmallows Bolsa 740 g,S/ 19.50,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,740.0,g,Cereal Copix con Marshmallows Bolsa,19.5
Cereal Flakes Angel 1 kg,S/ 16.50,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,1.0,kg,Cereal Flakes Angel,16.5
Cereal de Trigo Integral Fitness Original 570g,S/ 24.90,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,570.0,g,Cereal de Trigo Integral Fitness Original,24.9
Cereal Zuck Bolsa 1 Kg,S/ 19.50,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,1.0,kg,Cereal Zuck Bolsa,19.5
Cereal Copix Chocolate con Marshmallows Bolsa 380 g,S/ 11.90,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,380.0,g,Cereal Copix Chocolate con Marshmallows Bolsa,11.9
Cereal Bar 12un Display Costa Choco,S/ 6.30,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,12.0,un,Cereal Bar  Display Costa Choco,6.3
Cereal Chocapic 540g,S/ 22.90,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,540.0,g,Cereal Chocapic,22.9
Cereal de Maíz Corn Flakes 405g,S/ 13.90,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,405.0,g,Cereal de Maíz Corn Flakes,13.9
Cereal Angel Chock Contenido 840 g,S/ 19.50,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,840.0,g,Cereal Angel Chock Contenido,19.5
Cereal Bar 12un Display Costa Golden,S/ 6.30,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,12.0,un,Cereal Bar  Display Costa Golden,6.3
Cereales Bañados con Chocolate Choco Yogurt 2 Cerritos Caja 350 gr,S/ 20.50,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,350.0,g,Cereales Bañados con Chocolate Choco Yogurt 2 Cerritos Caja r,20.5
Cereal Zuck Bolsa 500 g,S/ 13.50,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,500.0,g,Cereal Zuck Bolsa,13.5
Cereal Cuisine & Co Fruty Color Sin Gluten 350g,S/ 15.70,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,350.0,g,Cereal Cuisine & Co Fruty Color Sin Gluten,15.7
Cereal Flakes Bolsa 500 g,S/ 11.90,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,500.0,g,Cereal Flakes Bolsa,11.9
Cereales Angel Life Protein Caja 300 g,S/ 12.80,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,300.0,g,Cereales Angel Life Protein Caja,12.8
Cereal Angel Meli Bolsa 840 g,S/ 19.50,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,840.0,g,Cereal Angel Meli Bolsa,19.5
Cereal de Trigo Integral Fitness Miel y Almendras 330g,S/ 18.90,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,330.0,g,Cereal de Trigo Integral Fitness Miel y Almendras,18.9
Cereal Angel Life Multrigrano Caja 300 g,S/ 12.80,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,300.0,g,Cereal Angel Life Multrigrano Caja,12.8
Cereal de Trigo Integral Fitness Original 285g,S/ 14.50,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,285.0,g,Cereal de Trigo Integral Fitness Original,14.5
Cereales Angel Life Protein Contenido 560 g,S/ 22.60,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,560.0,g,Cereales Angel Life Protein Contenido,22.6
Cereal de Avena y Arroz Cuisine & Co 350g,S/ 15.70,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,350.0,g,Cereal de Avena y Arroz Cuisine & Co,15.7
Cereal Trix 330g,S/ 17.90,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,330.0,g,Cereal Trix,17.9
Cereal con Sabor a Frutas Angel Frutt Bolsa 840 gr,S/ 19.50,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,840.0,g,Cereal con Sabor a Frutas Angel Frutt Bolsa r,19.5
Cereal Naturandes 7 Semillas Chocolate 200g,S/ 20.50,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,200.0,g,Cereal Naturandes 7 Semillas Chocolate,20.5
Barra de Cereales Mini Cereal Bar Golden 24un,S/ 10.10,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,24.0,un,Barra de Cereales Mini Cereal Bar Golden,10.1
Cereales Angel Life Cero 300g,S/ 12.80,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,300.0,g,Cereales Angel Life Cero,12.8
Cereal Kiwigen Duomix 180g,S/ 10.20,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,180.0,g,Cereal Kiwigen Duomix,10.2
Cereales Cuisine & Co Monstrobolitas 120g,S/ 3.50,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,120.0,g,Cereales Cuisine & Co Monstrobolitas,3.5
Cereal Chock Bolsa 420 g,S/ 13.50,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,420.0,g,Cereal Chock Bolsa,13.5
Cereal Tito Almohada Angel Chocolate Bolsa 350 g,S/ 13.50,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,350.0,g,Cereal Tito Almohada Angel Chocolate Bolsa,13.5
Cereales Kellogg's Hot Wheels Sabor Frutas 135g,S/ 12.00,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,135.0,g,Cereales Kellogg's Hot Wheels Sabor Frutas,12.0
Cereal de Garbanzo Sabor Chocolate Brownie Dyfferent 210g,S/ 16.10,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,210.0,g,Cereal de Garbanzo Sabor Chocolate Brownie Dyfferent,16.1
Cereal de Avena y Arroz Cuisine & Co Sin Gluten 250g,S/ 13.20,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,250.0,g,Cereal de Avena y Arroz Cuisine & Co Sin Gluten,13.2
Cereal Angel Meli Bolsa 420 g,S/ 13.50,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,420.0,g,Cereal Angel Meli Bolsa,13.5
Cereal Semillitas Con Harina 7 Semillas Angel Bolsa 350 g,S/ 14.90,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,350.0,g,Cereal Semillitas Con Harina 7 Semillas Angel Bolsa,14.9
Cereal de Avena Cuisine & Co Sin Gluten 250g,S/ 13.20,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,250.0,g,Cereal de Avena Cuisine & Co Sin Gluten,13.2
Cereal Infantil en Polvo Nestum Arroz 350g,S/ 17.90,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,350.0,g,Cereal Infantil en Polvo Nestum Arroz,17.9
Cereales de Trigo con Cacao Chocapic 170g,S/ 10.50,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,170.0,g,Cereales de Trigo con Cacao Chocapic,10.5
Cereal Chocapic Nestlé 350g,S/ 20.90,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,350.0,g,Cereal Chocapic Nestlé,20.9
Cereal de Trigo Integral Fitness Frutas 330g,S/ 18.90,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,330.0,g,Cereal de Trigo Integral Fitness Frutas,18.9
Cereal Infantil en Polvo Nestum Trigo Quinua y Otros Cereales 350g,S/ 17.90,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,350.0,g,Cereal Infantil en Polvo Nestum Trigo Quinua y Otros Cereales,17.9
Cereal Fruta Aros Maiz Cereal Angel Bolsa 420 g,S/ 13.50,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,420.0,g,Cereal Fruta Aros Maiz Cereal Angel Bolsa,13.5
Cereal Kit Kat 210g,S/ 13.90,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,210.0,g,Cereal Kit Kat,13.9
Cereales Angel Life Fibra 300g,S/ 12.80,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,300.0,g,Cereales Angel Life Fibra,12.8
Cereal de Quinua Nura Choco Pops 200g,S/ 18.30,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,200.0,g,Cereal de Quinua Nura Choco Pops,18.3
"Cereal Orgánico de Quinua, Arroz y Cacao Kids Organics Caja 240 gr",S/ 20.10,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,240.0,g,"Cereal Orgánico de Quinua, Arroz y Cacao Kids Organics Caja r",20.1
Cereales Angel Life Fibra Contenido 560 g,S/ 22.60,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,560.0,g,Cereales Angel Life Fibra Contenido,22.6
Cereal Corn Flakes Sin Gluten 180g,S/ 13.40,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,180.0,g,Cereal Corn Flakes Sin Gluten,13.4
Cereal Infantil en Polvo Cerelac 5 Cereales y Leche 400g,S/ 24.60,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,400.0,g,Cereal Infantil en Polvo Cerelac 5 Cereales y Leche,24.6
Cereales Bañados con Chocolate Choco Yogurt 2 Cerritos Bolsa 125 g,S/ 11.20,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,125.0,g,Cereales Bañados con Chocolate Choco Yogurt 2 Cerritos Bolsa,11.2
Cereal Infantil en Polvo Nestum 5 Cereales 350g,S/ 17.90,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,350.0,g,Cereal Infantil en Polvo Nestum 5 Cereales,17.9
Cereal Kiwigen Mix Chocolate 180g,S/ 10.20,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,180.0,g,Cereal Kiwigen Mix Chocolate,10.2
Cereal Naturandes 7 Semillas Vainilla 200g,S/ 20.50,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,200.0,g,Cereal Naturandes 7 Semillas Vainilla,20.5
Cereales Kellogg's Barbie Sabor Frutilla 135g,S/ 12.00,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,135.0,g,Cereales Kellogg's Barbie Sabor Frutilla,12.0
Trigo Nuclear 110 g,S/ 4.20,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,110.0,g,Trigo Nuclear,4.2
Cereal de Maíz Azucarado Cuisine & Co Reggae Flakes 480g,S/ 10.90,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,480.0,g,Cereal de Maíz Azucarado Cuisine & Co Reggae Flakes,10.9
Cereal Froot Loops Spinners 265g,S/ 20.90,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,265.0,g,Cereal Froot Loops Spinners,20.9
Cereal Cuadritos de Avena Cuisine & Co Caja 370 gr,S/ 12.90,metro,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-07 19:45:33.068417,370.0,g,Cereal Cuadritos de Avena Cuisine & Co Caja r,12.9
