description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Kion en Polvo Toña 18g,S/ 3.50,metro,KION (ESPECIAS),2024-12-07 22:26:45.744007,18.0,g,Kion en Polvo Toña,3.5
Kion en Polvo Alida Chiang 10g,S/ 5.70,metro,KION (ESPECIAS),2024-12-07 22:26:45.744007,10.0,g,Kion en Polvo Alida Chiang,5.7
Kión Metro x kg,S/ 14.49 x kg,metro,KION (ESPECIAS),2024-12-07 22:26:45.744007,1.0,kg,Kión Metro,14.49
Kión x kg,S/ 14.49 x kg,metro,KION (ESPECIAS),2024-12-07 22:26:45.744007,1.0,kg,Kión,14.49
Kión en Polvo Badía Frasco 1.5 Onzas,S/ 9.30,metro,KION (ESPECIAS),2024-12-07 22:26:45.744007,1.5,oz,Kión en Polvo Badía Frasco,9.3
Palitos Kion y Ajo Unión 65g,S/ 3.90,metro,KION (ESPECIAS),2024-12-07 22:26:45.744007,65.0,g,Palitos Kion y Ajo Unión,3.9
Sixpack Bebida Sabor Piña con Kión San Luis Botella 625ml,S/ 13.20,metro,KION (ESPECIAS),2024-12-07 22:26:45.744007,625.0,ml,Sixpack Bebida Sabor Piña con Kión San Luis Botella,13.2
Salsa de Soya con Ajo y Kión Kikko 350ml,S/ 4.90,metro,KION (ESPECIAS),2024-12-07 22:26:45.744007,350.0,ml,Salsa de Soya con Ajo y Kión Kikko,4.9
Bebida Sabor Piña con Kión San Luis Botella 625ml,S/ 2.20,metro,KION (ESPECIAS),2024-12-07 22:26:45.744007,625.0,ml,Bebida Sabor Piña con Kión San Luis Botella,2.2
Sixpack Agua Sin Gas Sabor Piña con Kión San Luis Botella 625ml,S/ 11.00,metro,KION (ESPECIAS),2024-12-07 22:26:45.744007,625.0,ml,Sixpack Agua Sin Gas Sabor Piña con Kión San Luis Botella,11.0
Kombucha Veda Kión y Limón Botella 260ml,S/ 10.75,metro,KION (ESPECIAS),2024-12-07 22:26:45.744007,260.0,ml,Kombucha Veda Kión y Limón Botella,10.75
