description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Queso Edam Laive en Tajadas 440g,S/ 21.90,metro,QUESO EDAM,2024-12-07 20:12:00.312569,440.0,g,Queso Edam Laive en Tajadas,21.9
Queso Edam Bonlé en Tajadas 500g,S/ 25.00,metro,QUESO EDAM,2024-12-07 20:12:00.312569,500.0,g,Queso Edam Bonlé en Tajadas,25.0
Queso Edam Gloria en Tajadas 500g,S/ 19.90,metro,QUESO EDAM,2024-12-07 20:12:00.312569,500.0,g,Queso Edam Gloria en Tajadas,19.9
Queso Edam en Tajadas Braedt 180g,S/ 10.90,metro,QUESO EDAM,2024-12-07 20:12:00.312569,180.0,g,Queso Edam en Tajadas Braedt,10.9
Queso Edam Laive 180g,S/ 11.90,metro,QUESO EDAM,2024-12-07 20:12:00.312569,180.0,g,Queso Edam Laive,11.9
Queso Edam Laive + Jamón Americano Suiza 300g,S/ 11.90,metro,QUESO EDAM,2024-12-07 20:12:00.312569,300.0,g,Queso Edam Laive + Jamón Americano Suiza,11.9
Queso Edam Braedt 440g,S/ 22.50,metro,QUESO EDAM,2024-12-07 20:12:00.312569,440.0,g,Queso Edam Braedt,22.5
Queso Edam Laive Sin Lactosa 180g,S/ 13.10,metro,QUESO EDAM,2024-12-07 20:12:00.312569,180.0,g,Queso Edam Laive Sin Lactosa,13.1
Queso Edam en Tajadas Bonlé Paquete 1 Kg,S/ 47.50,metro,QUESO EDAM,2024-12-07 20:12:00.312569,1.0,kg,Queso Edam en Tajadas Bonlé Paquete,47.5
Queso Edam Laive x kg,S/ 49.90 x kg,metro,QUESO EDAM,2024-12-07 20:12:00.312569,1.0,kg,Queso Edam Laive,49.9
Queso Edam Laminado 200 g,S/ 10.50,metro,QUESO EDAM,2024-12-07 20:12:00.312569,200.0,g,Queso Edam Laminado,10.5
Queso Edam Light Cuisine & Co x kg,S/ 50.60 x kg,metro,QUESO EDAM,2024-12-07 20:12:00.312569,1.0,kg,Queso Edam Light Cuisine & Co,50.6
Queso Edam Bonlé en Tajadas 250g,S/ 14.90,metro,QUESO EDAM,2024-12-07 20:12:00.312569,250.0,g,Queso Edam Bonlé en Tajadas,14.9
Queso Edam Laive + Jamonada Suiza 160g,S/ 9.10,metro,QUESO EDAM,2024-12-07 20:12:00.312569,160.0,g,Queso Edam Laive + Jamonada Suiza,9.1
Queso Edam Laive 90g,S/ 6.70,metro,QUESO EDAM,2024-12-07 20:12:00.312569,90.0,g,Queso Edam Laive,6.7
Queso Edam Cuisine & Co Tajadas 150g,S/ 9.90,metro,QUESO EDAM,2024-12-07 20:12:00.312569,150.0,g,Queso Edam Cuisine & Co Tajadas,9.9
Queso Edam Cuisine & Co x kg,S/ 49.90 x kg,metro,QUESO EDAM,2024-12-07 20:12:00.312569,1.0,kg,Queso Edam Cuisine & Co,49.9
Queso Tipo Edam Máxima en Tajadas 450g,S/ 19.90,metro,QUESO EDAM,2024-12-07 20:12:00.312569,450.0,g,Queso Tipo Edam Máxima en Tajadas,19.9
Queso Tipo Edam Máxima en Tajadas 900g,S/ 41.00,metro,QUESO EDAM,2024-12-07 20:12:00.312569,900.0,g,Queso Tipo Edam Máxima en Tajadas,41.0
Queso Edam Braedt Tajadas 90 g,S/ 6.50,metro,QUESO EDAM,2024-12-07 20:12:00.312569,90.0,g,Queso Edam Braedt Tajadas,6.5
Queso Edam Gloria en Tajadas 250g,S/ 15.90,metro,QUESO EDAM,2024-12-07 20:12:00.312569,250.0,g,Queso Edam Gloria en Tajadas,15.9
Queso Edam Gloria Paquete 185 gr,S/ 13.20,metro,QUESO EDAM,2024-12-07 20:12:00.312569,185.0,g,Queso Edam Gloria Paquete r,13.2
