description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Sandía Metro x kg,S/ 1.49 x kg,metro,SANDÍA,2024-12-07 20:27:47.051136,1.0,kg,Sandía Metro,1.49
Sandía en Trozos Natifrut 280g,S/ 7.49,metro,SANDÍA,2024-12-07 20:27:47.051136,280.0,g,Sandía en Trozos Natifrut,7.49
Melón Coquito Metro x kg,S/ 3.29 x kg,metro,SANDÍA,2024-12-07 20:27:47.051136,1.0,kg,Melón Coquito Metro,3.29
Shampoo Garnier Hair Food Sandía 300ml,S/ 25.50,metro,SANDÍA,2024-12-07 20:27:47.051136,300.0,ml,Shampoo Garnier Hair Food Sandía,25.5
Mascarilla Garnier Hair Food Sandía 350ml,S/ 23.90,metro,SANDÍA,2024-12-07 20:27:47.051136,350.0,ml,Mascarilla Garnier Hair Food Sandía,23.9
Aromatizante en Aerosol Glade Sandía Refrescante 400ml,S/ 10.90,metro,SANDÍA,2024-12-07 20:27:47.051136,400.0,ml,Aromatizante en Aerosol Glade Sandía Refrescante,10.9
Gomitas Mogul Extreme Sandía 80g,S/ 4.60,metro,SANDÍA,2024-12-07 20:27:47.051136,80.0,g,Gomitas Mogul Extreme Sandía,4.6
Acondicionador Garnier Fructis Hair Food Sandía 300ml,S/ 25.50,metro,SANDÍA,2024-12-07 20:27:47.051136,300.0,ml,Acondicionador Garnier Fructis Hair Food Sandía,25.5
Gomita Fini Roller Fizz Sabor Sandía 20g,S/ 1.99,metro,SANDÍA,2024-12-07 20:27:47.051136,20.0,g,Gomita Fini Roller Fizz Sabor Sandía,1.99
Bebida Ready to Drink Four Loko Sandía Lata 473 ml,S/ 9.90,metro,SANDÍA,2024-12-07 20:27:47.051136,473.0,ml,Bebida Ready to Drink Four Loko Sandía Lata,9.9
Pond's Gel Limpiador Facial Fruity Hydra Fresh Extracto de Sandía Frasco 200 ml,S/ 29.90,metro,SANDÍA,2024-12-07 20:27:47.051136,200.0,ml,Pond's Gel Limpiador Facial Fruity Hydra Fresh Extracto de Sandía Frasco,29.9
"Fruta en Trozos Piña, Papaya y Sandía Congelada Natifrut 1kg",S/ 15.72,metro,SANDÍA,2024-12-07 20:27:47.051136,1.0,kg,"Fruta en Trozos Piña, Papaya y Sandía Congelada Natifrut",15.72
Vela Aromatizante Glade Sandía y Frambuesa 96g,S/ 24.10,metro,SANDÍA,2024-12-07 20:27:47.051136,96.0,g,Vela Aromatizante Glade Sandía y Frambuesa,24.1
Helado para Perros Sabor Arándanos y Sandía Yogy 100g,S/ 6.99,metro,SANDÍA,2024-12-07 20:27:47.051136,100.0,g,Helado para Perros Sabor Arándanos y Sandía Yogy,6.99
Pond's Mascarilla Hidratante Fruity Hydra Fresh Extracto de Sandía 1 Unidad,S/ 12.90,metro,SANDÍA,2024-12-07 20:27:47.051136,1.0,un,Pond's Mascarilla Hidratante Fruity Hydra Fresh Extracto de Sandía ad,12.9
Pond's Gel Hidratante Fruity Hydra Fresh Extractor de Sandía Pote 110 g,S/ 29.90,metro,SANDÍA,2024-12-07 20:27:47.051136,110.0,g,Pond's Gel Hidratante Fruity Hydra Fresh Extractor de Sandía Pote,29.9
Gomitas Mogul Sandía 50g,S/ 2.50,metro,SANDÍA,2024-12-07 20:27:47.051136,50.0,g,Gomitas Mogul Sandía,2.5
Chicles Sin Azúcar Trident Splash Sabor Hierbabuena y Sandía 9un,S/ 3.60,metro,SANDÍA,2024-12-07 20:27:47.051136,9.0,un,Chicles Sin Azúcar Trident Splash Sabor Hierbabuena y Sandía,3.6
Bebida de Mango y Sandía Frumas Botella 400 ml,S/ 5.90,metro,SANDÍA,2024-12-07 20:27:47.051136,400.0,ml,Bebida de Mango y Sandía Frumas Botella,5.9
Chicle Sabor Sandía Fini Sandía Ácida 80g,S/ 4.90,metro,SANDÍA,2024-12-07 20:27:47.051136,80.0,g,Chicle Sabor Sandía Fini Sandía Ácida,4.9
Melón Honey Metro x kg,S/ 6.99 x kg,metro,SANDÍA,2024-12-07 20:27:47.051136,1.0,kg,Melón Honey Metro,6.99
Botella Hello Kitty con Caña Sandía 1.4L,S/ 39.90,metro,SANDÍA,2024-12-07 20:27:47.051136,1.4,l,Botella Hello Kitty con Caña Sandía,39.9
Caramelos Tic Tac Sandía Mix 16g,S/ 3.20,metro,SANDÍA,2024-12-07 20:27:47.051136,16.0,g,Caramelos Tic Tac Sandía Mix,3.2
Jabón en Barra Palmolive Sandia y Lychee 3x110g,S/ 8.90,metro,SANDÍA,2024-12-07 20:27:47.051136,110.0,g,Jabón en Barra Palmolive Sandia y Lychee 3x,8.9
Pack Fructis Sandia Revitalizante 300ml: Shampoo + Acondicionador + Mascarilla,S/ 57.90,metro,SANDÍA,2024-12-07 20:27:47.051136,300.0,ml,Pack Fructis Sandia Revitalizante : Shampoo + Acondicionador + Mascarilla,57.9
