brand,description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Ajinomoto,Sazonador AJINOMOTO Sobre 1Kg,S/ 16.90,vega,SAZONADORES CONCENTRADOS,2024-12-04 14:35:11.977557,1.0,kg,Sazonador AJINOMOTO Sobre,16.9
Ajinomoto,Sazonador AJINOMOTO Sobre 250gr,S/ 5.60,vega,SAZONADORES CONCENTRADOS,2024-12-04 14:35:11.977557,250.0,g,Sazonador AJINOMOTO Sobre r,5.6
Ajinomoto,Sazonador AJINOMOTO Sobre 100gr,S/ 2.80,vega,SAZONADORES CONCENTRADOS,2024-12-04 14:35:11.977557,100.0,g,Sazonador AJINOMOTO Sobre r,2.8
Ajinomoto,Sazonador AJINOMOTO Sobre 27g,S/ 13.40,vega,SAZONADORES CONCENTRADOS,2024-12-04 14:35:11.977557,27.0,g,Sazonador AJINOMOTO Sobre,13.4
Ajinomoto,Sazonador AJINOMOTO Sobre 500gr,S/ 10.40,vega,SAZONADORES CONCENTRADOS,2024-12-04 14:35:11.977557,500.0,g,Sazonador AJINOMOTO Sobre r,10.4
Ariel,Detergente Líquido ARIEL Concentrado DPCK Botella 1.2Lt,S/ 24.50 2%,vega,SAZONADORES CONCENTRADOS,2024-12-04 14:35:11.977557,1.2,l,Detergente Líquido ARIEL Concentrado DPCK Botella t,24.5
Emsal,Sal EMSAL Cocina Bolsa 1Kg,S/ 2.40,vega,SAZONADORES CONCENTRADOS,2024-12-04 14:35:11.977557,1.0,kg,Sal EMSAL Cocina Bolsa,2.4
Timonel,Vinagre TIMONEL Blanco Botella 1L,S/ 3.40,vega,SAZONADORES CONCENTRADOS,2024-12-04 14:35:11.977557,1.0,l,Vinagre TIMONEL Blanco Botella,3.4
NORSAL,Sal NORSAL Cocina Bolsa 1Kg,S/ 1.60,vega,SAZONADORES CONCENTRADOS,2024-12-04 14:35:11.977557,1.0,kg,Sal NORSAL Cocina Bolsa,1.6
Emsal,Sal EMSAL MARINA de mesa en bolsa 1kg,S/ 2.40,vega,SAZONADORES CONCENTRADOS,2024-12-04 14:35:11.977557,1.0,kg,Sal EMSAL MARINA de mesa en bolsa,2.4
Kariño,Canela Entera KARIÑO Sobre 3g,S/ 0.90,vega,SAZONADORES CONCENTRADOS,2024-12-04 14:35:11.977557,3.0,g,Canela Entera KARIÑO Sobre,0.9
Ajinosillao,Sillao AJINOSILLAO Botella 500ml,S/ 4.00,vega,SAZONADORES CONCENTRADOS,2024-12-04 14:35:11.977557,500.0,ml,Sillao AJINOSILLAO Botella,4.0
AJINOMIX,Mezcla para Apanar AJINOMIX Crocante Bolsa 96gr,S/ 3.00,vega,SAZONADORES CONCENTRADOS,2024-12-04 14:35:11.977557,96.0,g,Mezcla para Apanar AJINOMIX Crocante Bolsa r,3.0
Ajinosillao,Sillao AJINOSILLAO Botella 150ml,S/ 2.30,vega,SAZONADORES CONCENTRADOS,2024-12-04 14:35:11.977557,150.0,ml,Sillao AJINOSILLAO Botella,2.3
Timonel,Vinagre TIMONEL Blanco Botella 500g,S/ 2.60,vega,SAZONADORES CONCENTRADOS,2024-12-04 14:35:11.977557,500.0,g,Vinagre TIMONEL Blanco Botella,2.6
Ajinosillao,Sillao AJINOSILLAO Botella 1L,S/ 7.50,vega,SAZONADORES CONCENTRADOS,2024-12-04 14:35:11.977557,1.0,l,Sillao AJINOSILLAO Botella,7.5
Piki,Ají Panca Molido PIKI Doypack 120gr,S/ 2.90,vega,SAZONADORES CONCENTRADOS,2024-12-04 14:35:11.977557,120.0,g,Ají Panca Molido PIKI Doypack r,2.9
Del Firme,Vinagre DEL FIRME Blanco Doypack 1.1Lt,S/ 4.50,vega,SAZONADORES CONCENTRADOS,2024-12-04 14:35:11.977557,1.1,l,Vinagre DEL FIRME Blanco Doypack t,4.5
AJINOMIX,Mezcla para Apanar AJINOMIX Apanado Bolsa 96gr,S/ 3.00,vega,SAZONADORES CONCENTRADOS,2024-12-04 14:35:11.977557,96.0,g,Mezcla para Apanar AJINOMIX Apanado Bolsa r,3.0
Kariño,Clavo de Olor Entero KARIÑO Sobre 4g,S/ 0.70,vega,SAZONADORES CONCENTRADOS,2024-12-04 14:35:11.977557,4.0,g,Clavo de Olor Entero KARIÑO Sobre,0.7
