brand,description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
WATTS,BEBIDAS DE PERA CAJA 946ML,S/ 4.50,tottus,PERA DE AGUA,2024-12-07 13:36:00.919963,946.0,ml,BEBIDAS DE PERA CAJA,4.5
WATTS,Bebida Sabor Pera 1 L,S/ 3.90,tottus,PERA DE AGUA,2024-12-07 13:36:00.919963,1.0,l,Bebida Sabor Pera,3.9
