brand,description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
,Ketchup + Mostaza Frasco 425 g,S/ 11.20,tottus,CAMOTE AMARILLO,2024-12-07 13:51:18.786522,425.0,g,Ketchup + Mostaza Frasco,11.2
SIBARITA,Ají Amarillo En Pasta Amarillin Doypack x 550 g,S/ 18.10,tottus,CAMOTE AMARILLO,2024-12-07 13:51:18.786522,550.0,g,Ají Amarillo En Pasta Amarillin Doypack x,18.1
OFISCOOL,Papel Bond Fotocopia 75 Gr A-4 500 Hojas,S/ 13.90,tottus,CAMOTE AMARILLO,2024-12-07 13:51:18.786522,75.0,g,Papel Bond Fotocopia r A-4 500 Hojas,13.9
ADVANCE,Tablet Kids 3G 7 2Gb 32Gb Amarilla,S/ 229,tottus,CAMOTE AMARILLO,2024-12-07 13:51:18.786522,3.0,g,Tablet Kids  7 b b Amarilla,229.0
VIRUTEX,Paño Tradicional Amarillo 20 und,S/ 17.90,tottus,CAMOTE AMARILLO,2024-12-07 13:51:18.786522,20.0,un,Paño Tradicional Amarillo d,17.9
COLGATE,Pasta Dental Blanqueadora Luminous White 2x75mL,S/ 17.50,tottus,CAMOTE AMARILLO,2024-12-07 13:51:18.786522,75.0,ml,Pasta Dental Blanqueadora Luminous White 2x,17.5
ALACENA,Mostaza 400 g,S/ 8.80,tottus,CAMOTE AMARILLO,2024-12-07 13:51:18.786522,400.0,g,Mostaza,8.8
ALACENA,Mostaza 220 g,S/ 5.50,tottus,CAMOTE AMARILLO,2024-12-07 13:51:18.786522,220.0,g,Mostaza,5.5
TOTTUS,Mostaza 220 g,S/ 3.55,tottus,CAMOTE AMARILLO,2024-12-07 13:51:18.786522,220.0,g,Mostaza,3.55
LIBBYS,Mostaza Libby's 200 g,S/ 5.30,tottus,CAMOTE AMARILLO,2024-12-07 13:51:18.786522,200.0,g,Mostaza Libby's,5.3
HEINZ,MOSTAZA X 368GR,S/ 11.50,tottus,CAMOTE AMARILLO,2024-12-07 13:51:18.786522,368.0,g,MOSTAZA X R,11.5
NIVEA,Desodorante Black White Men Roll-On 50 mL,S/ 14.90,tottus,CAMOTE AMARILLO,2024-12-07 13:51:18.786522,50.0,ml,Desodorante Black White Men Roll-On,14.9
