brand,description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
PRIMOR,Aceite vegetal Premium de 900 mL,S/ 10.50,tottus,ACEITE VEGETAL ENVASADO,2024-12-07 13:24:02.044130,900.0,ml,Aceite vegetal Premium de,10.5
TOTTUS,Aceite Vegetal 5L,S/ 32.90,tottus,ACEITE VEGETAL ENVASADO,2024-12-07 13:24:02.044130,5.0,l,Aceite Vegetal,32.9
PRIMOR,Aceite vegetal de 900 mL,S/ 9.50,tottus,ACEITE VEGETAL ENVASADO,2024-12-07 13:24:02.044130,900.0,ml,Aceite vegetal de,9.5
DELEITE,Aceite Vegetal Premium 5L,S/ 35.50,tottus,ACEITE VEGETAL ENVASADO,2024-12-07 13:24:02.044130,5.0,l,Aceite Vegetal Premium,35.5
CAMPOMAR,Filete De Atún En Aceite Vegetal Six Pack x 150g,S/ 35.90,tottus,ACEITE VEGETAL ENVASADO,2024-12-07 13:24:02.044130,150.0,g,Filete De Atún En Aceite Vegetal Six Pack x,35.9
FLORIDA,Trozos Atún en Aceite Vegetal y Sal 140g,S/ 5.80,tottus,ACEITE VEGETAL ENVASADO,2024-12-07 13:24:02.044130,140.0,g,Trozos Atún en Aceite Vegetal y Sal,5.8
PRIMOR,Trozo Atún Aceite Vegetal Lata x 140 g,S/ 6.50,tottus,ACEITE VEGETAL ENVASADO,2024-12-07 13:24:02.044130,140.0,g,Trozo Atún Aceite Vegetal Lata x,6.5
,Aceite Vegetal Del Cielo Botella x 2Lt,S/ 13.30,tottus,ACEITE VEGETAL ENVASADO,2024-12-07 13:24:02.044130,2.0,l,Aceite Vegetal Del Cielo Botella x t,13.3
FLORIDA,Graned de Atún en Aceite Vegetal 140g,S/ 4.60,tottus,ACEITE VEGETAL ENVASADO,2024-12-07 13:24:02.044130,140.0,g,Graned de Atún en Aceite Vegetal,4.6
PRIMOR,Filete de Atún en Aceite Vegetal en Lata de 140 g,S/ 6.70,tottus,ACEITE VEGETAL ENVASADO,2024-12-07 13:24:02.044130,140.0,g,Filete de Atún en Aceite Vegetal en Lata de,6.7
,Aceite Vegetal Del Cielo Botella x 900 mL,S/ 5.80,tottus,ACEITE VEGETAL ENVASADO,2024-12-07 13:24:02.044130,900.0,ml,Aceite Vegetal Del Cielo Botella x,5.8
SANTORINI,Anchoveta En Aceite Vegetal x 125 g,S/ 3.50,tottus,ACEITE VEGETAL ENVASADO,2024-12-07 13:24:02.044130,125.0,g,Anchoveta En Aceite Vegetal x,3.5
CAMPOMAR,Trozos de atún en aceite vegetal de 150 g,S/ 5.60,tottus,ACEITE VEGETAL ENVASADO,2024-12-07 13:24:02.044130,150.0,g,Trozos de atún en aceite vegetal de,5.6
DELEITE,Aceite Vegetal Premium 900mL,S/ 6.80,tottus,ACEITE VEGETAL ENVASADO,2024-12-07 13:24:02.044130,900.0,ml,Aceite Vegetal Premium,6.8
CAMPOMAR,Filete De Atún En Aceite Vegetal x 150 g,S/ 5.80,tottus,ACEITE VEGETAL ENVASADO,2024-12-07 13:24:02.044130,150.0,g,Filete De Atún En Aceite Vegetal x,5.8
DELEITE,Aceite Vegetal Premium 2L,S/ 14.83,tottus,ACEITE VEGETAL ENVASADO,2024-12-07 13:24:02.044130,2.0,l,Aceite Vegetal Premium,14.83
CAMPOMAR,Lomo De Atún En Aceite Vegetal x 150 g,S/ 5.80,tottus,ACEITE VEGETAL ENVASADO,2024-12-07 13:24:02.044130,150.0,g,Lomo De Atún En Aceite Vegetal x,5.8
TOTTUS,Trozos de Atún en Aceite Vegetal 170 g,S/ 4.80,tottus,ACEITE VEGETAL ENVASADO,2024-12-07 13:24:02.044130,170.0,g,Trozos de Atún en Aceite Vegetal,4.8
HUERTO ALAMEIN,Aceite Vegetal Olivado 900 mL,S/ 12.30,tottus,ACEITE VEGETAL ENVASADO,2024-12-07 13:24:02.044130,900.0,ml,Aceite Vegetal Olivado,12.3
FRESCOMAR,Trozos De Atún Aceite Vegetal 170Gr,S/ 5.60,tottus,ACEITE VEGETAL ENVASADO,2024-12-07 13:24:02.044130,170.0,g,Trozos De Atún Aceite Vegetal r,5.6
,D Gussto Trozos Atún Aceite Vegetal 170 g,S/ 4.50,tottus,ACEITE VEGETAL ENVASADO,2024-12-07 13:24:02.044130,170.0,g,D Gussto Trozos Atún Aceite Vegetal,4.5
FRESCOMAR,Filete De Bonito Atún Aceite Vegetal 170Gr,S/ 4.90,tottus,ACEITE VEGETAL ENVASADO,2024-12-07 13:24:02.044130,170.0,g,Filete De Bonito Atún Aceite Vegetal r,4.9
COMPASS,Trozos De Atún Aceite Vegetal 140 g,S/ 5.10,tottus,ACEITE VEGETAL ENVASADO,2024-12-07 13:24:02.044130,140.0,g,Trozos De Atún Aceite Vegetal,5.1
D'GUSSTO,D Gussto Trozos Atún Aceite Vegetal 140 g,S/ 4.50,tottus,ACEITE VEGETAL ENVASADO,2024-12-07 13:24:02.044130,140.0,g,D Gussto Trozos Atún Aceite Vegetal,4.5
CAMPOMAR,Filete De Bonito Aceite Vegetal 150 g,S/ 5.10,tottus,ACEITE VEGETAL ENVASADO,2024-12-07 13:24:02.044130,150.0,g,Filete De Bonito Aceite Vegetal,5.1
FRESCOMAR,Filete De Atún Aceite Vegetal 170 g,S/ 5.80,tottus,ACEITE VEGETAL ENVASADO,2024-12-07 13:24:02.044130,170.0,g,Filete De Atún Aceite Vegetal,5.8
COMPASS,Filete De Atún Aceite Vegetal x 140 g,S/ 5.50,tottus,ACEITE VEGETAL ENVASADO,2024-12-07 13:24:02.044130,140.0,g,Filete De Atún Aceite Vegetal x,5.5
COMPASS,Trozos De Atún Tripack Aceite Vegetal Lata x 140 g,S/ 14.80,tottus,ACEITE VEGETAL ENVASADO,2024-12-07 13:24:02.044130,140.0,g,Trozos De Atún Tripack Aceite Vegetal Lata x,14.8
ALPA,Aceite 100% Vegetal Premium 900mL,S/ 7.60,tottus,ACEITE VEGETAL ENVASADO,2024-12-07 13:24:02.044130,900.0,ml,Aceite 100% Vegetal Premium,7.6
