Distrito,Establecimiento,Dirección,Teléfono,Precio de Venta (Soles por galón),Departamento,Provincia,Producto,Fecha,Precio
CHACLACAYO,ESTACION DE SERVICIOS CHACLACAYO SAC,"CARRETERA CENTRAL N° 1670 KM. 21.75, SECTOR PAMPA DE MORON",013582170/956938632,13.49,LIMA,LIMA,DB5 S-50 UV,2025-11-22,13.49
CHACLACAYO,GRUPO ARIAS S.A.C.,AV NICOLAS AYLLON N° 1202 Y ESQ AV LAS MAGNOLIAS (CARRETERA CENTRAL KM 25),971423969/998600351,13.49,LIMA,LIMA,DB5 S-50 UV,2025-11-22,13.49
CHACLACAYO,INVERSIONES Y SERVICIOS MULTIPLES W.R S.A.C,CARRETERA CENTRAL KM. 22.700,943619486/993978502,13.49,LIMA,LIMA,DB5 S-50 UV,2025-11-22,13.49
CHACLACAYO,GRIFO SAN IGNACIO SAC,CARRETERA CENTRAL KM. 20.8,012063230/943413879,13.55,LIMA,LIMA,DB5 S-50 UV,2025-11-22,13.55
CHACLACAYO,COESTI S.A.,AV. NICOLAS AYLLON N° 1500,012080100/954674926,14.25,LIMA,LIMA,DB5 S-50 UV,2025-11-22,14.25
CHACLACAYO,OLGA SALAZAR SANTIVA SAC,AV. NICOLAS AYLLON N° 405,957338275,14.49,LIMA,LIMA,DB5 S-50 UV,2025-11-22,14.49
CHORRILLOS,PETRO EXPLORIUM S.A.C.,"LOTE N° 08 MZ. M, URB. LA CAMPIÑA 3ERA ETAPA",989163488,14.48,LIMA,LIMA,DB5 S-50 UV,2025-11-22,14.48
CHORRILLOS,TERPEL CHORRILLOS,AV. GUARDIA CIVIL Nº 203 ESQUINA AV. LOS GORRIONES,954809972,14.49,LIMA,LIMA,DB5 S-50 UV,2025-11-22,14.49
CHORRILLOS,SERVICENTRO LA INMACULADA E.I.R.L.,"ESQUINA AV. CORDILLERA NEGRA Y JR. VOLCAN COROPUNA MZ. E-13, LT. 5, URB. LAS DELICIAS DE VILLA",922002147,14.59,LIMA,LIMA,DB5 S-50 UV,2025-11-22,14.59
CHORRILLOS,GAS INTERNATIONAL MURILLO,"ESQUINA AV. GUARDIA CIVIL N° 702 Y AV. EL SOL, URB. LA CAMPIÑA",014671907/944988036/944988410,14.7,LIMA,LIMA,DB5 S-50 UV,2025-11-22,14.7
CHORRILLOS,SERVICENTRO TACALA S.R.L.,"AV. EL SOL S/N, ENTRE LOS NOGALES Y LOS LAURELES, MZ. A LT.4. AA.HH. TACALA",012586108/998822410,14.99,LIMA,LIMA,DB5 S-50 UV,2025-11-22,14.99
CHORRILLOS,ESTACION DE SERVICIOS EL SOL SAC,AV. SAN JUAN MZ. B-1 LT. 01- TUPAC AMARU DE VILLA,996383010/998443521,15.0,LIMA,LIMA,DB5 S-50 UV,2025-11-22,15.0
CHORRILLOS,GRIFO SAN IGNACIO SAC,"CALLE CONSTELACION AUSTRAL MZ. D-1 LOTE 10, URB. PARCELACION LA CAMPIÑA",946476416,15.99,LIMA,LIMA,DB5 S-50 UV,2025-11-22,15.99
CHORRILLOS,GASOLINERAS SAC,"AV. HUAYLAS N° 2355, URB. SANTA LEONOR",013261238/908808279/922113668,15.99,LIMA,LIMA,DB5 S-50 UV,2025-11-22,15.99
CHORRILLOS,GRIFO SAN IGNACIO SAC,ESQ. AV. HUAYLAS N° 600 CON JR. JUSTO NAVEDA N° 121,938145152,16.29,LIMA,LIMA,DB5 S-50 UV,2025-11-22,16.29
CHORRILLOS,COESTI S.A,AV. GUARDIA CIVIL N° 333,012033100/996373148/012080100,16.55,LIMA,LIMA,DB5 S-50 UV,2025-11-22,16.55
CHORRILLOS,COESTI S.A,AV. DEFENSORES DEL MORRO (EX AV. HUAYLAS) N° 1391 H.U. EL MORRO,012033100/978833751/943885990,16.65,LIMA,LIMA,DB5 S-50 UV,2025-11-22,16.65
CHORRILLOS,COESTI S.A,ESQ. DE LA AV. DEFENSORES DEL MORRO N° 360 CON LA AV. ALFONSO UGARTE,012080100/012033100/938507573,16.99,LIMA,LIMA,DB5 S-50 UV,2025-11-22,16.99
CHORRILLOS,SERVICENTRO LA ALAMEDA,"AV. ALAMEDA SUR ESQUINA CON CALLE LOS KEROS MZ. Q LOTE 11, URB. SAN JUAN BAUTISTA DE VILLA",012548443/973914719/965770451,17.99,LIMA,LIMA,DB5 S-50 UV,2025-11-22,17.99
