brand,description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Pringles,Papas PRINGLES Original Lata 104g,S/ 8.90,vega,PAPA HUAYRO,2024-12-06 12:19:22.761854,104.0,g,Papas PRINGLES Original Lata,8.9
PAPI RICAS,Papas PAPI RICAS Sabor Picante Bolsa 70gr,S/ 2.80,vega,PAPA HUAYRO,2024-12-06 12:19:22.761854,70.0,g,Papas PAPI RICAS Sabor Picante Bolsa r,2.8
Lays,Papas LAYS Clásicas Bolsa 210gr,S/ 7.00,vega,PAPA HUAYRO,2024-12-06 12:19:22.761854,210.0,g,Papas LAYS Clásicas Bolsa r,7.0
Vega,Papas al Hilo VEGA Bolsa 150gr,S/ 5.20,vega,PAPA HUAYRO,2024-12-06 12:19:22.761854,150.0,g,Papas al Hilo VEGA Bolsa r,5.2
Pringles,Papas PRINGLES Sour & Cream Lata 109g,S/ 8.90,vega,PAPA HUAYRO,2024-12-06 12:19:22.761854,109.0,g,Papas PRINGLES Sour & Cream Lata,8.9
Pringles,Papas PRINGLES Queso Lata 109g,S/ 8.90,vega,PAPA HUAYRO,2024-12-06 12:19:22.761854,109.0,g,Papas PRINGLES Queso Lata,8.9
Vega,Papa seca VEGA Bolsa 400g,S/ 4.30,vega,PAPA HUAYRO,2024-12-06 12:19:22.761854,400.0,g,Papa seca VEGA Bolsa,4.3
PAPI RICAS,Papas PAPI RICAS Sabor Picante Bolsa 28gr,S/ 1.50,vega,PAPA HUAYRO,2024-12-06 12:19:22.761854,28.0,g,Papas PAPI RICAS Sabor Picante Bolsa r,1.5
INKA CHIPS,Papas INKA CHIPS Sabor Jalapeño 135g,S/ 7.80,vega,PAPA HUAYRO,2024-12-06 12:19:22.761854,135.0,g,Papas INKA CHIPS Sabor Jalapeño,7.8
Lays,Papas LAYS Ondas Picantes Bolsa 140g,S/ 5.90,vega,PAPA HUAYRO,2024-12-06 12:19:22.761854,140.0,g,Papas LAYS Ondas Picantes Bolsa,5.9
