brand,description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Milo,Alimento Granulado MILO Activ - Go Doypack 350g,S/ 13.90 7%,vega,ALIMENTO LACTEO EN POLVO,2024-12-06 11:39:13.453340,350.0,g,Alimento Granulado MILO Activ - Go Doypack,13.9
Milo,Alimento Granulado MILO Activ - Go Doypack 190g,S/ 10.50 4%,vega,ALIMENTO LACTEO EN POLVO,2024-12-06 11:39:13.453340,190.0,g,Alimento Granulado MILO Activ - Go Doypack,10.5
Milo,Alimento Granulado MILO Activ-go Lata 380gr,S/ 19.20 4%,vega,ALIMENTO LACTEO EN POLVO,2024-12-06 11:39:13.453340,380.0,g,Alimento Granulado MILO Activ-go Lata r,19.2
Milo,Alimento Granulado MILO Activ - Go Lata 940g,S/ 42.60,vega,ALIMENTO LACTEO EN POLVO,2024-12-06 11:39:13.453340,940.0,g,Alimento Granulado MILO Activ - Go Lata,42.6
CAT CHOW,Alimento Húmedo para Gatos CAT CHOW Esterilizados Pescado Pouch 85g x2u,S/ 10.40,vega,ALIMENTO LACTEO EN POLVO,2024-12-06 11:39:13.453340,85.0,g,Alimento Húmedo para Gatos CAT CHOW Esterilizados Pescado Pouch  x2u,10.4
Dog Chow,Alimento Húmedo para Perros DOG CHOW Cachorros Pollo Doypack 100g x3u,S/ 9.90 28%,vega,ALIMENTO LACTEO EN POLVO,2024-12-06 11:39:13.453340,100.0,g,Alimento Húmedo para Perros DOG CHOW Cachorros Pollo Doypack  x3u,9.9
Super Can,Alimento Húmedo para Perros SUPER CAN Adultos Guiso en salsa Cordero Lata 290g x2u,S/ 12.00,vega,ALIMENTO LACTEO EN POLVO,2024-12-06 11:39:13.453340,290.0,g,Alimento Húmedo para Perros SUPER CAN Adultos Guiso en salsa Cordero Lata  x2u,12.0
Dog Chow,Alimento Húmedo para Perros DOG CHOW Adultos Cordero Doypack 100g x3u,S/ 9.90 28%,vega,ALIMENTO LACTEO EN POLVO,2024-12-06 11:39:13.453340,100.0,g,Alimento Húmedo para Perros DOG CHOW Adultos Cordero Doypack  x3u,9.9
Dog Chow,Alimento Húmedo para Perros DOG CHOW High Protein Chicken Lata 368g x2u,S/ 15.90 31%,vega,ALIMENTO LACTEO EN POLVO,2024-12-06 11:39:13.453340,368.0,g,Alimento Húmedo para Perros DOG CHOW High Protein Chicken Lata  x2u,15.9
FELIX,Alimento Húmedo para Gatos FELIX Paté de Salmón Lata 156g x2u,S/ 14.00,vega,ALIMENTO LACTEO EN POLVO,2024-12-06 11:39:13.453340,156.0,g,Alimento Húmedo para Gatos FELIX Paté de Salmón Lata  x2u,14.0
FELIX,Alimento Húmedo para Gatos FELIX Filete de Pescado y Atún Lata 156g x2u,S/ 14.00,vega,ALIMENTO LACTEO EN POLVO,2024-12-06 11:39:13.453340,156.0,g,Alimento Húmedo para Gatos FELIX Filete de Pescado y Atún Lata  x2u,14.0
CAT CHOW,Alimento para Gato CAT CHOW Esterilizados Adulto Pouch 85g Pack 3u,S/ 12.00,vega,ALIMENTO LACTEO EN POLVO,2024-12-06 11:39:13.453340,85.0,g,Alimento para Gato CAT CHOW Esterilizados Adulto Pouch  Pack 3u,12.0
Milo,Alimento Granulado MILO Activ-Go Doypack 190gr x 2u,S/ 21.00,vega,ALIMENTO LACTEO EN POLVO,2024-12-06 11:39:13.453340,190.0,g,Alimento Granulado MILO Activ-Go Doypack r x 2u,21.0
Dog Chow,Alimento para Perros DOG CHOW Todas las Razas Sabor a Pollo Molido Lata 368gr,S/ 9.50,vega,ALIMENTO LACTEO EN POLVO,2024-12-06 11:39:13.453340,368.0,g,Alimento para Perros DOG CHOW Todas las Razas Sabor a Pollo Molido Lata r,9.5
Ricocat,Alimento para Gatos RICOCAT Adulto Trocitos Salmón Pouch 85gr,S/ 3.00,vega,ALIMENTO LACTEO EN POLVO,2024-12-06 11:39:13.453340,85.0,g,Alimento para Gatos RICOCAT Adulto Trocitos Salmón Pouch r,3.0
Milo,Alimento Granulado MILO Activ-GO Tira 24u Sobre 17gr,S/ 26.90,vega,ALIMENTO LACTEO EN POLVO,2024-12-06 11:39:13.453340,17.0,g,Alimento Granulado MILO Activ-GO Tira 24u Sobre r,26.9
Ricocat,Alimento para Gatos RICOCAT Adulto Trocitos Marinos Pouch 85gr,S/ 3.00,vega,ALIMENTO LACTEO EN POLVO,2024-12-06 11:39:13.453340,85.0,g,Alimento para Gatos RICOCAT Adulto Trocitos Marinos Pouch r,3.0
DOGUI,Alimento para Perros DOGUI Para Adulto Sabor Pollo y Carne 8kg,S/ 62.90,vega,ALIMENTO LACTEO EN POLVO,2024-12-06 11:39:13.453340,8.0,kg,Alimento para Perros DOGUI Para Adulto Sabor Pollo y Carne,62.9
Dog Chow,Alimento Húmedo para Perros DOG CHOW High Protein Beef Lata 368g x2u,S/ 15.90 31%,vega,ALIMENTO LACTEO EN POLVO,2024-12-06 11:39:13.453340,368.0,g,Alimento Húmedo para Perros DOG CHOW High Protein Beef Lata  x2u,15.9
Dog Chow,Alimento Húmedo para Perros DOG CHOW Cena de Carne Pouch 100g,S/ 3.90,vega,ALIMENTO LACTEO EN POLVO,2024-12-06 11:39:13.453340,100.0,g,Alimento Húmedo para Perros DOG CHOW Cena de Carne Pouch,3.9
