brand,description,price,website,search_term,scrape_timestamp
Ricocan,Comida para Perros RICOCAN Adultos Sabor a Trocitos de Pollo y verduras Lata 290gr,S/ 6.00,vega,VERDURA PICADA,2024-12-07 16:21:04.461121
INKA CHIPS,Mix Tropical INKA CHIPS Camote Yuca Plátano Bolsa 125gr,S/ 7.80,vega,VERDURA PICADA,2024-12-07 16:21:04.461121
Vargas,Pisco VARGAS Reserva Privada Quebranta Botella 750ml,S/ 27.90,vega,VERDURA PICADA,2024-12-07 16:21:04.461121
Vargas,Pisco VARGAS Reserva Privada Acholado Botella 750ml,S/ 27.90,vega,VERDURA PICADA,2024-12-07 16:21:04.461121
Vargas,Pisco VARGAS Reserva Privada Italia Botella 750ml,S/ 27.90,vega,VERDURA PICADA,2024-12-07 16:21:04.461121
