description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado,CLASIFICACION
Maíz Morado Metro x kg,,1.0,kg,5.89,metro,2024-12-04 20:33:12.165836,MAÍZ MORADO,1.0,kg,5.89,MAÍZ MORADO
Maíz Morado x Kg,,0.5,kg,7.99,plaza_vea,2024-12-04 12:50:40.900091,MAÍZ MORADO,1.0,kg,15.98,MAÍZ MORADO
Maíz Morado x kg,,1.0,kg,9.99,wong,2024-12-04 17:55:08.681566,MAÍZ MORADO,1.0,kg,9.99,MAÍZ MORADO
Maíz Morado Justo al Día 700g,,700.0,g,13.4,wong,2024-12-04 17:55:08.681566,MAÍZ MORADO,1.0,kg,19.142857142857142,MAÍZ MORADO
Maíz Morado en Polvo Ecoandino Orgánico 200g,,200.0,g,14.9,wong,2024-12-04 17:55:08.681566,MAÍZ MORADO,1.0,kg,74.5,MAÍZ MORADO
Maíz Morado Deshidratado GUVA Bolsa 1kg,,1.0,kg,15.99,plaza_vea,2024-12-04 12:50:40.900091,MAÍZ MORADO,1.0,kg,15.99,MAÍZ MORADO
Maíz Morado Deshidratado Guva 1kg,,1.0,kg,18.5,wong,2024-12-04 17:55:08.681566,MAÍZ MORADO,1.0,kg,18.5,MAÍZ MORADO
