description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado,CLASIFICACION
Alimento Lácteo Pro Altura Peso Vainilla 400 g,SUSTAGEN,400.0,g,49.9,tottus,2024-12-04 13:20:57.571506,ALIMENTO LACTEO EN POLVO,400.0,g,49.9,ALIMENTO LACTEO EN POLVO
Alimento Lácteo Enfagrow Premium Promental Natural 850g,,850.0,g,92.2,wong,2024-12-04 19:04:50.855104,ALIMENTO LACTEO EN POLVO,850.0,g,92.2,ALIMENTO LACTEO EN POLVO
Alimento Lácteo Enfagrow Premium Promental Vainilla 850g,,850.0,g,92.2,wong,2024-12-04 19:04:50.855104,ALIMENTO LACTEO EN POLVO,850.0,g,92.2,ALIMENTO LACTEO EN POLVO
Alimento lácteo Premium Promental Preescolar Etapa 4 sabor vainilla 1.1 Kg,ENFAGROW,1.1,kg,99.0,tottus,2024-12-04 13:20:57.571506,ALIMENTO LACTEO EN POLVO,1.1,kg,99.0,ALIMENTO LACTEO EN POLVO
Alimento lácteo Premium Etapa 2 Promental Confort 800 g,ENFAGROW,800.0,g,99.9,tottus,2024-12-04 13:20:57.571506,ALIMENTO LACTEO EN POLVO,800.0,g,99.9,ALIMENTO LACTEO EN POLVO
Alimento Lácteo Enfagrow Premium Promental Confort Etapa 2 800g,,800.0,g,99.9,wong,2024-12-04 19:04:50.855104,ALIMENTO LACTEO EN POLVO,800.0,g,99.9,ALIMENTO LACTEO EN POLVO
Alimento Lácteo Enfagrow Premium Promental Preescolar Vainilla 1.1kg,,1.1,kg,107.4,wong,2024-12-04 19:04:50.855104,ALIMENTO LACTEO EN POLVO,1.1,kg,107.4,ALIMENTO LACTEO EN POLVO
Alimento lácteo Premium Promental Etapa 3 Sabor Vainilla 1350 g,ENFAGROW,1350.0,g,135.0,tottus,2024-12-04 13:20:57.571506,ALIMENTO LACTEO EN POLVO,1350.0,g,135.0,ALIMENTO LACTEO EN POLVO
Alimento lácteo Etapa 3 Premium Promental de 1350 g,ENFAGROW,1350.0,g,135.0,tottus,2024-12-04 13:20:57.571506,ALIMENTO LACTEO EN POLVO,1350.0,g,135.0,ALIMENTO LACTEO EN POLVO
Alimento lácteo Premium Promental etapa 3 sabor vainilla de 2.2 kg,ENFAGROW,2.2,kg,189.0,tottus,2024-12-04 13:20:57.571506,ALIMENTO LACTEO EN POLVO,2.2,kg,189.0,ALIMENTO LACTEO EN POLVO
Alimento lácteo Premium Promental Etapa 3 Natural de 2.2 Kg,ENFAGROW,2.2,kg,189.0,tottus,2024-12-04 13:20:57.571506,ALIMENTO LACTEO EN POLVO,2.2,kg,189.0,ALIMENTO LACTEO EN POLVO
Alimento Lácteo Enfagrow Premium Promental Natural 2.2kg,,2.2,kg,201.4,wong,2024-12-04 19:04:50.855104,ALIMENTO LACTEO EN POLVO,2.2,kg,201.4,ALIMENTO LACTEO EN POLVO
Alimento Lácteo Enfagrow Premium Promental Vainilla 2.2kg,,2.2,kg,201.4,wong,2024-12-04 19:04:50.855104,ALIMENTO LACTEO EN POLVO,2.2,kg,201.4,ALIMENTO LACTEO EN POLVO
