description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado,CLASIFICACION
Agua Mineral sin gas 625 mL,CIELO,625.0,ml,1.5,tottus,2024-12-04 14:01:02.731665,AGUA MINERAL SIN GAS,625.0,ml,1.5,AGUA MINERAL SIN GAS
Agua Sin Gas Mineral San Mateo Botella 600ml,,600.0,ml,1.8,wong,2024-12-04 20:50:54.621013,AGUA MINERAL SIN GAS,600.0,ml,1.8,AGUA MINERAL SIN GAS
Agua Sin Gas Mineral San Mateo Botella 600ml,,600.0,ml,1.8,metro,2024-12-04 22:23:19.422948,AGUA MINERAL SIN GAS,600.0,ml,1.8,AGUA MINERAL SIN GAS
Agua Mineral sin gas con Tapa Deportiva 1 L,CIELO,1.0,l,2.5,tottus,2024-12-04 14:01:02.731665,AGUA MINERAL SIN GAS,1.0,l,2.5,AGUA MINERAL SIN GAS
Agua Mineral SAN LUIS sin Gas Botella 1L,,1.0,l,2.6,plaza_vea,2024-12-04 14:42:17.725213,AGUA MINERAL SIN GAS,1.0,l,2.6,AGUA MINERAL SIN GAS
Agua Mineral sin gas 2.5 L,CIELO,2.5,l,2.9,tottus,2024-12-04 14:01:02.731665,AGUA MINERAL SIN GAS,2.5,l,2.9,AGUA MINERAL SIN GAS
Agua Mineral SAN LUIS sin Gas Botella 2.5L,,2.5,l,3.0,plaza_vea,2024-12-04 14:42:17.725213,AGUA MINERAL SIN GAS,2.5,l,3.0,AGUA MINERAL SIN GAS
Agua Mineral SAN LUIS sin Gas Botella 2.5L,SAN LUIS,2.5,l,3.0,vivanda,2024-12-04 18:19:12.420009,AGUA MINERAL SIN GAS,2.5,l,3.0,AGUA MINERAL SIN GAS
Agua Mineral SAN MATEO sin Gas Botella 2.5L,,2.5,l,3.0,plaza_vea,2024-12-04 14:42:17.725213,AGUA MINERAL SIN GAS,2.5,l,3.0,AGUA MINERAL SIN GAS
Agua Sin Gas Mineral San Mateo Botella 2.5 L,,2.5,l,3.0,wong,2024-12-04 20:50:54.621013,AGUA MINERAL SIN GAS,2.5,l,3.0,AGUA MINERAL SIN GAS
Agua Mineral sin gas 2.5 L,SAN LUIS,2.5,l,3.2,tottus,2024-12-04 14:01:02.731665,AGUA MINERAL SIN GAS,2.5,l,3.2,AGUA MINERAL SIN GAS
Agua mineral sin gas de 3 L,SAN CARLOS,3.0,l,3.9,tottus,2024-12-04 14:01:02.731665,AGUA MINERAL SIN GAS,3.0,l,3.9,AGUA MINERAL SIN GAS
Agua Mineral Sin Gas 2.5 L,SAN MATEO,2.5,l,3.9,tottus,2024-12-04 14:01:02.731665,AGUA MINERAL SIN GAS,2.5,l,3.9,AGUA MINERAL SIN GAS
Agua Mineral EVIAN sin Gas Botella 330ml,EVIAN,330.0,ml,6.9,vivanda,2024-12-04 18:19:12.420009,AGUA MINERAL SIN GAS,330.0,ml,6.9,AGUA MINERAL SIN GAS
Agua Mineral sin gas Bidón Descartable 7 L,CIELO,7.0,l,6.9,tottus,2024-12-04 14:01:02.731665,AGUA MINERAL SIN GAS,7.0,l,6.9,AGUA MINERAL SIN GAS
Agua Mineral Natural Sin Gas Acqua Panna Glass 505 ml,,505.0,ml,7.9,wong,2024-12-04 20:50:54.621013,AGUA MINERAL SIN GAS,505.0,ml,7.9,AGUA MINERAL SIN GAS
Agua Mineral SAN MATEO Sin Gas Bidón 7L,,7.0,l,8.5,plaza_vea,2024-12-04 14:42:17.725213,AGUA MINERAL SIN GAS,7.0,l,8.5,AGUA MINERAL SIN GAS
Agua Mineral EVIAN sin Gas Botella 500ml,,500.0,ml,8.5,plaza_vea,2024-12-04 14:42:17.725213,AGUA MINERAL SIN GAS,500.0,ml,8.5,AGUA MINERAL SIN GAS
Agua Sin Gas Mineral San Mateo Bidón 7 L,,7.0,l,8.5,wong,2024-12-04 20:50:54.621013,AGUA MINERAL SIN GAS,7.0,l,8.5,AGUA MINERAL SIN GAS
Agua Mineral EVIAN sin Gas Botella de Vidrio 3...,,330.0,ml,8.5,plaza_vea,2024-12-04 14:42:17.725213,AGUA MINERAL SIN GAS,330.0,ml,8.5,AGUA MINERAL SIN GAS
Agua Mineral EVIAN sin Gas Botella de Vidrio 330ml,EVIAN,330.0,ml,8.5,vivanda,2024-12-04 18:19:12.420009,AGUA MINERAL SIN GAS,330.0,ml,8.5,AGUA MINERAL SIN GAS
Agua Mineral Sin Gas 7 L,SAN MATEO,7.0,l,8.9,tottus,2024-12-04 14:01:02.731665,AGUA MINERAL SIN GAS,7.0,l,8.9,AGUA MINERAL SIN GAS
Agua Sin Gas Mineral San Mateo Bidón 7 L,,7.0,l,9.0,metro,2024-12-04 22:23:19.422948,AGUA MINERAL SIN GAS,7.0,l,9.0,AGUA MINERAL SIN GAS
Agua Sin Gas Mineral San Mateo Pack 6 Unidades de 600 ml c/u,,6.0,un,10.8,wong,2024-12-04 20:50:54.621013,AGUA MINERAL SIN GAS,6.0,un,10.8,AGUA MINERAL SIN GAS
Agua Sin Gas Mineral San Mateo Pack 6 Unidades de 600 ml c/u,,6.0,un,10.8,metro,2024-12-04 22:23:19.422948,AGUA MINERAL SIN GAS,6.0,un,10.8,AGUA MINERAL SIN GAS
Agua Mineral EVIAN sin Gas Botella 750ml,,750.0,ml,13.5,plaza_vea,2024-12-04 14:42:17.725213,AGUA MINERAL SIN GAS,750.0,ml,13.5,AGUA MINERAL SIN GAS
Agua Mineral SAN LUIS sin Gas Botella 2.5L Paquete 6un,SAN LUIS,2.5,l,14.9,vivanda,2024-12-04 18:19:12.420009,AGUA MINERAL SIN GAS,2.5,l,14.9,AGUA MINERAL SIN GAS
Agua Mineral SAN LUIS sin Gas Botella 2.5L Paq...,,6.0,un,14.9,plaza_vea,2024-12-04 14:42:17.725213,AGUA MINERAL SIN GAS,6.0,un,14.9,AGUA MINERAL SIN GAS
Sixpack Agua Mineral Sin Gas San Mateo Botella 2.5L,,2.5,l,16.8,wong,2024-12-04 20:50:54.621013,AGUA MINERAL SIN GAS,2.5,l,16.8,AGUA MINERAL SIN GAS
Agua Mineral EVIAN sin Gas Botella 1.5L,EVIAN,1.5,l,17.0,vivanda,2024-12-04 18:19:12.420009,AGUA MINERAL SIN GAS,1.5,l,17.0,AGUA MINERAL SIN GAS
Agua mineral sin gas en bidón de 20 L,SAN CARLOS,20.0,l,19.2,tottus,2024-12-04 14:01:02.731665,AGUA MINERAL SIN GAS,20.0,l,19.2,AGUA MINERAL SIN GAS
Agua Mineral sin gas 20 L,SAN LUIS,20.0,l,24.5,tottus,2024-12-04 14:01:02.731665,AGUA MINERAL SIN GAS,20.0,l,24.5,AGUA MINERAL SIN GAS
Agua Mineral EVIAN Sin Gas Paquete 6un Botella 330ml,EVIAN,6.0,un,41.6,vivanda,2024-12-04 18:19:12.420009,AGUA MINERAL SIN GAS,6.0,un,41.6,AGUA MINERAL SIN GAS
Agua Mineral EVIAN sin Gas Botella 500ml Paquete 6un,EVIAN,500.0,ml,48.4,vivanda,2024-12-04 18:19:12.420009,AGUA MINERAL SIN GAS,500.0,ml,48.4,AGUA MINERAL SIN GAS
Twelvepack Agua Mineral Natural Sin Gas Acqua Panna Botella 750ml,,750.0,ml,129.0,wong,2024-12-04 20:50:54.621013,AGUA MINERAL SIN GAS,750.0,ml,129.0,AGUA MINERAL SIN GAS
