description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado,CLASIFICACION
Cereal VEGA Hojuelas Azucaradas Bolsa 140g,Vega,140.0,g,2.9,vega,2024-12-04 13:17:08.620683,CEREALES PROCESADOS SIMPLES (HOJUELAS),140.0,g,2.9,CEREALES PROCESADOS SIMPLES (HOJUELAS)
Hojuelas de Cereales Sabor Chocolate Chocapic Bolsa 90 g,,90.0,g,6.0,metro,2024-12-04 20:54:40.266422,CEREALES PROCESADOS SIMPLES (HOJUELAS),90.0,g,6.0,CEREALES PROCESADOS SIMPLES (HOJUELAS)
Cereal Copix en Hojuelas de Chocolate 380 g,ANGEL,380.0,g,11.9,tottus,2024-12-04 13:06:23.303851,CEREALES PROCESADOS SIMPLES (HOJUELAS),380.0,g,11.9,CEREALES PROCESADOS SIMPLES (HOJUELAS)
Cereal Ángel Life Fibra en Hojuelas de Trigo 300 g,ANGEL,300.0,g,12.5,tottus,2024-12-04 13:06:23.303851,CEREALES PROCESADOS SIMPLES (HOJUELAS),300.0,g,12.5,CEREALES PROCESADOS SIMPLES (HOJUELAS)
Cereal Ángel Life Multigrain en Hojuelas de Trigo y Cranberries 300 g,ANGEL,300.0,g,12.5,tottus,2024-12-04 13:06:23.303851,CEREALES PROCESADOS SIMPLES (HOJUELAS),300.0,g,12.5,CEREALES PROCESADOS SIMPLES (HOJUELAS)
Cereal Life Cero Sin Azúcar en Hojuelas de Trigo y Maíz de 300 g,ANGEL,300.0,g,12.5,tottus,2024-12-04 13:06:23.303851,CEREALES PROCESADOS SIMPLES (HOJUELAS),300.0,g,12.5,CEREALES PROCESADOS SIMPLES (HOJUELAS)
Cereal ANGEL Hojuelas de maíz azucaradas Bolsa...,,500.0,g,15.7,plaza_vea,2024-12-04 13:11:00.538759,CEREALES PROCESADOS SIMPLES (HOJUELAS),500.0,g,15.7,CEREALES PROCESADOS SIMPLES (HOJUELAS)
Cereal Hojuelas de Maíz Azúcaradas Zuck 500 g,ANGEL,500.0,g,15.7,tottus,2024-12-04 13:06:23.303851,CEREALES PROCESADOS SIMPLES (HOJUELAS),500.0,g,15.7,CEREALES PROCESADOS SIMPLES (HOJUELAS)
Cereal en Hojuelas de Maíz ángel Flakes 1 kg,ANGEL,1.0,kg,15.9,tottus,2024-12-04 13:06:23.303851,CEREALES PROCESADOS SIMPLES (HOJUELAS),1.0,kg,15.9,CEREALES PROCESADOS SIMPLES (HOJUELAS)
Cereal en hojuelas con pasas y coco de 330 g,FITNESS,330.0,g,19.7,tottus,2024-12-04 13:06:23.303851,CEREALES PROCESADOS SIMPLES (HOJUELAS),330.0,g,19.7,CEREALES PROCESADOS SIMPLES (HOJUELAS)
Cereal Ángel Life Fibra en Hojuelas de Trigo 560 g,ANGEL,560.0,g,21.5,tottus,2024-12-04 13:06:23.303851,CEREALES PROCESADOS SIMPLES (HOJUELAS),560.0,g,21.5,CEREALES PROCESADOS SIMPLES (HOJUELAS)
Cereal ÁNGEL Zuck Hojuelas de Maíz Azucaradas ...,,1.0,kg,21.9,plaza_vea,2024-12-04 13:11:00.538759,CEREALES PROCESADOS SIMPLES (HOJUELAS),1.0,kg,21.9,CEREALES PROCESADOS SIMPLES (HOJUELAS)
Cereal en Hojuelas de Maíz Azúcaradas Zuck 1 kg,ANGEL,1.0,kg,22.0,tottus,2024-12-04 13:06:23.303851,CEREALES PROCESADOS SIMPLES (HOJUELAS),1.0,kg,22.0,CEREALES PROCESADOS SIMPLES (HOJUELAS)
