description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado,CLASIFICACION
Filete de Atún en Aceite Vegetal Metro 140g,,140.0,g,4.4,metro,2024-12-04 21:12:41.829752,FILETE DE PESCADO EN CONSERVA,140.0,g,4.4,FILETE DE PESCADO EN CONSERVA
Filete de Atún en Agua y Sal Metro 140g,,140.0,g,4.4,metro,2024-12-04 21:12:41.829752,FILETE DE PESCADO EN CONSERVA,140.0,g,4.4,FILETE DE PESCADO EN CONSERVA
Filete De Atún En Aceite x 140 g,TOTTUS,140.0,g,4.6,tottus,2024-12-04 13:18:43.163890,FILETE DE PESCADO EN CONSERVA,140.0,g,4.6,FILETE DE PESCADO EN CONSERVA
Filetes De Atún En Agua x 140 g,TOTTUS,140.0,g,4.6,tottus,2024-12-04 13:18:43.163890,FILETE DE PESCADO EN CONSERVA,140.0,g,4.6,FILETE DE PESCADO EN CONSERVA
Filete de Atún en Agua y Sal Cuisine & Co 140g,,140.0,g,4.8,metro,2024-12-04 21:12:41.829752,FILETE DE PESCADO EN CONSERVA,140.0,g,4.8,FILETE DE PESCADO EN CONSERVA
Filete de Caballa FRESCOMAR Aceite Vegetal Lat...,,170.0,g,4.8,plaza_vea,2024-12-04 13:33:06.857208,FILETE DE PESCADO EN CONSERVA,170.0,g,4.8,FILETE DE PESCADO EN CONSERVA
Filete de Atún en Aceite Vegetal Cuisine & Co 140g,,140.0,g,4.8,metro,2024-12-04 21:12:41.829752,FILETE DE PESCADO EN CONSERVA,140.0,g,4.8,FILETE DE PESCADO EN CONSERVA
Filete de Caballa en Aceite Vegetal Cuisine & Co 170g,,170.0,g,4.9,wong,2024-12-04 18:59:52.971101,FILETE DE PESCADO EN CONSERVA,170.0,g,4.9,FILETE DE PESCADO EN CONSERVA
Filete de Atún en Aceite 170 g,TOTTUS,170.0,g,4.9,tottus,2024-12-04 13:18:43.163890,FILETE DE PESCADO EN CONSERVA,170.0,g,4.9,FILETE DE PESCADO EN CONSERVA
Filete de Atún BELL'S en Agua Lata 150gr,BELL'S,150.0,g,4.9,vivanda,2024-12-04 17:34:20.870187,FILETE DE PESCADO EN CONSERVA,150.0,g,4.9,FILETE DE PESCADO EN CONSERVA
Filete de Atún VEGA en Aceite Vegetal Lata 150g,Vega,150.0,g,4.9,vega,2024-12-04 13:39:22.637753,FILETE DE PESCADO EN CONSERVA,150.0,g,4.9,FILETE DE PESCADO EN CONSERVA
Filete de Caballa en Aceite Vegetal Tambomar 120g,,120.0,g,5.1,metro,2024-12-04 21:12:41.829752,FILETE DE PESCADO EN CONSERVA,120.0,g,5.1,FILETE DE PESCADO EN CONSERVA
Filete de Bonito en Aceite Vegetal Tambomar 120g,,120.0,g,5.1,metro,2024-12-04 21:12:41.829752,FILETE DE PESCADO EN CONSERVA,120.0,g,5.1,FILETE DE PESCADO EN CONSERVA
Filete de Bonito en Aceite Campomar 150g,,150.0,g,5.1,metro,2024-12-04 21:12:41.829752,FILETE DE PESCADO EN CONSERVA,150.0,g,5.1,FILETE DE PESCADO EN CONSERVA
Filete de Bonito en Aceite Campomar 150g,,150.0,g,5.1,wong,2024-12-04 18:59:52.971101,FILETE DE PESCADO EN CONSERVA,150.0,g,5.1,FILETE DE PESCADO EN CONSERVA
Filete de Caballa Marinero 140g,,140.0,g,5.2,wong,2024-12-04 18:59:52.971101,FILETE DE PESCADO EN CONSERVA,140.0,g,5.2,FILETE DE PESCADO EN CONSERVA
Filete de Caballa Marinero 140g,,140.0,g,5.2,metro,2024-12-04 21:12:41.829752,FILETE DE PESCADO EN CONSERVA,140.0,g,5.2,FILETE DE PESCADO EN CONSERVA
