description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado,CLASIFICACION
Kion en Polvo Toña 18g,,18.0,g,3.5,metro,2024-12-04 22:06:26.850516,KION (ESPECIAS),18.0,g,3.5,KION (ESPECIAS)
Kion en Polvo Alida Chiang 10g,,10.0,g,5.7,metro,2024-12-04 22:06:26.850516,KION (ESPECIAS),10.0,g,5.7,KION (ESPECIAS)
Kion en Polvo Alida Chiang 10g,,10.0,g,5.7,wong,2024-12-04 20:23:17.953944,KION (ESPECIAS),10.0,g,5.7,KION (ESPECIAS)
Kion,,0.3,kg,9.9,plaza_vea,2024-12-04 14:29:00.733790,KION (ESPECIAS),0.3,kg,9.9,KION (ESPECIAS)
