description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Lima de Cartón para Uñas BOREAL Paquete 12un,BOREAL,S/ 5.00,vivanda,LIZA,2024-12-06 11:31:15.916391,12.0,un,Lima de Cartón para Uñas BOREAL Paquete,5.0
Lima para Pies BOREAL Paquete 1un,BOREAL,S/ 8.70,vivanda,LIZA,2024-12-06 11:31:15.916391,1.0,un,Lima para Pies BOREAL Paquete,8.7
Lavavajillas Líquido AYUDIN Lima Limón 640ml,AYUDIN,S/ 12.90,vivanda,LIZA,2024-12-06 11:31:15.916391,640.0,ml,Lavavajillas Líquido AYUDIN Lima Limón,12.9
Gaseosa SPRITE Lima Limón Botella 3L,SPRITE,S/ 7.50,vivanda,LIZA,2024-12-06 11:31:15.916391,3.0,l,Gaseosa SPRITE Lima Limón Botella,7.5
Papas Fritas INKA CHIPS Finas Hierbas Bolsa y Lima 115g,INKA CHIPS,S/ 8.20,vivanda,LIZA,2024-12-06 11:31:15.916391,115.0,g,Papas Fritas INKA CHIPS Finas Hierbas Bolsa y Lima,8.2
Lavavajilla Líquido AYUDIN Lima Limón 900ml,AYUDIN,S/ 16.90,vivanda,LIZA,2024-12-06 11:31:15.916391,900.0,ml,Lavavajilla Líquido AYUDIN Lima Limón,16.9
Gaseosa SEVEN UP Sabor Lima Limón Botella 355ml,SEVEN UP,S/ 1.00,vivanda,LIZA,2024-12-06 11:31:15.916391,355.0,ml,Gaseosa SEVEN UP Sabor Lima Limón Botella,1.0
Gaseosa SEVEN UP Lima Limón Botella 500ml,SEVEN UP,S/ 2.20,vivanda,LIZA,2024-12-06 11:31:15.916391,500.0,ml,Gaseosa SEVEN UP Lima Limón Botella,2.2
Gaseosa SEVEN UP Lima limón Botella 1.5L,SEVEN UP,S/ 4.50,vivanda,LIZA,2024-12-06 11:31:15.916391,1.5,l,Gaseosa SEVEN UP Lima limón Botella,4.5
Gaseosa SEVEN UP Lima Limón Botella 3L,SEVEN UP,S/ 6.90,vivanda,LIZA,2024-12-06 11:31:15.916391,3.0,l,Gaseosa SEVEN UP Lima Limón Botella,6.9
