description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Maíz Pop Corn BELL'S Bolsa 500g,BELL'S,S/ 4.40,vivanda,MAÍZ SECO CANCHA,2024-12-06 11:09:56.908786,500.0,g,Maíz Pop Corn BELL'S Bolsa,4.4
Maíz Morado Deshidratado GUVA Bolsa 1kg,GUVA,S/ 15.99,vivanda,MAÍZ SECO CANCHA,2024-12-06 11:09:56.908786,1.0,kg,Maíz Morado Deshidratado GUVA Bolsa,15.99
Maíz Pop Corn COSTEÑO Bolsa 500g,COSTENO,S/ 4.60,vivanda,MAÍZ SECO CANCHA,2024-12-06 11:09:56.908786,500.0,g,Maíz Pop Corn COSTEÑO Bolsa,4.6
Maíz Pop Corn BELL'S Dulce Bolsa 70g,BELL'S,S/ 2.10,vivanda,MAÍZ SECO CANCHA,2024-12-06 11:09:56.908786,70.0,g,Maíz Pop Corn BELL'S Dulce Bolsa,2.1
Maíz Pop Corn TESORO VERDE Bolsa 500g,TESORO VERDE,S/ 4.20,vivanda,MAÍZ SECO CANCHA,2024-12-06 11:09:56.908786,500.0,g,Maíz Pop Corn TESORO VERDE Bolsa,4.2
Maíz Dulce FRUTO DE ORO Lata 184g,FRUTO DE ORO,S/ 4.90,vivanda,MAÍZ SECO CANCHA,2024-12-06 11:09:56.908786,184.0,g,Maíz Dulce FRUTO DE ORO Lata,4.9
Maíz Pop Corn PLANET POP Mantequilla Paquete 3un,PLANET POP,S/ 10.70,vivanda,MAÍZ SECO CANCHA,2024-12-06 11:09:56.908786,3.0,un,Maíz Pop Corn PLANET POP Mantequilla Paquete,10.7
Maíz Chullpi BELL'S Bolsa 400g,BELL'S,S/ 6.30,vivanda,MAÍZ SECO CANCHA,2024-12-06 11:09:56.908786,400.0,g,Maíz Chullpi BELL'S Bolsa,6.3
Maíz Cancha Cusco BELL'S Bolsa 400g,BELL'S,S/ 6.50,vivanda,MAÍZ SECO CANCHA,2024-12-06 11:09:56.908786,400.0,g,Maíz Cancha Cusco BELL'S Bolsa,6.5
Maíz Pop Corn VALLENORTE Bolsa 500g,VALLENORTE,S/ 6.40,vivanda,MAÍZ SECO CANCHA,2024-12-06 11:09:56.908786,500.0,g,Maíz Pop Corn VALLENORTE Bolsa,6.4
Maíz Tostado BELL'S Táper 150g,BELL'S,S/ 5.60,vivanda,MAÍZ SECO CANCHA,2024-12-06 11:09:56.908786,150.0,g,Maíz Tostado BELL'S Táper,5.6
Maíz Dulce FRUTO DE ORO Lata 425g,FRUTO DE ORO,S/ 6.90,vivanda,MAÍZ SECO CANCHA,2024-12-06 11:09:56.908786,425.0,g,Maíz Dulce FRUTO DE ORO Lata,6.9
Maíz Mote Precocido GUVA Bolsa 500g,GUVA,S/ 8.99,vivanda,MAÍZ SECO CANCHA,2024-12-06 11:09:56.908786,500.0,g,Maíz Mote Precocido GUVA Bolsa,8.99
Piqueo BELL'S Frutos Secos Maíz del Cusco Bolsa 100g,BELL'S,S/ 4.60,vivanda,MAÍZ SECO CANCHA,2024-12-06 11:09:56.908786,100.0,g,Piqueo BELL'S Frutos Secos Maíz del Cusco Bolsa,4.6
Galletas de Maíz SALMAS Horneadas Caja 216g,SALMAS,S/ 14.90,vivanda,MAÍZ SECO CANCHA,2024-12-06 11:09:56.908786,216.0,g,Galletas de Maíz SALMAS Horneadas Caja,14.9
Frutos Secos VILLA NATURA Cocktail Premium Bolsa 150g,VILLA NATURA,S/ 11.00,vivanda,MAÍZ SECO CANCHA,2024-12-06 11:09:56.908786,150.0,g,Frutos Secos VILLA NATURA Cocktail Premium Bolsa,11.0
Piqueo VALLE ALTO Frutos secos con almendras Bolsa 150Gr,VALLEALTO,S/ 6.40,vivanda,MAÍZ SECO CANCHA,2024-12-06 11:09:56.908786,150.0,g,Piqueo VALLE ALTO Frutos secos con almendras Bolsa r,6.4
Lunch Seco con Frejoles y Arroz LA FLORENCIA 450g,LA FLORENCIA,S/ 12.90,vivanda,MAÍZ SECO CANCHA,2024-12-06 11:09:56.908786,450.0,g,Lunch Seco con Frejoles y Arroz LA FLORENCIA,12.9
Galletas de Maíz SALMAS Horneadas con Camote y Zanahoria Caja 126g,SALMAS,S/ 11.50,vivanda,MAÍZ SECO CANCHA,2024-12-06 11:09:56.908786,126.0,g,Galletas de Maíz SALMAS Horneadas con Camote y Zanahoria Caja,11.5
