description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Gelatina UNIVERSAL Sabor a Fresa Caja 19g,UNIVERSAL,S/ 3.70,vivanda,GELATINA (PARA PREPARAR),2024-12-06 12:15:23.508126,19.0,g,Gelatina UNIVERSAL Sabor a Fresa Caja,3.7
Gelatina UNIVERSAL Sabor a Piña Caja 19g,UNIVERSAL,S/ 3.70,vivanda,GELATINA (PARA PREPARAR),2024-12-06 12:15:23.508126,19.0,g,Gelatina UNIVERSAL Sabor a Piña Caja,3.7
Gelatina UNIVERSAL Fresa con Stevia Bolsa 19g,UNIVERSAL,S/ 5.20,vivanda,GELATINA (PARA PREPARAR),2024-12-06 12:15:23.508126,19.0,g,Gelatina UNIVERSAL Fresa con Stevia Bolsa,5.2
Gelatina UNIVERSAL Sabor a Naranja sin Azúcar Caja 19g,UNIVERSAL,S/ 3.70,vivanda,GELATINA (PARA PREPARAR),2024-12-06 12:15:23.508126,19.0,g,Gelatina UNIVERSAL Sabor a Naranja sin Azúcar Caja,3.7
Gelatina UNIVERSAL Sabor a Fresa Bolsa 130g,UNIVERSAL,S/ 3.99,vivanda,GELATINA (PARA PREPARAR),2024-12-06 12:15:23.508126,130.0,g,Gelatina UNIVERSAL Sabor a Fresa Bolsa,3.99
Gelatina UNIVERSAL Sabor a Cereza Bolsa 130g,UNIVERSAL,S/ 3.99,vivanda,GELATINA (PARA PREPARAR),2024-12-06 12:15:23.508126,130.0,g,Gelatina UNIVERSAL Sabor a Cereza Bolsa,3.99
Gelatina ROYAL Sabor a Fresa Bolsa 160g,ROYAL,S/ 5.00,vivanda,GELATINA (PARA PREPARAR),2024-12-06 12:15:23.508126,160.0,g,Gelatina ROYAL Sabor a Fresa Bolsa,5.0
Gelatina UNIVERSAL Sabor a Naranja Bolsa 130g,UNIVERSAL,S/ 3.99,vivanda,GELATINA (PARA PREPARAR),2024-12-06 12:15:23.508126,130.0,g,Gelatina UNIVERSAL Sabor a Naranja Bolsa,3.99
Gelatina ROYAL Sabor Naranja Bolsa 160g,ROYAL,S/ 5.20,vivanda,GELATINA (PARA PREPARAR),2024-12-06 12:15:23.508126,160.0,g,Gelatina ROYAL Sabor Naranja Bolsa,5.2
Gelatina UNIVERSAL Sabor a Uva Bolsa 130g,UNIVERSAL,S/ 3.99,vivanda,GELATINA (PARA PREPARAR),2024-12-06 12:15:23.508126,130.0,g,Gelatina UNIVERSAL Sabor a Uva Bolsa,3.99
Gelatina UMSHA Sabor a Limón Bolsa 120g,UMSHA,S/ 3.70,vivanda,GELATINA (PARA PREPARAR),2024-12-06 12:15:23.508126,120.0,g,Gelatina UMSHA Sabor a Limón Bolsa,3.7
Gelatina UMSHA de Uva Bolsa 120g,UMSHA,S/ 3.50,vivanda,GELATINA (PARA PREPARAR),2024-12-06 12:15:23.508126,120.0,g,Gelatina UMSHA de Uva Bolsa,3.5
Gelatina Light BELL'S Piña Bolsa 19g,BELL'S,S/ 2.60,vivanda,GELATINA (PARA PREPARAR),2024-12-06 12:15:23.508126,19.0,g,Gelatina Light BELL'S Piña Bolsa,2.6
Gelatina UNIVERSAL con Sabor a Fresa Extra Colágeno Bolsa 30g,UNIVERSAL,S/ 5.20,vivanda,GELATINA (PARA PREPARAR),2024-12-06 12:15:23.508126,30.0,g,Gelatina UNIVERSAL con Sabor a Fresa Extra Colágeno Bolsa,5.2
Gelatina UMSHA Sabor a Fresa Bolsa 120g,UMSHA,S/ 3.40,vivanda,GELATINA (PARA PREPARAR),2024-12-06 12:15:23.508126,120.0,g,Gelatina UMSHA Sabor a Fresa Bolsa,3.4
Gelatina UNIVERSAL Sabor a Limón Bolsa 130g,UNIVERSAL,S/ 3.99,vivanda,GELATINA (PARA PREPARAR),2024-12-06 12:15:23.508126,130.0,g,Gelatina UNIVERSAL Sabor a Limón Bolsa,3.99
Gelatina UMSHA Sabor a Naranja Bolsa 120g,UMSHA,S/ 3.40,vivanda,GELATINA (PARA PREPARAR),2024-12-06 12:15:23.508126,120.0,g,Gelatina UMSHA Sabor a Naranja Bolsa,3.4
Gelatina UNIVERSAL Sabor a Piña Bolsa 130g,UNIVERSAL,S/ 3.99,vivanda,GELATINA (PARA PREPARAR),2024-12-06 12:15:23.508126,130.0,g,Gelatina UNIVERSAL Sabor a Piña Bolsa,3.99
Gelatina UMSHA Sabor a Piña Bolsa 120g,UMSHA,S/ 3.40,vivanda,GELATINA (PARA PREPARAR),2024-12-06 12:15:23.508126,120.0,g,Gelatina UMSHA Sabor a Piña Bolsa,3.4
Gelatina ROYAL Sabor a Cereza Bolsa 160g,ROYAL,S/ 5.20,vivanda,GELATINA (PARA PREPARAR),2024-12-06 12:15:23.508126,160.0,g,Gelatina ROYAL Sabor a Cereza Bolsa,5.2
Gelatina BELL'S Sabor a Piña Bolsa 180g,BELL'S,S/ 3.60,vivanda,GELATINA (PARA PREPARAR),2024-12-06 12:15:23.508126,180.0,g,Gelatina BELL'S Sabor a Piña Bolsa,3.6
Gelatina ROYAL Sabor a Piña Bolsa 160g,ROYAL,S/ 5.20,vivanda,GELATINA (PARA PREPARAR),2024-12-06 12:15:23.508126,160.0,g,Gelatina ROYAL Sabor a Piña Bolsa,5.2
Gelatina BELL'S Sabor a Naranja Bolsa 180g,BELL'S,S/ 3.60,vivanda,GELATINA (PARA PREPARAR),2024-12-06 12:15:23.508126,180.0,g,Gelatina BELL'S Sabor a Naranja Bolsa,3.6
Gelatina UNIVERSAL Sabor a Durazno Bolsa 130g,UNIVERSAL,S/ 3.99,vivanda,GELATINA (PARA PREPARAR),2024-12-06 12:15:23.508126,130.0,g,Gelatina UNIVERSAL Sabor a Durazno Bolsa,3.99
Gelatina Bebible UMSHA Fresa Bolsa 20g,UMSHA,S/ 1.30,vivanda,GELATINA (PARA PREPARAR),2024-12-06 12:15:23.508126,20.0,g,Gelatina Bebible UMSHA Fresa Bolsa,1.3
Harina de Trigo NICOLINI Sin Preparar Bolsa 1Kg,NICOLINI,S/ 6.10,vivanda,GELATINA (PARA PREPARAR),2024-12-06 12:15:23.508126,1.0,kg,Harina de Trigo NICOLINI Sin Preparar Bolsa,6.1
Harina de Trigo Preparada BLANCA FLOR Bolsa 1Kg,BLANCA FLOR,S/ 8.70,vivanda,GELATINA (PARA PREPARAR),2024-12-06 12:15:23.508126,1.0,kg,Harina de Trigo Preparada BLANCA FLOR Bolsa,8.7
Harina sin Preparar BLANCA FLOR Bolsa 1kg,BLANCA FLOR,S/ 7.50,vivanda,GELATINA (PARA PREPARAR),2024-12-06 12:15:23.508126,1.0,kg,Harina sin Preparar BLANCA FLOR Bolsa,7.5
Harina de Trigo Preparada BELL'S Bolsa 1Kg,BELL'S,S/ 7.00,vivanda,GELATINA (PARA PREPARAR),2024-12-06 12:15:23.508126,1.0,kg,Harina de Trigo Preparada BELL'S Bolsa,7.0
Harina sin Preparar MOLITALIA Bolsa 180g,MOLITALIA,S/ 1.20,vivanda,GELATINA (PARA PREPARAR),2024-12-06 12:15:23.508126,180.0,g,Harina sin Preparar MOLITALIA Bolsa,1.2
Harina de Trigo NICOLINI Preparada Bolsa 1Kg,NICOLINI,S/ 6.99,vivanda,GELATINA (PARA PREPARAR),2024-12-06 12:15:23.508126,1.0,kg,Harina de Trigo NICOLINI Preparada Bolsa,6.99
Harina de Trigo sin Preparar BELL'S Bolsa 1Kg,BELL'S,S/ 4.40,vivanda,GELATINA (PARA PREPARAR),2024-12-06 12:15:23.508126,1.0,kg,Harina de Trigo sin Preparar BELL'S Bolsa,4.4
Acondicionador TRESEMMÉ Keratina Frasco 500ml,TRESEMMÉ,S/ 28.90,vivanda,GELATINA (PARA PREPARAR),2024-12-06 12:15:23.508126,500.0,ml,Acondicionador TRESEMMÉ Keratina Frasco,28.9
Crema para Peinar TRESEMMÉ Keratina Antifrizz Frasco 200ml,TRESEMMÉ,S/ 19.90,vivanda,GELATINA (PARA PREPARAR),2024-12-06 12:15:23.508126,200.0,ml,Crema para Peinar TRESEMMÉ Keratina Antifrizz Frasco,19.9
Licor Preparado SMIRNOFF Ice Green Apple Botella 355ml,SMIRNOFF,S/ 8.90,vivanda,GELATINA (PARA PREPARAR),2024-12-06 12:15:23.508126,355.0,ml,Licor Preparado SMIRNOFF Ice Green Apple Botella,8.9
Licor Preparado SMIRNOFF Ice Original Botella 355ml,SMIRNOFF,S/ 8.90,vivanda,GELATINA (PARA PREPARAR),2024-12-06 12:15:23.508126,355.0,ml,Licor Preparado SMIRNOFF Ice Original Botella,8.9
Harina de Trigo sin Preparar MOLITALIA sin Preparar Bolsa 1kg,MOLITALIA,S/ 6.30,vivanda,GELATINA (PARA PREPARAR),2024-12-06 12:15:23.508126,1.0,kg,Harina de Trigo sin Preparar MOLITALIA sin Preparar Bolsa,6.3
Shampoo Kativa Keratina Frasco 355ml,KATIVA,S/ 25.90,vivanda,GELATINA (PARA PREPARAR),2024-12-06 12:15:23.508126,355.0,ml,Shampoo Kativa Keratina Frasco,25.9
Shampoo TRESEMMÉ Keratina Frasco 500ml,TRESEMMÉ,S/ 28.90,vivanda,GELATINA (PARA PREPARAR),2024-12-06 12:15:23.508126,500.0,ml,Shampoo TRESEMMÉ Keratina Frasco,28.9
Crema de Tratamiento Kativa Keratina Frasco 300ml,KATIVA,S/ 29.90,vivanda,GELATINA (PARA PREPARAR),2024-12-06 12:15:23.508126,300.0,ml,Crema de Tratamiento Kativa Keratina Frasco,29.9
Shampoo PANTENE Keratina Frasco 510ml,PANTENE,S/ 30.90,vivanda,GELATINA (PARA PREPARAR),2024-12-06 12:15:23.508126,510.0,ml,Shampoo PANTENE Keratina Frasco,30.9
Mezcla en Polvo KATZEL para Preparar Brownies Caja 313g,KATZEL,S/ 9.50,vivanda,GELATINA (PARA PREPARAR),2024-12-06 12:15:23.508126,313.0,g,Mezcla en Polvo KATZEL para Preparar Brownies Caja,9.5
