description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Cebolla Roja x kg,VIVANDA,S/ 2.69,vivanda,CEBOLLA DE CABEZA (ROJA),2024-12-06 11:58:16.836142,1.0,kg,Cebolla Roja,2.69
Cebolla Blanca x kg,VIVANDA,S/ 3.79,vivanda,CEBOLLA DE CABEZA (ROJA),2024-12-06 11:58:16.836142,1.0,kg,Cebolla Blanca,3.79
Cebolla China BELL'S FRESCOS Bolsa 320g,BELL'S FRESCOS,S/ 3.49,vivanda,CEBOLLA DE CABEZA (ROJA),2024-12-06 11:58:16.836142,320.0,g,Cebolla China BELL'S FRESCOS Bolsa,3.49
Cebolla China VIVA Bolsa 250g,VIVA,S/ 6.00,vivanda,CEBOLLA DE CABEZA (ROJA),2024-12-06 11:58:16.836142,250.0,g,Cebolla China VIVA Bolsa,6.0
Cebolla Picada BELL'S FRESCOS Bandeja 200g,BELL'S FRESCOS,S/ 8.99,vivanda,CEBOLLA DE CABEZA (ROJA),2024-12-06 11:58:16.836142,200.0,g,Cebolla Picada BELL'S FRESCOS Bandeja,8.99
Cebolla en polvo BADIA Frasco 78Gr,BADIA,S/ 9.70,vivanda,CEBOLLA DE CABEZA (ROJA),2024-12-06 11:58:16.836142,78.0,g,Cebolla en polvo BADIA Frasco r,9.7
Papas INKA CHIPS BBQ & Cebolla Bolsa 135g,INKA CHIPS,S/ 7.80,vivanda,CEBOLLA DE CABEZA (ROJA),2024-12-06 11:58:16.836142,135.0,g,Papas INKA CHIPS BBQ & Cebolla Bolsa,7.8
Papas Fritas BELL'S Sabor Crema y Cebolla Lata 150g,BELL'S,S/ 6.20,vivanda,CEBOLLA DE CABEZA (ROJA),2024-12-06 11:58:16.836142,150.0,g,Papas Fritas BELL'S Sabor Crema y Cebolla Lata,6.2
Papas PRINGLES Crema y Cebolla Lata 109g,PRINGLES,S/ 8.50,vivanda,CEBOLLA DE CABEZA (ROJA),2024-12-06 11:58:16.836142,109.0,g,Papas PRINGLES Crema y Cebolla Lata,8.5
Sazonador Total con Cebolla GOYA Frasco 312g,GOYA,S/ 28.90,vivanda,CEBOLLA DE CABEZA (ROJA),2024-12-06 11:58:16.836142,312.0,g,Sazonador Total con Cebolla GOYA Frasco,28.9
Huevos Pardos LA CALERA Paquete 30un,LA CALERA,S/ 23.30,vivanda,CEBOLLA DE CABEZA (ROJA),2024-12-06 11:58:16.836142,30.0,un,Huevos Pardos LA CALERA Paquete,23.3
Huevos de Gallina LA CALERA de Corral Bandeja 12un,LA CALERA,S/ 14.50,vivanda,CEBOLLA DE CABEZA (ROJA),2024-12-06 11:58:16.836142,12.0,un,Huevos de Gallina LA CALERA de Corral Bandeja,14.5
Huevos Blancos LA CALERA Paquete 15un,LA CALERA,S/ 11.50,vivanda,CEBOLLA DE CABEZA (ROJA),2024-12-06 11:58:16.836142,15.0,un,Huevos Blancos LA CALERA Paquete,11.5
Huevos de Gallina LA CALERA Pardos Jumbo Bandeja 15un,LA CALERA,S/ 12.90,vivanda,CEBOLLA DE CABEZA (ROJA),2024-12-06 11:58:16.836142,15.0,un,Huevos de Gallina LA CALERA Pardos Jumbo Bandeja,12.9
Huevos Pardos LA CALERA Bandeja 15un,LA CALERA,S/ 11.49,vivanda,CEBOLLA DE CABEZA (ROJA),2024-12-06 11:58:16.836142,15.0,un,Huevos Pardos LA CALERA Bandeja,11.49
Huevos de Codorniz LA CALERA Bandeja 18un,LA CALERA,S/ 7.49,vivanda,CEBOLLA DE CABEZA (ROJA),2024-12-06 11:58:16.836142,18.0,un,Huevos de Codorniz LA CALERA Bandeja,7.49
Canela Entera KARIÑO Sobre 9g,KARINO,S/ 4.20,vivanda,CEBOLLA DE CABEZA (ROJA),2024-12-06 11:58:16.836142,9.0,g,Canela Entera KARIÑO Sobre,4.2
