description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Lenteja Bebé BELL'S Bolsa 500g,BELL'S,S/ 5.30,vivanda,LENTEJA,2024-12-06 12:01:01.545030,500.0,g,Lenteja Bebé BELL'S Bolsa,5.3
Lenteja COSTEÑO Bolsa 500g,COSTENO,S/ 6.60,vivanda,LENTEJA,2024-12-06 12:01:01.545030,500.0,g,Lenteja COSTEÑO Bolsa,6.6
Lentejas BELL'S Bolsa 500g,BELL'S,S/ 5.00,vivanda,LENTEJA,2024-12-06 12:01:01.545030,500.0,g,Lentejas BELL'S Bolsa,5.0
Lenteja VALLENORTE Bolsa 500g,VALLENORTE,S/ 6.30,vivanda,LENTEJA,2024-12-06 12:01:01.545030,500.0,g,Lenteja VALLENORTE Bolsa,6.3
Lentejas Listas para Servir LORENZO Doypack 425g,LORENZO,S/ 7.80,vivanda,LENTEJA,2024-12-06 12:01:01.545030,425.0,g,Lentejas Listas para Servir LORENZO Doypack,7.8
Lenteja INCATRAIL Bolsa 500g,INCATRAIL,S/ 5.80,vivanda,LENTEJA,2024-12-06 12:01:01.545030,500.0,g,Lenteja INCATRAIL Bolsa,5.8
Lentejas con Mantequilla de Maní M&M Bolsa 46.2g,M&M,S/ 4.60,vivanda,LENTEJA,2024-12-06 12:01:01.545030,46.2,g,Lentejas con Mantequilla de Maní M&M Bolsa,4.6
Lenteja Bebé INCATRAIL Bolsa 500g,INCATRAIL,S/ 6.19,vivanda,LENTEJA,2024-12-06 12:01:01.545030,500.0,g,Lenteja Bebé INCATRAIL Bolsa,6.19
Lunch Lentejas Bandeja 500g,LA FLORENCIA,S/ 7.50,vivanda,LENTEJA,2024-12-06 12:01:01.545030,500.0,g,Lunch Lentejas Bandeja,7.5
Hamburguesa de Lentejas y Champiñones SANÚA Caja 5un,SANUA,S/ 28.00,vivanda,LENTEJA,2024-12-06 12:01:01.545030,5.0,un,Hamburguesa de Lentejas y Champiñones SANÚA Caja,28.0
Hamburguesa de Lentejas DELLANATURA Caja 400g,DELLANATURA,S/ 20.90,vivanda,LENTEJA,2024-12-06 12:01:01.545030,400.0,g,Hamburguesa de Lentejas DELLANATURA Caja,20.9
