description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Menestrón con Carne de Res en Semiconserva 750g,LA FLORENCIA,S/ 12.90,vivanda,MENESTRAS SANCOCHADAS,2024-12-06 12:15:56.601945,750.0,g,Menestrón con Carne de Res en Semiconserva,12.9
Menestrón BELL'S FRESCOS Bandeja 500g,BELL'S FRESCOS,S/ 9.40,vivanda,MENESTRAS SANCOCHADAS,2024-12-06 12:15:56.601945,500.0,g,Menestrón BELL'S FRESCOS Bandeja,9.4
