description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Huevos Pardos GALLINAS LIBRES Bandeja 12un,GALLINAS LIBRES,S/ 15.90,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,12.0,un,Huevos Pardos GALLINAS LIBRES Bandeja,15.9
Huevos de Gallina BELL'S Pardos Bandeja 15un,BELL'S,S/ 11.20,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,15.0,un,Huevos de Gallina BELL'S Pardos Bandeja,11.2
Huevos de Gallina LA CALERA de Corral Bandeja 12un,LA CALERA,S/ 14.50,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,12.0,un,Huevos de Gallina LA CALERA de Corral Bandeja,14.5
Huevos de Gallina LA CALERA Pardos Jumbo Bandeja 15un,LA CALERA,S/ 12.90,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,15.0,un,Huevos de Gallina LA CALERA Pardos Jumbo Bandeja,12.9
Caldo de Gallina DOÑA GUSTA Concentrado en Polvo Caja 42g,DOÑA GUSTA,S/ 2.30,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,42.0,g,Caldo de Gallina DOÑA GUSTA Concentrado en Polvo Caja,2.3
Sopa Instantánea AJINOMEN Sabor a Gallina Vaso 51g,AJINOMEN,S/ 3.60,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,51.0,g,Sopa Instantánea AJINOMEN Sabor a Gallina Vaso,3.6
Sopa Instántanea AJINOMEN Sabor a Gallina Bolsa 80g,AJINOMEN,S/ 1.60,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,80.0,g,Sopa Instántanea AJINOMEN Sabor a Gallina Bolsa,1.6
Caldo MAGGI Cubito Sabor Gallina 100g Paquete 25un,MAGGI,S/ 5.50,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,100.0,g,Caldo MAGGI Cubito Sabor Gallina  Paquete,5.5
Caldo MAGGI Sabor Gallina Caja 75.2g,MAGGI,S/ 4.50,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,75.2,g,Caldo MAGGI Sabor Gallina Caja,4.5
Sopa Instantánea AJINOMEN Gallina Picante Vaso 51g,AJINOMEN,S/ 3.60,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,51.0,g,Sopa Instantánea AJINOMEN Gallina Picante Vaso,3.6
Sopa instantánea AJINOMEN Gallina criolla Bolsa 80Gr,AJINOMEN,S/ 1.90,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,80.0,g,Sopa instantánea AJINOMEN Gallina criolla Bolsa r,1.9
Ají de Gallina PERÚ PRIDE Bolsa 100g,PERU PRIDE,S/ 6.39,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,100.0,g,Ají de Gallina PERÚ PRIDE Bolsa,6.39
Sopa MAGGI Sabor Gallina Criolla con Fideos Sobre 60g,MAGGI,S/ 3.70,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,60.0,g,Sopa MAGGI Sabor Gallina Criolla con Fideos Sobre,3.7
Ají de Gallina PROVENZAL Sachet 100g,PROVENZAL,S/ 9.30,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,100.0,g,Ají de Gallina PROVENZAL Sachet,9.3
Galletas de Soda SAN JORGE Paquete 7un,SAN JORGE,S/ 4.60,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,7.0,un,Galletas de Soda SAN JORGE Paquete,4.6
Galleta Vainilla FIELD Paquete 6un,FIELD,S/ 5.50,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,6.0,un,Galleta Vainilla FIELD Paquete,5.5
Galletas Soda FIELD Bolsa 6un,FIELD,S/ 3.70,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,6.0,un,Galletas Soda FIELD Bolsa,3.7
Galletas de Maíz SALMAS Horneadas Caja 216g,SALMAS,S/ 14.90,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,216.0,g,Galletas de Maíz SALMAS Horneadas Caja,14.9
Galletas MOROCHAS Paquete 180g,NESTLE MOROCHAS,S/ 6.90,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,180.0,g,Galletas MOROCHAS Paquete,6.9
Galletas de Agua Line COSTA Paquete 42g,COSTA,S/ 4.80,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,42.0,g,Galletas de Agua Line COSTA Paquete,4.8
Galletas de Vainilla COSTA VAINIYA! Paquete 6un,COSTA,S/ 4.30,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,6.0,un,Galletas de Vainilla COSTA VAINIYA! Paquete,4.3
Galletas FIELD Cream Crakers Bolsa 258g,FIELD CREAM CRAKER,S/ 6.90,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,258.0,g,Galletas FIELD Cream Crakers Bolsa,6.9
Galleta CLUB SOCIAL Original Bolsa 144g,NABISCO CLUB SOCIAL,S/ 4.50,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,144.0,g,Galleta CLUB SOCIAL Original Bolsa,4.5
Galletas COSTA Soda Line Paquete 170g,COSTA,S/ 2.99,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,170.0,g,Galletas COSTA Soda Line Paquete,2.99
Galletas Saladas RITZ Bolsa 20g Paquete 6un,NABISCO RITZ,S/ 4.00,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,20.0,g,Galletas Saladas RITZ Bolsa  Paquete,4.0
Galletas Saldas CRACKELET Snack Jamón Ahumado Bolsa 150g,COSTA,S/ 4.10,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,150.0,g,Galletas Saldas CRACKELET Snack Jamón Ahumado Bolsa,4.1
Galletas de Maíz SALMAS Horneadas con Camote y Zanahoria Caja 126g,SALMAS,S/ 11.50,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,126.0,g,Galletas de Maíz SALMAS Horneadas con Camote y Zanahoria Caja,11.5
Galletas de Soda SODA V Paquete 6un,VICTORIA,S/ 4.00,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,6.0,un,Galletas de Soda SODA V Paquete,4.0
Galletas sin Gluten con Maní +NUTRI Co Caja 5un,+NUTRI CO,S/ 14.90,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,5.0,un,Galletas sin Gluten con Maní +NUTRI Co Caja,14.9
Galletas con Quinua y Chispas de Chocolate INCASUR Paquete 6un,INCASUR,S/ 9.80,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,6.0,un,Galletas con Quinua y Chispas de Chocolate INCASUR Paquete,9.8
Galletas de Maíz SALMAS Horneadas Caja 144g,SALMAS,S/ 10.50,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,144.0,g,Galletas de Maíz SALMAS Horneadas Caja,10.5
Galletas Marmoleadas ANA AVELLANA Pote 320g,ANA AVELLANA,S/ 24.90,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,320.0,g,Galletas Marmoleadas ANA AVELLANA Pote,24.9
Galletas Nutrisnack GERBER Plátano y Fresa Sobre 42g,GERBER,S/ 19.90,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,42.0,g,Galletas Nutrisnack GERBER Plátano y Fresa Sobre,19.9
Galleta OREO Twelve Paquete 12un,NABISCO OREO,S/ 10.00,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,12.0,un,Galleta OREO Twelve Paquete,10.0
Galletas Integrales BELL'S Paquete 6un,BELL'S,S/ 3.30,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,6.0,un,Galletas Integrales BELL'S Paquete,3.3
Galletas NABISCO Chips Ahoy Bolsa 222g,NABISCO,S/ 7.60,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,222.0,g,Galletas NABISCO Chips Ahoy Bolsa,7.6
Galletas de Agua Line COSTA Paquete 200g,COSTA,S/ 2.99,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,200.0,g,Galletas de Agua Line COSTA Paquete,2.99
Galletas CASINO Rellenas con Crema Sabor a Vainilla Paquete 6un,CASINO,S/ 5.00,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,6.0,un,Galletas CASINO Rellenas con Crema Sabor a Vainilla Paquete,5.0
Galletas GLACITAS Bañadas con Sabor a Choconieve Paquete 6un,VICTORIA GLACITAS,S/ 5.10,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,6.0,un,Galletas GLACITAS Bañadas con Sabor a Choconieve Paquete,5.1
Galletas de Cacao COSTA Gran Cereal Paquete 6un,COSTA,S/ 4.20,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,6.0,un,Galletas de Cacao COSTA Gran Cereal Paquete,4.2
Galleta UNIÓN Mega Naranja Bolsa 195g,UNIÓN,S/ 5.50,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,195.0,g,Galleta UNIÓN Mega Naranja Bolsa,5.5
Galletas con Pecanas ANA AVELLANA Pote 320g,ANA AVELLANA,S/ 24.90,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,320.0,g,Galletas con Pecanas ANA AVELLANA Pote,24.9
Galletas con Cobertura de Chocolate DOÑA PEPA Display 30un,FIELD DOÑA PEPA,S/ 28.00,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,30.0,un,Galletas con Cobertura de Chocolate DOÑA PEPA Display,28.0
Galletas CASINO Sabor a Menta Paquete 8un,CASINO,S/ 5.60,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,8.0,un,Galletas CASINO Sabor a Menta Paquete,5.6
Galletas con Quinua y Nibs de Cacao +NUTRI Co Caja 6un,NUTRISHAKE,S/ 16.20,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,6.0,un,Galletas con Quinua y Nibs de Cacao +NUTRI Co Caja,16.2
Galleta VICTORIA Casino Sabor Tres Leches Bolsa 43g Paquete 6un,VICTORIA CASINO,S/ 4.90,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,43.0,g,Galleta VICTORIA Casino Sabor Tres Leches Bolsa  Paquete,4.9
Galletas Integrales FIBRA LIGHT Bocaditos de Salvado con Orégano Paquete 200g,FIBRA LIGHT,S/ 9.80,vivanda,GALLINA EVISCERADA,2024-12-06 11:23:55.239892,200.0,g,Galletas Integrales FIBRA LIGHT Bocaditos de Salvado con Orégano Paquete,9.8
