description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Tomate Italiano x kg,VIVANDA,S/ 6.19,vivanda,TOMATE ITALIANO O MARSANO,2024-12-06 11:55:10.337455,1.0,kg,Tomate Italiano,6.19
Tomate Italiano BELL'S FRESCOS Bolsa 1Kg,BELL'S FRESCOS,S/ 6.99,vivanda,TOMATE ITALIANO O MARSANO,2024-12-06 11:55:10.337455,1.0,kg,Tomate Italiano BELL'S FRESCOS Bolsa,6.99
Tomate Pelati MUTTI Lata 400g,MUTTI,S/ 11.90,vivanda,TOMATE ITALIANO O MARSANO,2024-12-06 11:55:10.337455,400.0,g,Tomate Pelati MUTTI Lata,11.9
Zapallo Italiano x un,VIVANDA,S/ 1.99,vivanda,TOMATE ITALIANO O MARSANO,2024-12-06 11:55:10.337455,1.0,un,Zapallo Italiano,1.99
Salsa Clásica de Tomate POMAROLA Doypack 145g,POMAROLA,S/ 1.70,vivanda,TOMATE ITALIANO O MARSANO,2024-12-06 11:55:10.337455,145.0,g,Salsa Clásica de Tomate POMAROLA Doypack,1.7
Salsa DON VITTORIO Roja tomate Doypack 200Gr,DON VITTORIO,S/ 4.10,vivanda,TOMATE ITALIANO O MARSANO,2024-12-06 11:55:10.337455,200.0,g,Salsa DON VITTORIO Roja tomate Doypack r,4.1
Salsa EL CORTE INGLES De tomate con aceite de Oliva Frasco 350g,EL CORTE INGLÉS,S/ 7.90,vivanda,TOMATE ITALIANO O MARSANO,2024-12-06 11:55:10.337455,350.0,g,Salsa EL CORTE INGLES De tomate con aceite de Oliva Frasco,7.9
Pasta de Tomate CASA RINALDI Basílico Frasco 690g,CASA RINALDI,S/ 9.70,vivanda,TOMATE ITALIANO O MARSANO,2024-12-06 11:55:10.337455,690.0,g,Pasta de Tomate CASA RINALDI Basílico Frasco,9.7
Salsa de Tomate POMAROLA Doypack 290g,POMAROLA,S/ 3.70,vivanda,TOMATE ITALIANO O MARSANO,2024-12-06 11:55:10.337455,290.0,g,Salsa de Tomate POMAROLA Doypack,3.7
Salsa de Tomate Frito VALDEPORRES Aceite de Oliva Frasco 350g,VALDEPORRES,S/ 10.40,vivanda,TOMATE ITALIANO O MARSANO,2024-12-06 11:55:10.337455,350.0,g,Salsa de Tomate Frito VALDEPORRES Aceite de Oliva Frasco,10.4
Salsa de Tomate ON ITALO Pote 250g,DON ITALO,S/ 12.90,vivanda,TOMATE ITALIANO O MARSANO,2024-12-06 11:55:10.337455,250.0,g,Salsa de Tomate ON ITALO Pote,12.9
Salsa de Tomate Frito VALDEPORRES Frasco 350g,VALDEPORRES,S/ 11.60,vivanda,TOMATE ITALIANO O MARSANO,2024-12-06 11:55:10.337455,350.0,g,Salsa de Tomate Frito VALDEPORRES Frasco,11.6
Salsa de Tomate BELL'S para Aderezo Doypack 160g,BELL'S,S/ 1.30,vivanda,TOMATE ITALIANO O MARSANO,2024-12-06 11:55:10.337455,160.0,g,Salsa de Tomate BELL'S para Aderezo Doypack,1.3
Concentrado de Tomate POMAROLA Doypack 110g,POMAROLA,S/ 1.80,vivanda,TOMATE ITALIANO O MARSANO,2024-12-06 11:55:10.337455,110.0,g,Concentrado de Tomate POMAROLA Doypack,1.8
Passata de Tomate MUTTI Frasco 400g,MUTTI,S/ 13.90,vivanda,TOMATE ITALIANO O MARSANO,2024-12-06 11:55:10.337455,400.0,g,Passata de Tomate MUTTI Frasco,13.9
Polpa de Tomate MUTTI con Albahaca Frasco 700g,MUTTI,S/ 19.90,vivanda,TOMATE ITALIANO O MARSANO,2024-12-06 11:55:10.337455,700.0,g,Polpa de Tomate MUTTI con Albahaca Frasco,19.9
Focaccia con Tomate Refrigerado LA FLORENCIA 1un,LA FLORENCIA,S/ 8.10,vivanda,TOMATE ITALIANO O MARSANO,2024-12-06 11:55:10.337455,1.0,un,Focaccia con Tomate Refrigerado LA FLORENCIA,8.1
Pasta de Tomate CASA RINALDI Frasco 690g,CASA RINALDI,S/ 9.70,vivanda,TOMATE ITALIANO O MARSANO,2024-12-06 11:55:10.337455,690.0,g,Pasta de Tomate CASA RINALDI Frasco,9.7
Quiche de Tomate y Espinaca HOME CHEF Caja 1un,HOME CHEF,S/ 28.50,vivanda,TOMATE ITALIANO O MARSANO,2024-12-06 11:55:10.337455,1.0,un,Quiche de Tomate y Espinaca HOME CHEF Caja,28.5
Chorizo Italiano OTTO KUNZ 220g,OTTO KUNZ,S/ 12.50,vivanda,TOMATE ITALIANO O MARSANO,2024-12-06 11:55:10.337455,220.0,g,Chorizo Italiano OTTO KUNZ,12.5
Pan Italiano 1un,VIVANDA,S/ 3.00,vivanda,TOMATE ITALIANO O MARSANO,2024-12-06 11:55:10.337455,1.0,un,Pan Italiano,3.0
Sazonador BADIA Italiano Frasco 35.4g,BADIA,S/ 20.30,vivanda,TOMATE ITALIANO O MARSANO,2024-12-06 11:55:10.337455,35.4,g,Sazonador BADIA Italiano Frasco,20.3
Pack Salsa de Tomate POMAROLA Bolsa 870g,POMAROLA,S/ 11.10,vivanda,TOMATE ITALIANO O MARSANO,2024-12-06 11:55:10.337455,870.0,g,Pack Salsa de Tomate POMAROLA Bolsa,11.1
Pasta de Tomate B&D Doypack 200g,B&D,S/ 4.20,vivanda,TOMATE ITALIANO O MARSANO,2024-12-06 11:55:10.337455,200.0,g,Pasta de Tomate B&D Doypack,4.2
Salsa Casera de Tomate POMAROLA Hong Laur Do Pack 170g,POMAROLA,S/ 3.70,vivanda,TOMATE ITALIANO O MARSANO,2024-12-06 11:55:10.337455,170.0,g,Salsa Casera de Tomate POMAROLA Hong Laur Do Pack,3.7
Jugo de Tomate BRITVIC Botella 200ml,BRITT,S/ 7.90,vivanda,TOMATE ITALIANO O MARSANO,2024-12-06 11:55:10.337455,200.0,ml,Jugo de Tomate BRITVIC Botella,7.9
Pulpa de Tomate CASA RINALDI Lata 400g,CASA RINALDI,S/ 5.50,vivanda,TOMATE ITALIANO O MARSANO,2024-12-06 11:55:10.337455,400.0,g,Pulpa de Tomate CASA RINALDI Lata,5.5
Salsa de Tomate Chunky TOSTITOS Frasco 439.4g,TOSTITOS,S/ 26.40,vivanda,TOMATE ITALIANO O MARSANO,2024-12-06 11:55:10.337455,439.4,g,Salsa de Tomate Chunky TOSTITOS Frasco,26.4
Passata de Tomate MUTTI Frasco 700g,MUTTI,S/ 17.90,vivanda,TOMATE ITALIANO O MARSANO,2024-12-06 11:55:10.337455,700.0,g,Passata de Tomate MUTTI Frasco,17.9
Puré de Tomate GOURMET 117 Botella 680g,GOURMET 117,S/ 12.70,vivanda,TOMATE ITALIANO O MARSANO,2024-12-06 11:55:10.337455,680.0,g,Puré de Tomate GOURMET 117 Botella,12.7
Salsa tipo Tamarindo 2 BANDERAS con Pasta de Tomate Bolsa 100g,2BANDERAS,S/ 2.69,vivanda,TOMATE ITALIANO O MARSANO,2024-12-06 11:55:10.337455,100.0,g,Salsa tipo Tamarindo 2 BANDERAS con Pasta de Tomate Bolsa,2.69
