description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Azúcar Rubia BELL'S Bolsa 1Kg,BELL'S,S/ 4.70,vivanda,AZÚCAR RUBIA,2024-12-06 12:05:02.047563,1.0,kg,Azúcar Rubia BELL'S Bolsa,4.7
Azúcar Rubia CARTAVIO Bolsa 1Kg,CARTAVIO,S/ 5.10,vivanda,AZÚCAR RUBIA,2024-12-06 12:05:02.047563,1.0,kg,Azúcar Rubia CARTAVIO Bolsa,5.1
Azúcar Rubia DULFINA Bolsa 2Kg,DULFINA,S/ 9.60,vivanda,AZÚCAR RUBIA,2024-12-06 12:05:02.047563,2.0,kg,Azúcar Rubia DULFINA Bolsa,9.6
Azúcar Rubia BELL'S Bolsa 2Kg,BELL'S,S/ 8.80,vivanda,AZÚCAR RUBIA,2024-12-06 12:05:02.047563,2.0,kg,Azúcar Rubia BELL'S Bolsa,8.8
Azúcar Rubia CARTAVIO Bolsa 5Kg,CARTAVIO,S/ 21.90,vivanda,AZÚCAR RUBIA,2024-12-06 12:05:02.047563,5.0,kg,Azúcar Rubia CARTAVIO Bolsa,21.9
Azúcar Rubia BELL'S Bolsa 5Kg,BELL'S,S/ 21.20,vivanda,AZÚCAR RUBIA,2024-12-06 12:05:02.047563,5.0,kg,Azúcar Rubia BELL'S Bolsa,21.2
Azúcar Rubia DULFINA Bolsa 1Kg,DULFINA,S/ 5.10,vivanda,AZÚCAR RUBIA,2024-12-06 12:05:02.047563,1.0,kg,Azúcar Rubia DULFINA Bolsa,5.1
Azúcar Rubia ONZA Light con Stevia Doypack 500g,ONZA,S/ 7.30,vivanda,AZÚCAR RUBIA,2024-12-06 12:05:02.047563,500.0,g,Azúcar Rubia ONZA Light con Stevia Doypack,7.3
Azúcar Rubia DULFINA Bolsa 5Kg,DULFINA,S/ 22.90,vivanda,AZÚCAR RUBIA,2024-12-06 12:05:02.047563,5.0,kg,Azúcar Rubia DULFINA Bolsa,22.9
