description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Arándano Congelado FEST Paquete 500g,FEST,S/ 9.90,vivanda,ARÁNDANOS,2024-12-06 11:48:36.303195,500.0,g,Arándano Congelado FEST Paquete,9.9
Arándanos Entero Congelado EL FRUTERO Bolsa 1Kg,EL FRUTERO,S/ 21.50,vivanda,ARÁNDANOS,2024-12-06 11:48:36.303195,1.0,kg,Arándanos Entero Congelado EL FRUTERO Bolsa,21.5
Yogurt Griego de Arándanos VAKIMU YOG Pote 1Kg,VAKIMU,S/ 16.80,vivanda,ARÁNDANOS,2024-12-06 11:48:36.303195,1.0,kg,Yogurt Griego de Arándanos VAKIMU YOG Pote,16.8
Yogurt VAKIMU +Pro Sabor Arándanos Pote 160g,VAKIMU,S/ 6.10,vivanda,ARÁNDANOS,2024-12-06 11:48:36.303195,160.0,g,Yogurt VAKIMU +Pro Sabor Arándanos Pote,6.1
"Mix Arándano, Fresa y Frambuesa Congelado EL FRUTERO Bolsa 1kg",EL FRUTERO,S/ 20.90,vivanda,ARÁNDANOS,2024-12-06 11:48:36.303195,1.0,kg,"Mix Arándano, Fresa y Frambuesa Congelado EL FRUTERO Bolsa",20.9
Yogurt Bebible Griego TIGO Arándano y Chía Botella 800g,TIGO,S/ 9.90,vivanda,ARÁNDANOS,2024-12-06 11:48:36.303195,800.0,g,Yogurt Bebible Griego TIGO Arándano y Chía Botella,9.9
Cereal MCCALLUM'S Multicereal con Arándanos Caja 350g,MCCALLUM S,S/ 14.20,vivanda,ARÁNDANOS,2024-12-06 11:48:36.303195,350.0,g,Cereal MCCALLUM'S Multicereal con Arándanos Caja,14.2
Cereal Müsli Arándanos KELLOGGS Caja 275g,KELLOGG S,S/ 24.90,vivanda,ARÁNDANOS,2024-12-06 11:48:36.303195,275.0,g,Cereal Müsli Arándanos KELLOGGS Caja,24.9
Mermelada CASA VERDE Arándano y Mango Frasco 210g,CASAVERDE,S/ 9.00,vivanda,ARÁNDANOS,2024-12-06 11:48:36.303195,210.0,g,Mermelada CASA VERDE Arándano y Mango Frasco,9.0
Bebida de Arándanos L'ONDA con Té Verde Botella 1L,L ONDA,S/ 8.99,vivanda,ARÁNDANOS,2024-12-06 11:48:36.303195,1.0,l,Bebida de Arándanos L'ONDA con Té Verde Botella,8.99
"Mix Maní, Almendras y Arándanos GRANUTS Bolsa 180g",GRANUTS,S/ 10.20,vivanda,ARÁNDANOS,2024-12-06 11:48:36.303195,180.0,g,"Mix Maní, Almendras y Arándanos GRANUTS Bolsa",10.2
Yogurt Griego VAKIMU Sabor Arándanos Pote 160g,VAKIMU,S/ 5.50,vivanda,ARÁNDANOS,2024-12-06 11:48:36.303195,160.0,g,Yogurt Griego VAKIMU Sabor Arándanos Pote,5.5
Galletas con Quinua y Arándanos +NUTRI Co Caja 6un,NUTRISHAKE,S/ 16.20,vivanda,ARÁNDANOS,2024-12-06 11:48:36.303195,6.0,un,Galletas con Quinua y Arándanos +NUTRI Co Caja,16.2
Mezcla de Arándanos BELL'S Táper 200g,BELL'S,S/ 10.20,vivanda,ARÁNDANOS,2024-12-06 11:48:36.303195,200.0,g,Mezcla de Arándanos BELL'S Táper,10.2
Yogurt Griego TIGO Arándano con Chía Pote 160g,TIGO,S/ 4.29,vivanda,ARÁNDANOS,2024-12-06 11:48:36.303195,160.0,g,Yogurt Griego TIGO Arándano con Chía Pote,4.29
Mermelada CREMA&NATA Diet Arándano Frasco 330g,CREMA&NATA,S/ 33.20,vivanda,ARÁNDANOS,2024-12-06 11:48:36.303195,330.0,g,Mermelada CREMA&NATA Diet Arándano Frasco,33.2
Yogurt Griego Descremado DANLAC con Arándanos Frasco 420g,DANLAC,S/ 11.50,vivanda,ARÁNDANOS,2024-12-06 11:48:36.303195,420.0,g,Yogurt Griego Descremado DANLAC con Arándanos Frasco,11.5
Yogurt Griego Descremado DANLAC Sabor a Arándanos Pote 900g,DANLAC,S/ 17.50,vivanda,ARÁNDANOS,2024-12-06 11:48:36.303195,900.0,g,Yogurt Griego Descremado DANLAC Sabor a Arándanos Pote,17.5
