Market_name,Category_name,Product_name,Product_description,Product_unit_type,Product_quantity,Product_price,Product_branch,Scrape_timestamp,website
Pedidos Ya Lince,Abarrotes,Salsa Huancaína WALIBI Doypack 200g,,g,200.0,10.9,Walibi,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Salsa Mayopalta Walibi Doypack 200 g,,g,200.0,9.9,Walibi,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Salsa Aceitunesa Walibi Doypack 200 G,,g,200.0,9.9,Walibi,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Mayonesa Hellmann's Liviana 475 g,Es ideal para quienes buscan menos calorías sin sacrificar sabor. Aporta nuestra cremosidad característica a tus comidas favoritas.,g,475.0,16.5,Hellmann's,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Salsa De Soya Aji-No-Sillao Frasco 280Ml,,ml,280.0,3.5,Aji No Sillao,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Mayonesa Walibi Doy Pack 1 Kg,,kg,1.0,20.9,Walibi,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Aceite De Oliva Olivos Del Sur 1L,,l,1.0,58.9,Olivos del Sur,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Maizena Duryea Caja X 100 G,,g,100.0,3.5,Maizena,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Aceite De Oliva Olivos Del Sur Extra Virgen Botella 500 ml,,ml,500.0,57.27,Olivos del Sur,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Sillao Aji-No-Sillao Botella 150 ml,Salsa de soya premium para dar sabor y aroma a tus comidas. ¡Disfruta de la calidad en cada bocado!,ml,150.0,2.9,Aji No Sillao,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Fideos Tornillo D'Gussto 250 Gr,,g,250.0,2.5,Dgussto,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Cocoa Display D'Gussto 300G,,g,300.0,12.9,Dgussto,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Infusión Menta Y Muña Naturandes,,un,1.0,11.5,Naturandes,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Fideos Canuto D'Gussto 250 Gr,,g,250.0,2.5,Dgussto,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Cereal de Maíz Integral Sin Gluten Corn Flakes Caja 405 gr,"El cereal CORN FLAKES de NESTLÉ es una maravillosa manera de empezar tu día con el delicioso sabor de las hojuelas de maíz, pero sin gluten. Ricas y crujientes hojuelas de maíz, fortificadas con 9 vitaminas. ¡El mismo gran sabor!",g,405.0,17.5,Corn Flakes,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Cifrut Gelatina Fresa 140G,,g,140.0,3.7,Cifrut,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Aceituna Verde Olivos Del Sur Relleno Castaña 500Gr,,g,500.0,24.9,Olivos del Sur,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Miel De Abeja Olivos Del Sur Frasco 600 Gr,,g,600.0,31.9,Olivos del Sur,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Hojas De Cedron - Manzanilla - Valerian Naturandes X 50 Gr,"Contiene 50 gramos.Infusión de manzanilla, cedrón y valeriana.Rinde 25 tazas",g,50.0,13.5,Naturandes,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Aceituna Botija Olivos Del Sur Con Pepa 1.8Kg,,kg,1.8,32.6,Olivos del Sur,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Avena Naturandes 7 Semillas Doypack 240G,,g,240.0,10.9,Naturandes,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Cereal Corn Flakes Nestle Bolsa 740g,,g,800.0,25.5,Corn Flakes,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Olivos Del Sur 500Gr Aceituna rellena con Pimiento,,g,500.0,16.9,Olivos del Sur,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Mazamorra Morada Cifrut 175g,,un,1.0,3.7,Cifrut,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Hellmanns Mayonesa Regular 30Oz,,oz,30.0,35.9,Hellmann's,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Hojas De Muña - Eucalipto Naturandes X 30 Gr,,g,30.0,11.5,Naturandes,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Olivos Del Sur 500Gr Aceituna Verde Rellena con Rocoto,,g,500.0,20.9,Olivos del Sur,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Pasta De Avellanas Y Cacao Nutella 140 g,"Crema de avellanas con cacao, sin colorantes ni conservadores artificiales. Ideal para untar en pan, galletas o usar como ingrediente en postres, batidos y más. Certificado Kosher. Envase Frasco de 140 g.",g,140.0,20.9,Nutella,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Naturandes Emoliente Bolsa 200 G,Contiene:200 G.Semillas Y Legumbres.Envase:Bolsa,g,200.0,10.5,Naturandes,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Cedron - Manzanilla - Valeriana Filtrante Naturandes X 20 Gr,,g,20.0,14.5,Naturandes,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Milo Activ-Go Lata 380g,,g,380.0,20.9,Milo,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Milo Activ-Go Doy Pack Zipper 190 g,,g,190.0,11.5,Milo,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Barra De Frutos Secos Delisha Original 60Gr,,g,60.0,7.5,Delisha,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Cabello de Ángel DON VITTORIO Bolsa 250g,,g,250.0,2.9,Bell's,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Barra De Frutos Secos Delisha Bitter Y Sal 60Gr,,g,60.0,7.5,Delisha,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Barra De Frutos Secos Delisha Frutos Rojos 60Gr,,g,60.0,7.5,Delisha,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Crema De Avellanas 350 G Nutella,"Crema de avellanas con cacao, sin colorantes ni conservadores artificiales. Ideal para untar en pan, acompañar frutas o disfrutar en el desayuno con leche.",g,350.0,36.9,Nutella,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Cubo De Gallina Maggi Caja X 8 Un,Cantidad: 8 unidades.Contiene 75.2 gramos.Mezcla deshidratada.Sabor: Gallina.Elaborado con ingredientes de origen natural,un,8.0,4.9,Maggi,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Cubito De Gallina Maggi Caja 25 Unidades,Cantidad: 25 unidades.Contiene 100 gramos.Mezcla deshidratada.Sabor: Gallina.Elaborado con ingredientes de origen natural,un,25.0,6.9,Maggi,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Sopa Instantánea Sabor a Pollo Picante Nissin Cup Noodles 68g,Pasta de harina de trigo precocida con condimento de pollo picante. Ideal para amantes de sabores intensos.,g,68.0,6.5,Nissin,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Café Tradicional Sello Rojo 212g,"Café colombiano de tostado medio y molido medio, con cuerpo suave y equilibrado, notas de dulzura y baja acidez.",g,212.0,12.9,Tradicional,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Nutella 200 G,"Crema de avellanas con cacao, sin colorantes ni conservadores artificiales. Ideal para untar en pan integral, frutas o mezclar en batidos. Certificado Kosher. Envase Frasco de 200 g.",g,200.0,44.9,Nutella,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Apanado A Base De Semola Maggi  80G,,g,80.0,3.5,Maggi,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Nesquik Optistart Chocolate 190G,,g,190.0,9.9,Nesquik,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Cubito De Carne Maggi Caja 25 Unid,Cantidad: 25 unidades.Contiene 100 gramos.Mezcla deshidratada.Sabor: Carne.Elaborado con ingredientes de origen natural,un,25.0,5.9,Maggi,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Caldo Maggi Carne 72.2 Gr.,Cantidad: 8 unidades.Contiene 75.2 gramos.Mezcla deshidratada.Sabor: Carne.Elaborado con ingredientes de origen natural,g,72.2,4.9,Maggi,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Cereal Corn Flakes Kelloggs 200Gr,Kelloggs Cron Flaker. Mas de 110 anos nutriendo naturalmente a la familia. El maiz utilizado en este producto contiene trazas de soya. Contiene ingredientes de avena. Cebada y trigo Gluten .,g,200.0,16.9,Kellogg's,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Barra Energética Chocolate Bitter y Maca Mamalama Caja 5 unid,,un,5.0,17.5,Mamalama,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Mix de Cereales con Cacao Quinua Mamalama Crunch 240g,"Contiene 240 gramos.Cereales de quinua, arroz integral, kiwicha y cacao.Sin azúcar refinada",g,240.0,22.9,Mamalama,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Mix de Cereales con Canela Quinua Mamalama Crunch 240g,,g,240.0,24.42,Mamalama,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Mix de Cereales con Cacao y Maca Quinua Mamalama Crunch 240g,"Contiene 240 gramos.Cereales de quinua, arroz integral, kiwicha, cacao y maca.Sin azúcar refinada",g,240.0,24.5,Mamalama,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Sazonador Deli Arroz Pack 6 Unid,,un,6.0,2.2,Deli Arroz,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Sticks De Quinua Con Finas Hierbas Mamalama 80 G,,g,80.0,10.9,Mamalama,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Aji-No-Mix Crocante 96 G,,g,96.0,3.5,Aji-No-Mix,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Ketchup Libbys Doypack 100 g,,g,100.0,4.5,Libby,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Hojuelas Azucarada A Base De Maiz Benoti 165G,,g,165.0,4.0,Benoti,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Sopa Instantánea Nissin Cup Noodles Carne 68 g,"Cup Noodles, pastas instantáneas listas en 3 minutos. Pruébalo con tu topping preferido.",g,69.0,6.5,Nissin,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Sopa Instantánea Nissin Ramen Sabor Pollo 85 g,"Deliciosa sopa instantánea de pollo, lista en 3 minutos en estufa o microondas. Disfruta de su sabor auténtico y preparación rápida.",g,85.0,2.5,Nissin,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Sopa Instantánea Nissin Sabor Carne Ramen 85 g,Pasta ramen instantánea sabor carne Nissin 85g,g,85.0,2.5,Nissin,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Ramen De Camarón Nissin 85 g,Un buen sabor y facil de preparar.,g,85.0,2.5,Nissin,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Estrellas Sabor A Miel Benoti 160 g,,g,160.0,4.0,Benoti,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Nesquick Optistart Chocolate 380g,,g,380.0,14.5,Nesquik,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Benoti Bolitas De Maiz Sabor Chocolate 165g,,g,165.0,4.0,Benoti,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Fudge Heladero Bazo Velarde 200g,,g,200.0,6.5,Bazo Velarde,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Harina Preparada Benoti Paquete 1 kg,,kg,1.0,8.0,Benoti,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Cereal Benoti Aritos 160Gr,,g,160.0,4.0,Benoti,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Caracol Rayado Premium Benoti 250 g,,g,250.0,2.7,Benoti,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Spaghetti Integral Benoti 500 g,,g,500.0,10.0,Benoti,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Semola 180Gr Premium Benoti,,g,180.0,2.1,Benoti,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Tornillo Premium Benoti 250 g,,g,250.0,2.7,Benoti,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Mezcla Para Apanar Aji-No-Mix Picante 80 Gr,,g,80.0,3.5,Aji-No-Mix,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Cereal Sabor A Frutas Trix Minis Nestlé 300 g,NESTLE TRIX MINIS Cereal Sabor A Frutas 300g,g,300.0,16.9,Trix,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,"Cereal Trix Nestlé, Caja 330 g","Cereal Trix 300g, es un cereal con sabor frutal y forma de frutitas a base de maíz integral y maíz.",g,330.0,19.5,Trix,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Barra De Cereal Siete Dragones Cacao Cañihua 25G,,g,25.0,4.9,Siete Dragones,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Mayonesa Libby´S Doypack 380G,,g,380.0,13.5,Libby,2024-12-09 02:20:19.026253,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Barra De Cereal Siete Dragones Chia Coco 25G,,g,25.0,4.9,Siete Dragones,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Barra De Cereal Siete Dragones Castañas Moca 25G,,g,25.0,4.9,Siete Dragones,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Barra De Cereal Siete Dragones Piña Coco 25G,,g,25.0,4.9,Siete Dragones,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Fudge Bazo Velarde 500g,,g,500.0,12.9,Bazo Velarde,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Cereal Nestle Trix Marshmallow 300g,"Trix® Marshmallow, el divertido cereal en forma de frutitas y colores con marshmallows, ayuda a que los pequeños tengan una experiencia diferente durante su desayuno. Hecho con cereal integral y fortificado con 8 vitaminas y minerales.",g,300.0,21.5,Trix,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Miel Berries Del Perú 530 Gr,,g,530.0,36.5,Del Perú,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Café Sello Rojo Contenido 425 g,"Café Sello Rojo Vive: 100% natural, sin aditivos. 4 veces más antioxidantes que Café Sello Rojo Tradicional. Ayuda a prevenir enfermedades del corazón.",g,425.0,25.9,Sello Rojo,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Cocktail De Fruta Aconcagua En Almíbar Lata 822Gr,Frutas enteras en almíbar en lata. Ancho: 0. Ideal para postres y ensaladas.,g,822.0,18.9,Aconcagua,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Aceite En Spray PAM Sabor Original 6 oz,"Aceite de canola en práctico dispensador de spray para dosificar su uso de forma precisa, ideal para cocinar con menos grasa y mayor rendimiento.",g,170.0,26.9,PAM,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Vinagre Venturo Blanco 600ml,,ml,600.0,5.9,Venturo,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Salsa Bbq Hunt's Original 360 g,,g,360.0,10.9,Hunt's,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Salsa Barbecue B&D 200G,,g,200.0,4.5,B&D,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Café Kirma Lata 190g,Contiene 190 gramos.Café instantáneo con caramelo.Producto rico en antioxidantes.Elaborado con granos de café tostado,g,190.0,25.9,Kirma,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Azúcar Blanca Costeño 750gr,,g,750.0,7.5,Costena,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Aceite De Canola Pam Spray Mantequilla 141 g,Aceite de canola con dispensador de spray para dosificar su uso en recetas saladas y dulces.,g,141.0,26.9,PAM,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Crema De Aji B&D 190G,,g,190.0,7.6,B&D,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Cebada Instantánea Ecco 250G,,g,250.0,13.9,Ecco,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Manjarblanco Bazo Velarde 200g,Contiene 200 gramos.Dulce de leche.Sabor casero,g,200.0,5.9,Bazo Volarde,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Postre Puding Snack Pack Chocolate Sugar Free 368,,g,368.0,17.9,Snack Pack,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Azúcar Rubia Paramonga Bolsa 5 Kg,,kg,5.0,24.9,Paramonga,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Pudín Snack Pack Butterscotch Paquete 4 unid Vaso 368g,,g,1472.0,17.9,Snack Pack,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,4Pk Snack Pudin De Chocolate 397g,Budin Snack Pack elaborado con delicioso sabor a chocolate no perecedero que puede ser disfrutado por toda la familia.,g,368.0,17.9,Snack Pack,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Achocolatado Chocolisto Pote 300 g,"Chocolate en polvo con vitaminas y minerales. Rico y nutritivo, con el tradicional sabor de siempre. Aporta los nutrientes esenciales para el crecimiento de tus hijos.",g,300.0,13.9,Chocolisto,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Cebada Kimbo Doy Pack 170 g 1 Unidad,,g,170.0,10.5,Kimbo,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Cebada Instantánea Kimbo Frasco 164 g,,g,164.0,10.9,Kimbo,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Salsa Chili Oil Pote Micha Mt 210G,,g,210.0,27.5,Mt,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Cereal Zucosos 500 G Nestle,"Cereal Zucosos , cereal para el desayuno de hojuelas de maíz cubiertas con glaseado de azúcar. Formato 500g",g,500.0,19.9,Zucosos,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Quinoa Barras Aguaymanto Y Chocolate Qfoods 8 Und 20G,,g,160.0,22.9,Qfoods,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Sopa Instantánea Nissin Cup Noodles Pollo 69 g,"Delicioso y fácil de preparar, disfruta de un sabor excepcional en cada bocado.",g,71.0,6.5,Nissin Cup,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Cereal de Trigo Integral Sin Azúcar Fitness Caja 570 g,"Contiene 570 gramos.Cereal para el desayuno a base de trigo integral, arroz, maíz y avena integral.Sin azúcar añadida.Buena fuente de fibra y vitamina B",g,570.0,30.9,Fitness,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Granola Fit Delisha Chocolate 60Gr,,g,60.0,6.9,Fit,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Granola Fit Delisha Con Chips 60Gr,,g,60.0,5.5,Fit,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Granola Fit Delisha 60gr,,g,60.0,5.5,Fit,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Granola Fit Integral 60Gr,,g,60.0,6.9,Fit,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Capuccino Colcafé Caramelo 13Gr 6Und,,g,78.0,15.5,Colcafe,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Capuccino Colcafé Mocca 13Gr 6Und,,g,78.0,15.9,Colcafe,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Cacao Instantáneo Cola Cao 450G,,g,450.0,16.9,Cola Cao,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Vinagreta Ranch Walibi 200 Gr,,g,200.0,7.9,ranch,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Cacao Instantáneo Cola Cao 400G,,g,400.0,21.9,Cola Cao,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Ají Panca Sibarita Panquita Doypack 550gr,,g,550.0,17.5,Paca,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Manjar Blanco Bazo Velarde 500Gr,,g,500.0,12.9,Bazo,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Cereal de Avena con Granos Andinos Avena Mix Mamalama Cranberry y Chía Doypack 500 g,,g,500.0,17.9,Superfood,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Aceite de Coco Gatti Extra Virgen Frasco 200 ml,,ml,200.0,31.9,Gatti,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Mantequilla Peter Pan Mani Creamy 462Gr,,g,462.0,28.9,Peter Pan,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Café Viaggio Espresso Brasil de Café para Nespresso 10 Cápsulas 55g,,g,55.0,32.9,Viaggio espresso,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Ketchup Guajira Trufado 330 g,,g,330.0,24.9,Guajira,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Abarrotes,Crema Casa Verde De Rocoto 350 g,,g,350.0,13.9,Casa Verde,2024-12-09 02:20:19.516208,Pedidos Ya
Pedidos Ya Lince,Galletas y Waffers,Galleta Saladas Mini Ritz 50G,Contiene 50 gramos.Galletas saladas tostadas.Formato mini,g,50.0,1.6,Ritz,2024-12-09 02:21:20.146258,Pedidos Ya
Pedidos Ya Lince,Galletas y Waffers,Galleta Coca Cola 6Pack Oreo 216 g,,g,216.0,6.2,Oreo,2024-12-09 02:21:20.146258,Pedidos Ya
Pedidos Ya Lince,Galletas y Waffers,Galleta Soda Field 6X32G,Contiene 6 paquetes de 32 gramos cada uno.Galleta de soda,g,32.0,4.6,Field,2024-12-09 02:21:20.146258,Pedidos Ya
Pedidos Ya Lince,Galletas y Waffers,Galletas Oreo Original 432G,Contiene 12 paquetes de 36 gramos cada uno.Galletas sabor a chocolate con relleno de crema sabor a vainilla,g,432.0,9.9,Oreo,2024-12-09 02:21:20.146258,Pedidos Ya
Pedidos Ya Lince,Galletas y Waffers,Galletas Cream Cracker Field 258.1G,Contiene 258 gramos.Galletas saladas,g,258.1,7.2,Field,2024-12-09 02:21:20.146258,Pedidos Ya
Pedidos Ya Lince,Galletas y Waffers,Galletas Choco Vainilla Field 25.2 G,,g,25.2,2.2,Field,2024-12-09 02:21:20.146258,Pedidos Ya
Pedidos Ya Lince,Galletas y Waffers,Galleta Ritz Queso 6Pack 180g,Contiene 6 paquetes individuales de 30 gramos cada uno.Galletas saladas rellenas con crema sabor a queso,g,1080.0,5.2,Ritz,2024-12-09 02:21:20.146258,Pedidos Ya
Pedidos Ya Lince,Galletas y Waffers,Galleta Coca Cola 12Pack Oreo 432 g,,g,432.0,11.9,Oreo,2024-12-09 02:21:20.146258,Pedidos Ya
Pedidos Ya Lince,Galletas y Waffers,Galleta Ritz Plain 6Pack 120g,Contiene 6 paquetes individuales de 20 gramos cada uno.Galletas saladas tostadas,g,720.0,4.3,Ritz,2024-12-09 02:21:20.146258,Pedidos Ya
Pedidos Ya Lince,Galletas y Waffers,Galletas Choco Vainilla Field 75.6 g,,g,75.6,7.5,Field,2024-12-09 02:21:20.146258,Pedidos Ya
Pedidos Ya Lince,Galletas y Waffers,Galletas Ritz Taco 52.5g,Contiene 52.5Galletas saladas tostadas,g,52.5,1.5,Ritz,2024-12-09 02:21:20.146258,Pedidos Ya
Pedidos Ya Lince,Galletas y Waffers,Galletas Costa Wafer Nik Vainilla X 72 Gr,,g,72.0,2.5,Costa,2024-12-09 02:21:20.146258,Pedidos Ya
Pedidos Ya Lince,Galletas y Waffers,Wafer Nik Costa Sabor Chocolate 77G,Wafer de chocolate.,g,77.0,2.5,Costa,2024-12-09 02:21:20.146258,Pedidos Ya
Pedidos Ya Lince,Galletas y Waffers,Galletas Sabor Vainilla Field Paquete 37 g Pack 6 unid,Contiene 6 paquetes individuales de 37 gramos cada uno.Galletas dulces sabor artificial a vainilla1 porción aporta 160 kcal,g,222.0,6.8,Field,2024-12-09 02:21:20.146258,Pedidos Ya
Pedidos Ya Lince,Galletas y Waffers,Galleta Chocodonuts Leche 6 X 33 Gr.,,g,33.0,5.4,Molitalia,2024-12-09 02:21:20.146258,Pedidos Ya
Pedidos Ya Lince,Galletas y Waffers,Costa Galletas Wafer Sabor a Chocolate 105g,,g,105.0,2.9,Costa,2024-12-09 02:21:20.146258,Pedidos Ya
