Market_name,Category_name,Product_name,Product_description,Product_unit_type,Product_quantity,Product_price,Product_branch,Scrape_timestamp,website
Pedidos Ya Lince,Snacks y Frutos secos,Orejitas De Hojaldre No Convido 120G,,g,120.0,9.9,unbranded,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Papas Fritas Picantes Papi Ricas Bolsa 28 Grs,,g,28.0,2.5,unbranded,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Cheetos Mega Queso 200g,Contiene 200 gramos.Extruído de maíz.Sabor: Mega queso,g,200.0,8.9,Cheetos,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Snacks Palitos Cheese Tris 120G,,g,120.0,5.6,Cheese Tris,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Chifles Crickets Sabor Leche De Tigre 150 g,Contiene 150 gramos.Hojuelas de plátano fritas.Con sabor a leche de tigre.Sin grasas trans.Libre de gluten,g,150.0,7.99,Crickets,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Papas Fritas Naturales Papi Ricas Bolsa 70 Grs,,g,70.0,4.9,unbranded,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Papas Nativas Fritas Inka Chips Salada 135G,,g,135.0,8.9,Inka Chips,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Salty Pretzels - No Convido Bolsa 100g,,g,100.0,8.9,unbranded,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Tortees Picante 138g,,g,138.0,5.9,Tor Tees,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Chifles Sabor Leche De Tigre Crickets 250 G,Contiene 250 gramos.Chifes piuranos.Sabor: Leche de tigre.Crujientes y sabrosos,g,250.0,11.4,Crickets,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Chifles Leche De Tigre Crickets 60 Gr,,g,60.0,3.0,Crickets,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Chifles Con Sal Crocantitos 150G,,g,150.0,5.9,Crocantitos,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Papas Onduladas Inka Chips Finas Hierbas y Lima 115 g,Contiene 115 gramos.Papas en hojuelas.Sabor: Finas hierbas y lima,g,115.0,8.9,Inka Chips,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Camote Inka Chips 130gr,"Delicioso snack veggie de Ina Chips. En esta ocasión, camote frito en hojuelas. Un producto libre de gluten",g,130.0,8.9,Inka Chips,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Mix Tropical Inka Chips 125gr,"Papas fritas mix Inka Chips contiene camote, yuca y chifle salsado. Elaborados en líneas que también procesan leche y productos lácteos (incluÍdo lactosa).",g,125.0,9.9,Inka Chips,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Papas Onduladas Inka Chips Hamburguesa Bembos 120Gr,Contiene 120 gramos.Papas fritas en hojuelas.Sabor a hamburguesa.Edición limitada,g,120.0,8.9,Inka Chips,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Papas Lay's Clásicas 150g,,g,150.0,7.5,Lay's,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Tor-Tees Maíz Frito 138Gr Sal,,g,138.0,5.5,Tor Tees,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Chizito Fiesta 190g,- Contenido de 190 gramos- Extruido de maíz- Sabor: Queso,g,190.0,7.2,Chizitos,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Yuca Inka Chips 130 g,Inka Chips trae una receta clásica del Perú: yucas fritas. Un snack listo para comer en cualquier lugar.,g,130.0,9.9,Inka Chips,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Papas Lay'S Clásicas 210g,,g,210.0,9.5,Lay's,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Papas Lay's Ondas Saladas 140g,,g,140.0,7.5,Lay's,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Cheetos Flamin Hot 120g,,g,120.0,5.9,Cheetos,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Chifles Salados Crickets 60 G,,g,60.0,3.0,Crickets,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Chifles Sabor Ceviche Crocantitos 250G,,g,250.0,10.9,Crocantitos,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Papas Al Hilo Villa Natura Bolsa 150 Gr,,g,150.0,7.61,Villa Natura,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Chifles Dulce Frito Crocantitos 150G,,g,150.0,5.9,Crocantitos,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Mani Oriental Granuts Kraks 180G,,g,180.0,6.4,Granuts,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Snack Cheese Tris 44G,,g,44.0,2.8,Cheese Tris,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Chifles Sabor Ceviche Crocantitos 150G,,g,150.0,6.9,Crocantitos,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Tostitos Salados 200g,,g,200.0,10.9,Tostitos,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Cheetos Queso Picante 180g,,g,180.0,8.9,Cheetos,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Chifles Dulce Frito Crocantitos 250G,,g,250.0,9.9,Crocantitos,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Papas al Hilo Lay's 155g,,g,155.0,7.5,Lay's,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Frutos Secos Villa Natura Mixtura Natural Bolsa 150 g,,g,150.0,10.5,Villa Natura,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Chifles Picante Crocantitos 250G,,g,250.0,9.9,Crocantitos,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Frutos Secos Villa Natura Cocktail Premium Bolsa 80 g,,g,80.0,6.9,Villa Natura,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Papas Lay's Clásicas 70g,,g,70.0,4.5,Lay's,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Chifles Picante Crocantitos 150G,,g,150.0,5.9,Crocantitos,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Papas Lay's Artesanas Sal Marina 135g,,g,135.0,8.9,Lay's,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Chifles Sabor Chorizo Parrillero Crocantitos 150G,,g,150.0,5.9,Crocantitos,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Snack Cheetos Boliqueso 110G,,g,110.0,5.9,Cheetos,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Chifles Salados Crickets 500 G,,g,500.0,21.9,Crickets,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Yucas Fritas En Hojuelas Saladas Crocantitos 150G,,g,150.0,6.9,Crocantitos,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Chifles Sabor Chorizo Parrillero Crocantitos 250G,,g,250.0,9.9,Crocantitos,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Habas Saladas Villa Natura Bolsa 80G,,g,80.0,3.9,Villa Natura,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Frutos Secos Villa Natura Cocktail Premium Bolsa 150 g,Contiene 150 gramos.Mix de: Pasas morenas / Almendras tostadas / Pecanas / Cashews tostados / Nueces,g,150.0,13.2,Villa Natura,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Papas Lay's Artesanas Alita Bbq 130g,,g,135.0,8.9,Lay's,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Doritos Queso Fuego 190g,,g,190.0,9.9,Doritos,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Doritos Flamin Hot 100g,,g,100.0,5.9,Doritos,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Snack Villa Natura Piqueo Mix Bolsa 150 g,,g,150.0,7.9,Villa Natura,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Act Ii Pop Corn Extra Mantequilla X 80 Gr,,g,80.0,5.5,Act Ii,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Piqueo Villa Natura Cancha Chullpi Salada Taper 250Gr,Contiene 250 gramos.Maíz chulpi frito con sal.Práctico empaque reutilizable,g,250.0,11.9,Villa Natura,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Habas Saladas Villa Natura Bolsa 150 Gr,,g,150.0,7.5,Villa Natura,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Papas Al Hilo Villa Natura Bolsa 250 Gr,,g,250.0,11.9,Villa Natura,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Cancha Chulpi Salada Villa Natura Taper 150 Gr,,g,150.0,7.5,Villa Natura,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Lay's Artesanas Alitas Bbq 34G,,g,34.0,2.9,Lay's,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Lay's Artesanas Sal Marina 34G,,g,34.0,2.9,Lay's,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Pasas Morenas Villa Natura Bolsa 150 Gr,,g,150.0,6.5,Villa Natura,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Chifles Con Sal Crocantitos 340 g,,g,340.0,13.9,Crocantitos,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Chips De Pita El Cedro Sabor Ajo Y Orégano 200 g,Tostadas de pan al ajo sabor ajo y orégano.,g,200.0,13.9,El Cedro,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Almendras Deshidratadas Villa Natura Bolsa 80 g,,g,80.0,10.9,Villa Natura,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Cancha Chulpi Salada Villa Natura Bolsa 80 Gr,,g,80.0,4.2,Villa Natura,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Chifles Picantes Crickets 250 G,,g,250.0,11.4,Crickets,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Chifles Picantes Crickets 150 G,,g,150.0,7.99,Crickets,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Chifles Salados Villa Natura Bolsa 150 g,,g,150.0,7.9,Villa Natura,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Hojuelas Fritas De Yuca Sabor Picante Crocantitos 150G,,g,150.0,6.9,Crocantitos,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Cocktail De Nueces Villa Natura Bolsa 250 Gr,,g,250.0,15.9,Villa Natura,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Camote En Hojuelas Villa Natura Bolsa 150 Gr,,g,150.0,7.9,Villa Natura,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Snack Cashew Villa Natura Bolsa 80 Gr,,g,80.0,12.1,Villa Natura,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Chifles Salados Villa Natura Bolsa 250 Gr,,g,250.0,10.5,Villa Natura,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Papas Tiyapuy Nativas Mix 160 g,,g,160.0,9.5,Tiyapuy,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Crickets Chifles Chorizo 60 Gr,,g,60.0,3.0,Crickets,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Yucas Fritas En Hojuelas Saladas Crocantitos 250 g,,g,250.0,10.5,Crocantitos,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Maíz Gigante Salado Villa Natura Bolsa 80 Gr,,g,80.0,6.84,Villa Natura,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Cocktail De Nueces Villa Natura Bolsa 80 Gr,,g,80.0,5.5,Villa Natura,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Maní Con Pasas Villa Natura Bolsa 80 Gr,,g,80.0,3.5,Villa Natura,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Frutos Secos Villa Natura Pasión Mix Bolsa 80 Gr,,g,80.0,7.5,Villa Natura,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Chifles Dulce Frito Crocantitos 340 g,,g,340.0,13.9,Crocantitos,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Cocktail Premium Villa Natura Bolsa 250 Gr,Contiene 250 gramos.Mix de: Pasas morenas / Almendras tostadas / Pecanas / Cashews tostados / Nueces,g,250.0,20.9,Villa Natura,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Pasas Morenas Villa Natura Bolsa 250 Gr,,g,250.0,8.9,Villa Natura,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Doritos Dinamita Limon 200G,,g,200.0,11.9,Doritos,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Piqueo Villa Natura Habas Saladas Táper 150Gr,,g,150.0,9.9,Villa Natura,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Chifles Sabor Chorizo Parrillero Crickets 150 G,,g,150.0,7.99,Crickets,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Chifles Salados Villa Natura Bolsa 500 Gr,Contiene 500 gramos.Plátano verde frito en hojuelas con sal,g,500.0,18.9,Villa Natura,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Maní Con Pasas Villa Natura Bolsa 250 g,,g,250.0,9.9,Villa Natura,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Papas Al Hilo Villa Natura Bolsa 500 Gr,Contiene 500 gramos.Papas fritas al hilo saladas,g,500.0,20.9,Villa Natura,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Act Ii Pop Corn Mantequilla X 80 Gr,,g,80.0,5.5,Act Ii,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Cancha Chulpi Villa Natura Bolsa 500 g,,g,500.0,20.9,Villa Natura,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Cocktail De Nueces Villa Natura Bolsa 150 Gr,,g,150.0,10.5,Villa Natura,2024-12-09 02:27:26.407247,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Pistacho Salado Villa Natura Bolsa 80 Gr,,g,80.0,14.5,Villa Natura,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Maní Con Pasas Villa Natura Bolsa 150 Gr,,g,150.0,6.5,Villa Natura,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Pasion Mix Villa Natura Bolsa 150 g,,g,150.0,14.9,Villa Natura,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Piqueo Villa Natura Nueces Peladas Bolsa 80Gr,,g,80.0,10.9,Villa Natura,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Habas Saladas Villa Natura Bolsa 500 g,,g,500.0,20.9,Villa Natura,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Papas Pringles Original 104G,,g,104.0,12.5,Pringles,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Snack Doritos Dinamita 200G,,g,200.0,11.9,Doritos,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Tostitos Redondos Salados 150g,Ideales para Dippear.Hojuelas de Maíz con Sal.Contenido: 150 g,g,150.0,7.9,Tostitos,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Doritos Dinamita Limon 80G,,g,80.0,7.0,Doritos,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Act Ii Pop Corn Natural X 80 Gr,,g,80.0,5.5,Act Ii,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Granuts Mezcla De Arándanos 180G,,g,180.0,11.5,Granuts,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Papas Fritas Picantes Papi Ricas Bolsa 70 Grs,,g,70.0,4.9,Papi Ricas,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Pistachos Salados Delitierra 40 g,,g,40.0,5.9,Delitierra,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Pecana Pelada Vallealto 90G,Contiene 90 gramos.Pecanas peladas,g,90.0,13.9,Vallealto,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Papas Pringles Con Queso 109G,,g,109.0,12.5,Pringles,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Mani Confitado Delitierra 25G,,g,25.0,1.9,Delitierra,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Mani Oriental Granuts Kraks 50G,,g,50.0,2.9,Granuts,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Berry Crunch Vallealto 200G,Contiene 200 gramos.Mezcla de: Cranberries / Maní / Almendras / Maíz tostado.Ideal como snack para reuniones,g,200.0,9.9,Vallealto,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Cocktail De Nueces Vallealto 200G,,g,200.0,10.9,Vallealto,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Snacks Mix Up Vallealto 150G,,g,150.0,5.9,Vallealto,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Snacks Premium Cocktail Sin Mani Vallealto 90G,,g,90.0,6.5,Vallealto,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Party Mix Granuts 180Gr,,g,180.0,12.5,Granuts,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Tostones Inka Chips 100 g,,g,100.0,7.9,Inka,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Palomitas De Maiz Act II Butter 3 Pack 8 oz,Pop Corn Act II De Mantequilla 3 Pack,un,3.0,12.9,Act Ii,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Frutos Mixtos Granuts Mani Nueces Almendras X 40Gr,"Deliciosa mezcla de nueces, almendras, maní y marañones. Ideal como snack en cualquier momento del día. Aporta energía y es nutritiva.",g,40.0,4.2,Granuts,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Mezcla Granuts Yogurt Mix Bolsa 180G,,g,180.0,12.5,Granuts,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Mani Limon Granuts Kraks 45G,,g,45.0,2.9,Granuts,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Papas Onduladas Inka Chips Habanero BBQ 115gr,,g,115.0,8.9,Inka,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Habas Mix Granuts 150 g,,g,150.0,10.5,Granuts,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Mezcla De Nueces Party Mix ganuts 50 g,,g,50.0,4.2,Granuts,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Pistacho Con Cascara Vallealto 90G,Contiene 90 gramos.Pistachos con cáscara,g,90.0,12.0,Vallealto,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Snacks Mix Up Vallealto 250G,,g,250.0,9.5,Vallealto,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Dip De Hummus Con Ajo Casa Verde 240G,Crema de garbanzos con ajo Peso: 240 g.Sin conservantes ni saborizantes.Excelente acompañamiento para picoteo,g,240.0,11.9,Casa Verde,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Dip Casa Verde Ají Amarillo Con Queso 190Gr,,g,190.0,10.5,Casa Verde,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Snacks Premium Cocktail Vallealto 150G,,g,150.0,11.9,Vallealto,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Mani Limon Granuts Kraks 180G,,g,180.0,6.5,Granuts,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Poshi De Esparrago Verde Casa Verde 45G,,g,45.0,4.5,Casa Verde,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Almendras Natural Vallealto 90G,Contiene 90 gramos.Almendras naturales,g,90.0,8.9,Vallealto,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Cocktail De Nueces Vallealto 150G,,g,150.0,8.9,Vallealto,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Snack De Chocho Mi Chochera Casa Verde Gourmet 35 G,,g,35.0,2.9,Casa Verde,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Mani Granuts Con Pasas 50 G,,g,50.0,2.9,Granuts,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Chifles Salados Tiyapuy 160g,Contiene 160 gramos.Hojuelas de plátano verde fritas.Con sal de maras.Plátano cosechado a mano.Regado con lluvia.Agricultura sostenible,g,160.0,6.9,Tiyapuy,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Berry Mix Bl Vallealto 150G,,g,150.0,9.9,Vallealto,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Nuez Pelada Vallealto 90G,Contiene 90 gramos.Nueces peladas,g,90.0,9.9,Vallealto,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Granuts Mani Arandano Display 50 g,"Deliciosa mezcla de maní con sal, maíz tostado, maní confitado, almendras y arándanos. Ideal para disfrutar en cualquier momento del día.",g,50.0,4.2,Granuts,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Palomitas Act II con Sal Caja De 3 Bolsas 255 g,,g,255.0,16.4,Act Ii,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Premium Cocktail Vallealto 200G,,g,200.0,14.7,Vallealto,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Marañon Seco Vallealto 90G,Contiene 90 gramos.Cashews,g,90.0,11.9,Vallealto,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Palomitas Act II Mantequilla Light 1 Unidad 85 g,Cabritas Con Mantequilla Light Para Hacerlas En El Microondas,g,85.0,5.5,Act Ii,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Cocktail De Nueces Vallealto 250g,,g,250.0,13.9,Vallealto,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Snacks Special Mix Vallealto 150G,Contiene 150 gramos.Mezcla de: Maní / Cashew / Maíz de Cusco frito / Almendras tostadas.Ideal como snack para reuniones,g,150.0,9.9,Vallealto,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Salsa Alcachofa Parmesana Casa Verde 220 g,,g,220.0,9.9,Casa Verde,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Camotes Tiyapuy 160Gr,,g,160.0,6.9,Tiyapuy,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Snacks Premium Cocktail Vallealto 250G,,g,250.0,17.9,Vallealto,2024-12-09 02:27:27.072339,Pedidos Ya
Pedidos Ya Lince,Snacks y Frutos secos,Papas Fritas Pringles Original 37G,,g,37.0,6.9,Pringles,2024-12-09 02:27:27.072339,Pedidos Ya
