Market_name,Category_name,Product_name,Product_description,Product_price,Scrape_timestamp,Product_unit_type,Product_quantity,Product_branch
Pedidos Ya Lince,"Carnes, Aves y Pescados",Alitas Sabor A La Brasa Redondos Caja 400G,Producto Congelado.,15.9,2024-12-04 02:15:12.856925,g,400.0,Redondos
Pedidos Ya Lince,"Carnes, Aves y Pescados",Guiso De Carne Finka Food 500G,Producto Refrigerado. Al abrir el empaque dejar escurrir y oxigenar por 20 minutos.,19.9,2024-12-04 02:15:12.856925,g,500.0,Finka Food
Pedidos Ya Lince,"Carnes, Aves y Pescados",Chuleta de Cerdo Congelada Caryder Media Luna 350gr aprox,,13.9,2024-12-04 02:15:12.856925,g,350.0,Caryder
Pedidos Ya Lince,"Carnes, Aves y Pescados",Sangrecita Criolla Redondos 500 Gr,Producto Refrigerado.,6.9,2024-12-04 02:15:12.856925,g,500.0,Redondos
Pedidos Ya Lince,"Carnes, Aves y Pescados",Lomo Saltado Finka Food 500G,Producto Refrigerado. Al abrir el empaque dejar escurrir y oxigenar por 20 minutos.,24.9,2024-12-04 02:15:12.856925,g,500.0,Finka Food
Pedidos Ya Lince,"Carnes, Aves y Pescados",Asado de Pejerrey de Carne de Res Congelado Llanura de Oxapampa 500 gr,,26.9,2024-12-04 02:15:12.856925,g,500.0,Llanura de Oxapampa
Pedidos Ya Lince,"Carnes, Aves y Pescados",Enrollado De Cerdo Con Guindones Y Tocino Otto Kunz 1 kg,Enrollado De Cerdo Con Guindones Y Tocino Otto Kunz 1 Kg,45.9,2024-12-04 02:15:12.856925,kg,1.0,Otto Kunz
Pedidos Ya Lince,"Carnes, Aves y Pescados",Alitas Búfalo Redondos Caja 400 g,Producto Congelado.,16.9,2024-12-04 02:15:12.856925,g,400.0,Redondos
Pedidos Ya Lince,"Carnes, Aves y Pescados",Bife Ancho Finka Food 500G,Producto Congelado.,26.9,2024-12-04 02:15:12.856925,g,500.0,Finka Food
Pedidos Ya Lince,"Carnes, Aves y Pescados",Pollada Criolla Redondos Media Pechuga Y Pierna Con Encuentro Bolsa 800G,Producto Refrigerado.,17.0,2024-12-04 02:15:12.856925,g,800.0,Redondos
Pedidos Ya Lince,"Carnes, Aves y Pescados",Costillar De Res Finka Food 1 Kg,,22.9,2024-12-04 02:15:12.856925,kg,1.0,Finka Food
Pedidos Ya Lince,"Carnes, Aves y Pescados",Enrollado De Cerdo Con Jamon Y Piña Otto KUnidadesz 1 kg,Enrollado De Cerdo Con Jamon Y Piña Otto Kunz 1 Kg,45.9,2024-12-04 02:15:12.856925,kg,1.0,Otto Kunz
Pedidos Ya Lince,"Carnes, Aves y Pescados",Lomo Fino De Carne Finka Food 500G,Producto Congelado.,53.9,2024-12-04 02:15:12.856925,g,500.0,Finka Food
Pedidos Ya Lince,"Carnes, Aves y Pescados",Bife Angosto Finka Food 500G,Producto Congelado.,31.9,2024-12-04 02:15:12.856925,g,500.0,Finka Food
Pedidos Ya Lince,"Carnes, Aves y Pescados",Filete de Pechuga de Pollo Marinado Redondos 620gr,Producto Refrigerado.,19.9,2024-12-04 02:15:12.856925,g,620.0,Redondos
Pedidos Ya Lince,"Carnes, Aves y Pescados",Osobuco Trozado De Res Finka Food 1 Kg,Producto Congelado.,29.9,2024-12-04 02:15:12.856925,kg,1.0,Finka Food
Pedidos Ya Lince,"Carnes, Aves y Pescados",Pollito Sabor Leña Redondos x Unid,,21.9,2024-12-04 02:15:12.856925,kg,1.0,Redondos
Pedidos Ya Lince,"Carnes, Aves y Pescados",Churrasco Redondo De Res Finka Food 1 Kg,Producto Congelado.,39.9,2024-12-04 02:15:12.856925,kg,1.0,Finka Food
Pedidos Ya Lince,"Carnes, Aves y Pescados",Higado De Res Filete Caryder De 300g A 330g,Producto Congelado.,6.9,2024-12-04 02:15:12.856925,g,300.0,Caryder
Pedidos Ya Lince,"Carnes, Aves y Pescados",Churrasco Largo De Res Finka Food 1 Kg,Producto Refrigerado. Al abrir el empaque dejar escurrir y oxigenar por 20 minutos.,47.9,2024-12-04 02:15:12.856925,kg,1.0,Finka Food
Pedidos Ya Lince,"Carnes, Aves y Pescados",Punta De Pecho De Res Finka Food Sancochado 1 Kg,Producto Congelado.,26.9,2024-12-04 02:15:12.856925,kg,1.0,Finka Food
Pedidos Ya Lince,"Carnes, Aves y Pescados",Guiso De Cerdo Congelado Redondos 950 - 1050 g,Producto Congelado.,29.9,2024-12-04 02:15:12.856925,kg,1.0,Redondos
Pedidos Ya Lince,"Carnes, Aves y Pescados",Chicharrón De Cerdo Duroc Redondos 300 Gr,,19.9,2024-12-04 02:15:12.856925,g,300.0,Redondos
Pedidos Ya Lince,"Carnes, Aves y Pescados",Lomo Fino De Cerdo Duroc Redondos (300 -950 Gr),,41.5,2024-12-04 02:15:12.856925,g,625.0,Redondos
Pedidos Ya Lince,"Carnes, Aves y Pescados",Enrollado De Pollo Redondos Cordon Bleu Paquete 1.3Kg,Producto Congelado.,40.9,2024-12-04 02:15:12.856925,kg,1.3,Redondos
Pedidos Ya Lince,"Carnes, Aves y Pescados",Chuleta De Hombro De Cerdo Duroc Redondos (500 - 900 Gr),Producto Congelado.,29.72,2024-12-04 02:15:12.856925,g,700.0,Redondos
Pedidos Ya Lince,"Carnes, Aves y Pescados",Pollipavo Entero Redondos De 4 A 5 kg,,59.9,2024-12-04 02:15:12.856925,kg,5.0,Redondos
Pedidos Ya Lince,"Carnes, Aves y Pescados",Bondiola De Cerdo Duroc Redondos (800 - 1400 Gr),Producto Congelado.,41.9,2024-12-04 02:15:12.856925,g,1100.0,Redondos
Pedidos Ya Lince,"Carnes, Aves y Pescados",Pack Parrillero Casa Europa Paquete 450 g,,24.5,2024-12-04 02:15:12.856925,g,450.0,Casa Europa
Pedidos Ya Lince,"Carnes, Aves y Pescados",Tomahawk De Cerdo Duroc Redondos (300 - 700 Gr),Producto Congelado.,35.2,2024-12-04 02:15:12.856925,g,500.0,Redondos
Pedidos Ya Lince,"Carnes, Aves y Pescados",Carne Molida Casera La Segoviana 500 Gr,Producto Congelado.,10.9,2024-12-04 02:15:12.856925,g,500.0,La Segoviana
Pedidos Ya Lince,"Carnes, Aves y Pescados",Carne Molida Caryder De Res Congelada 350 g,,10.9,2024-12-04 02:15:12.856925,g,350.0,Caryder
Pedidos Ya Lince,"Carnes, Aves y Pescados",Carbón Braza 3Kg,,24.9,2024-12-04 02:15:12.856925,kg,3.0,Braza
Pedidos Ya Lince,"Carnes, Aves y Pescados",Bisteck de Carne Molido de Res  Caryder 350gr aprox,Producto Congelado.,13.9,2024-12-04 02:15:12.856925,g,350.0,Caryder
Pedidos Ya Lince,"Carnes, Aves y Pescados",Guiso de Carne de Res Caryder Trozado 350 aprox,Producto Congelado.,16.5,2024-12-04 02:15:12.856925,g,350.0,Caryder
Pedidos Ya Lince,"Carnes, Aves y Pescados",Mondongo De Res Juliana Caryder De 300g A 330g,Producto Congelado.,6.6,2024-12-04 02:15:12.856925,g,300.0,Caryder
Pedidos Ya Lince,"Carnes, Aves y Pescados",Carne de Bife Ancho de Res Caryder 330gr aprox,Producto Congelado.,28.5,2024-12-04 02:15:12.856925,g,330.0,Caryder
Pedidos Ya Lince,"Carnes, Aves y Pescados",Bistec de Carne de Res Caryder 350gr aprox,Producto Congelado.,21.9,2024-12-04 02:15:12.856925,g,350.0,Caryder
Pedidos Ya Lince,"Carnes, Aves y Pescados",Carne de Bife Angosto de Res Caryder 330g,Producto Congelado.,26.9,2024-12-04 02:15:12.856925,g,330.0,Caryder
Pedidos Ya Lince,"Carnes, Aves y Pescados",Carne de Lomo Fino de Res Caryder 250gr aprox,Producto Congelado.,25.9,2024-12-04 02:15:12.856925,g,250.0,Caryder
Pedidos Ya Lince,"Carnes, Aves y Pescados",Filete de Tilapia Importado Congelado Umi Food 1Kg,,26.9,2024-12-04 02:15:12.856925,kg,1.0,Umi Food
Pedidos Ya Lince,"Carnes, Aves y Pescados",Carbón Braza 5Kg,,39.9,2024-12-04 02:15:12.856925,kg,5.0,Braza
Pedidos Ya Lince,"Carnes, Aves y Pescados",Carbón Braza 2Kg,,17.9,2024-12-04 02:15:12.856925,kg,2.0,Braza
Pedidos Ya Lince,"Carnes, Aves y Pescados",Chorizo Precocido La Segoviana Paquete 500G,,16.9,2024-12-04 02:15:12.856925,g,500.0,La Segoviana
Pedidos Ya Lince,"Carnes, Aves y Pescados",Briquetas De Carbón Braza 2Kg,,18.9,2024-12-04 02:15:12.856925,kg,2.0,Braza
Pedidos Ya Lince,"Carnes, Aves y Pescados",Bistec Apanado Oregon Foods 3 Unidades,,31.9,2024-12-04 02:15:12.856925,un,3.0,Oregon Foods
Pedidos Ya Lince,"Carnes, Aves y Pescados",Albodiga De Res Oregon Foods 15 Unidades,,22.9,2024-12-04 02:15:12.856925,un,15.0,Oregon Foods
Pedidos Ya Lince,"Carnes, Aves y Pescados",Encendedor Bic Maxi1 Un,Es una opción robusta y duradera para encender fuego con facilidad y seguridad.,3.2,2024-12-04 02:15:12.856925,un,1.0,Bic
Pedidos Ya Lince,"Carnes, Aves y Pescados",Trucha Azul Marino Porciones Con Piel Congelada 500G,TRUCHA PORCIONES CON PIEL CONGELADA IQF EMPACADO AL VACIO ,35.0,2024-12-04 02:15:12.856925,g,500.0,Azul Marino
Pedidos Ya Lince,"Carnes, Aves y Pescados",Porciones De Bonito Congelada Pescanova X 500 Gr,,10.9,2024-12-04 02:15:12.856925,g,500.0,Pescanova
Pedidos Ya Lince,"Carnes, Aves y Pescados",Mixtura De Mariscos Azul Marino 500G,Producto Congelado.,22.9,2024-12-04 02:15:12.856925,g,500.0,Azul Marino
Pedidos Ya Lince,"Carnes, Aves y Pescados",Langostino Mediano Azul Marino 400G,Producto Congelado.,24.9,2024-12-04 02:15:12.856925,g,400.0,Azul Marino
Pedidos Ya Lince,"Carnes, Aves y Pescados",Langostino Precocido Chico Azul Marino 400G,Producto Congelado.,28.9,2024-12-04 02:15:12.856925,g,400.0,Azul Marino
Pedidos Ya Lince,"Carnes, Aves y Pescados",Langostino Crudo Congelado Pelado Y Desvenado Umi Foods Bolsa 255 g,,22.0,2024-12-04 02:15:12.856925,g,500.0,Umi Foods
Pedidos Ya Lince,"Carnes, Aves y Pescados",Concha De Abanico Media Valva Con Coral Azul Marino 330G,Producto Congelado.,20.9,2024-12-04 02:15:12.856925,g,330.0,Azul Marino
Pedidos Ya Lince,"Carnes, Aves y Pescados",Pulpa De Langostino Crudo Azul Marino 200G,Producto Congelado.,9.5,2024-12-04 02:15:12.856925,g,200.0,Azul Marino
Pedidos Ya Lince,"Carnes, Aves y Pescados",Langostino Colas Con Cascara Mediano Azul Marino 1 Kg,Producto Congelado.,44.9,2024-12-04 02:15:12.856925,kg,1.0,Azul Marino
Pedidos Ya Lince,"Carnes, Aves y Pescados",Trucha Ahumada Congelada Azul Marino 250G,,34.9,2024-12-04 02:15:14.243527,g,250.0,Azul Marino
Pedidos Ya Lince,"Carnes, Aves y Pescados",Porciones De Perico Congelada X 300 Gr Pescanova,,14.9,2024-12-04 02:15:14.243527,g,300.0,Pescanova
Pedidos Ya Lince,"Carnes, Aves y Pescados",Media Pechuga de Pollo Congelada sin piel Seara x 2kg,,42.9,2024-12-04 02:15:14.243527,kg,2.0,Seara
Pedidos Ya Lince,"Carnes, Aves y Pescados",Langostino Crudo Pelado Pescanova Bolsa 300G,Producto Congelado.,20.5,2024-12-04 02:15:14.243527,g,300.0,Pescanova
Pedidos Ya Lince,"Carnes, Aves y Pescados",Anillas De Pota Empanizada Pescanova Bolsa 500 G,,20.9,2024-12-04 02:15:14.243527,g,500.0,Pescanova
Pedidos Ya Lince,"Carnes, Aves y Pescados",Filete De Reineta Sin Piel Umi Foods X 500 G,,35.0,2024-12-04 02:15:14.243527,g,500.0,Umi Foods
Pedidos Ya Lince,"Carnes, Aves y Pescados",Medallones De Atún Congelado Umi Foods Bolsa 500 Gr,,32.0,2024-12-04 02:15:14.243527,g,500.0,Umi Foods
Pedidos Ya Lince,"Carnes, Aves y Pescados",Peskitos De Merluza Pescanova X 320 Gr,Producto Congelado.,23.9,2024-12-04 02:15:14.243527,g,320.0,Pescanova
Pedidos Ya Lince,"Carnes, Aves y Pescados",Tabletas De Perico Congelado Umi Foods Bolsa 500 Gr,,18.0,2024-12-04 02:15:14.243527,g,500.0,Umi Foods
Pedidos Ya Lince,"Carnes, Aves y Pescados",Langostino Precocido Empanizado en Coco Umi Foods Caja 283 g,Producto Congelado.,30.9,2024-12-04 02:15:14.243527,g,283.0,Umi Foods
Pedidos Ya Lince,"Carnes, Aves y Pescados",Cubos De Atun Congelado Bolsa Bilaminada X 500 Gramos UMI,Contiene 500 gramos.Cubos de atún.Producto congelado,21.9,2024-12-04 02:15:14.243527,g,500.0,Umi Foods
Pedidos Ya Lince,"Carnes, Aves y Pescados",Filete De Salmon 5 Trozos Congelado 500 G Aqua,El salmón es uno de los productos marítimos premium de Chile. En este formato puedes utilizarlo para preparar un rico ceviche.,49.9,2024-12-04 02:15:14.243527,g,500.0,5 Trozos
Pedidos Ya Lince,"Carnes, Aves y Pescados",Bonito  Congelado Pescados Premium  500 gr,pescado pescados premium bonito 500 gr,14.5,2024-12-04 02:15:14.243527,g,500.0,Pescador
Pedidos Ya Lince,"Carnes, Aves y Pescados",Fosforos Inti Cubo Pack 10Und,,28.9,2024-12-04 02:15:14.243527,un,10.0,Inti
Pedidos Ya Lince,"Carnes, Aves y Pescados",Perico  Congelado Pescados Premium  500 gr,pescado pescados premium perico 500 gr,34.9,2024-12-04 02:15:14.243527,g,500.0,Pescador
Pedidos Ya Lince,"Carnes, Aves y Pescados",Nuggets Flexfood 190 G,,11.9,2024-12-04 02:15:14.243527,g,190.0,Flexfood
Pedidos Ya Lince,"Carnes, Aves y Pescados",Atún  Congelado Pescados Premium 500 gr,pescado pescados premium atun 500 gr,36.9,2024-12-04 02:15:14.243527,g,500.0,Pescador
Pedidos Ya Lince,"Carnes, Aves y Pescados",Hamburguesa De Carne Flexfood 240 g,,19.0,2024-12-04 02:15:14.243527,g,240.0,Flexfood
Pedidos Ya Lince,"Carnes, Aves y Pescados",Tollo Azul  Congelado Pescados Premium 500 gr,pescado pescados premium tollo azul 500 gr,15.5,2024-12-04 02:15:14.243527,g,500.0,Tololo
Pedidos Ya Lince,"Carnes, Aves y Pescados",Picaña Congelada Oregon Beef Master Angus Selection De 0.8 Kg A 1.3Kg,Producto Congelado.,109.0,2024-12-04 02:15:14.243527,kg,0.8,Oregon Beef Master
Pedidos Ya Lince,"Carnes, Aves y Pescados",Lomo Fino Congelado Fibroi De 1.2kg A 1.5kg,,89.9,2024-12-04 02:15:14.243527,kg,1.2,Oregon Beef Master
Pedidos Ya Lince,"Carnes, Aves y Pescados",Pez Espada  Congelado Pescados Premium  500 gr,pescado pescados premium pez espada 500 gr,28.5,2024-12-04 02:15:14.243527,g,500.0,Pez
Pedidos Ya Lince,"Carnes, Aves y Pescados",Corvina  Congelado Pescados Premium  500 gr,pescado pescados premium corvina 500 gr,54.9,2024-12-04 02:15:14.243527,g,500.0,Corina
Pedidos Ya Lince,"Carnes, Aves y Pescados",Pechuga De Pavo San Fernando De 5 A 6.5 kg,,142.2,2024-12-04 02:15:14.243527,kg,6.5,San Fernando
Pedidos Ya Lince,Congelados,Hielo Glacial Bolsa 3Kg,,7.9,2024-12-04 02:25:21.691114,kg,3.0,Glacial
Pedidos Ya Lince,Congelados,Hielo Glacial Bolsa 1.5Kg,,4.9,2024-12-04 02:25:21.691114,kg,1.5,Glacial
Pedidos Ya Lince,Congelados,Helado Bombones D'Onofrio Pote 216 ml,Cantidad: 18 unidades.Contiene 216 ml.Helado sabor vainilla con cobertura sabor chocolate,14.9,2024-12-04 02:25:21.691114,ml,216.0,D'onofrio 
Pedidos Ya Lince,Congelados,Helado Chocochips Peziduri 900Ml,,12.9,2024-12-04 02:25:21.691114,ml,900.0,Peziduri
Pedidos Ya Lince,Congelados,Helado D'Onofrio Sandwich De Vainilla Bolsa 112.8 mL,,3.5,2024-12-04 02:25:21.691114,ml,112.8,D'onofrio 
Pedidos Ya Lince,Congelados,Helado Tricolor Peziduri 900Ml,,12.9,2024-12-04 02:25:21.691114,ml,900.0,Peziduri
Pedidos Ya Lince,Congelados,Helado Peziduri Brownie 920Ml,,21.5,2024-12-04 02:25:21.691114,ml,920.0,Peziduri
Pedidos Ya Lince,Congelados,Helado Sublime 900 Ml,Contiene 900 ml.Helado de crema sabor chocolate.Con maní bañado en pasta de chocolate con leche,20.9,2024-12-04 02:25:21.691114,ml,900.0,D'onofrio 
Pedidos Ya Lince,Congelados,Pomarola Concentrado De Tomate 110G Molitalia,Hecha con al menos 5 tomates.Contenido: 110g.Puré de tomate,2.2,2024-12-04 02:25:21.691114,g,110.0,Molitalia
Pedidos Ya Lince,Congelados,Nugget De Pollo Congelado Avinka 270g,,10.9,2024-12-04 02:25:21.691114,g,270.0,Avinka
Pedidos Ya Lince,Congelados,Helado Chocolate Peziduri 900Ml,,12.9,2024-12-04 02:25:21.691114,ml,900.0,Peziduri
Pedidos Ya Lince,Congelados,Helado Mini D'Onofrio Sandwich X10 unidades,Cantidad: 10 unidades.Helado sabor vainilla con galletas sabor chocolate.Formato mini,20.9,2024-12-04 02:25:21.691114,un,10.0,D'onofrio 
Pedidos Ya Lince,Congelados,Deditos De Pollo Avinka Congelado 12Und,Cantidad: 12 unidades.Contiene 276 gramos.Deditos de pollo.Elaborados con carne de pura pechuga de pollo,12.9,2024-12-04 02:25:21.691114,un,12.0,Avinka
Pedidos Ya Lince,Congelados,Helado Vainilla D'Onofrio 120Ml 4 Unidades,,20.9,2024-12-04 02:25:21.691114,ml,480.0,D'onofrio 
Pedidos Ya Lince,Congelados,Helado Momenti Gelato Choco Brownie 120ml,Helado artesanal a base de leche descremada y crema de leche.,11.9,2024-12-04 02:25:21.691114,ml,120.0,unbranded
Pedidos Ya Lince,Congelados,Helado Coco Zub Zero 200g,,16.5,2024-12-04 02:25:21.691114,g,200.0,unbranded
Pedidos Ya Lince,Congelados,San Fernando La Casera 910Gr C/Pollo 14U Unidad,Producto Congelado.,13.2,2024-12-04 02:25:21.691114,g,910.0,unbranded
Pedidos Ya Lince,Congelados,Helado Momenti Gelato Choco Brownie 500 ml,Helado hecho con cacao italiano y trocitos amelcochados de brownie bites perfecto para los amantes del chocolate. Sin preservantes ni saborizantes artificiales.,32.9,2024-12-04 02:25:21.691114,un,1.0,unbranded
Pedidos Ya Lince,Congelados,Hamburguesa La Super Con Carne San Fernando 850g,Producto Congelado.,13.5,2024-12-04 02:25:21.691114,g,850.0,San Fernando
Pedidos Ya Lince,Congelados,Hielo Premium Glacial Bolsa 2Kg,,14.9,2024-12-04 02:25:21.691114,kg,2.0,Glacial
Pedidos Ya Lince,Congelados,Helado D'ONOFRIO Peziduri Cheesecake Pote 900ml,Contiene 900 ml.Helado de crema.Sabor: Cheesecake Frutos Rojos.Línea de postres,21.5,2024-12-04 02:25:21.691114,ml,900.0,D'onofrio 
Pedidos Ya Lince,Congelados,Helado Galleta Sublime 80 ml,,3.0,2024-12-04 02:25:21.691114,ml,80.0,Sublime
Pedidos Ya Lince,Congelados,Papa Ondulada Greenfood Prefrita Congelada 400Gr,,7.9,2024-12-04 02:25:21.691114,g,400.0,Green Food
Pedidos Ya Lince,Congelados,Pop Corn Chicken Congelado Avinka 350G,Producto Congelado.,15.9,2024-12-04 02:25:21.691114,g,350.0,Avinka
Pedidos Ya Lince,Congelados,Hamburguesas De Pollo La Super Rica San Fernando 850G,Producto Congelado.,12.4,2024-12-04 02:25:21.691114,g,850.0,San Fernando
Pedidos Ya Lince,Congelados,Nugget De Pollo Con Brocoli Congelado Avinka 270G,,11.5,2024-12-04 02:25:21.691114,g,270.0,Avinka
Pedidos Ya Lince,Congelados,Hamburguesa De Res Top San Fernando 340 Gr 4 Un,Producto Congelado.,15.9,2024-12-04 02:25:21.691114,g,340.0,San Fernando
Pedidos Ya Lince,Congelados,Hamburguesa Carne/Pollo La Casera San Fernando 14 Un,Producto Congelado.,16.5,2024-12-04 02:25:21.691114,un,14.0,San Fernando
Pedidos Ya Lince,Congelados,Tiras De Pechuga De Pollo San Fernando 300G,,12.7,2024-12-04 02:25:21.691114,g,300.0,San Fernando
Pedidos Ya Lince,Congelados,Suprema Apanada De Pollo X 10 Unidades San Fernando,Producto Congelado.,29.9,2024-12-04 02:25:21.691114,un,10.0,San Fernando
Pedidos Ya Lince,Congelados,Helado Vainilla Peziduri 900Ml,,12.9,2024-12-04 02:25:21.691114,ml,900.0,Peziduri
Pedidos Ya Lince,Congelados,Papa Recta Greenfood Prefrita Congelada 400Gr,Contiene 400 gramos.Papa recta.Prefrita y congelada.Rinde de 3 a 4 porciones.Fáciles y rápidas de preparar.Sin preservantes ni colorantes,7.9,2024-12-04 02:25:21.691114,g,400.0,Green Food
Pedidos Ya Lince,Congelados,Milanesa San Fernando De Pechuga Congelada Apanada X 10 Unidades,,34.9,2024-12-04 02:25:21.691114,un,10.0,San Fernando
Pedidos Ya Lince,Congelados,Helado Lúcuma Peziduri 900Ml,,12.9,2024-12-04 02:25:21.691114,ml,900.0,Peziduri
Pedidos Ya Lince,Congelados,DinoNuggets de Pollo San Fernando 200gr,Producto Congelado.,7.9,2024-12-04 02:25:21.691114,g,200.0,San Fernando
Pedidos Ya Lince,Congelados,Safari Nuggets de Pollo San Fernando Bolsa 15 Unid,Contiene 285 gramos.Cantidad: 15 unidades.Empanizado cocido a base de carne de pollo marinada.Con forma de animalitos,12.9,2024-12-04 02:25:21.691114,un,15.0,San Fernando
Pedidos Ya Lince,Congelados,Chicharron De Pechuga De Pollo San Fernando 300G,,12.1,2024-12-04 02:25:21.691114,g,300.0,San Fernando
Pedidos Ya Lince,Congelados,Helado Sublime Paleta 59 Gr,,3.0,2024-12-04 02:25:21.691114,g,59.0,Sublime
Pedidos Ya Lince,Congelados,Milanesa De Pavo San Fernando Bolsa 4 Unid / 415 G,,17.9,2024-12-04 02:25:21.691114,g,1660.0,San Fernando
Pedidos Ya Lince,Congelados,Helado D'Onofrio Peziduri Alfajor Pote 900Ml,Contiene 900 ml.Helado de crema.Sabor: Alfajor.Línea de postres,22.9,2024-12-04 02:25:21.691114,ml,900.0,D'onofrio 
Pedidos Ya Lince,Congelados,Chicharron De Pollo Congelado Avinka 350G,,20.5,2024-12-04 02:25:21.691114,g,350.0,Avinka
Pedidos Ya Lince,Congelados,Deditos De Pollo San Fernando 300G,,11.9,2024-12-04 02:25:21.691114,g,300.0,San Fernando
Pedidos Ya Lince,Congelados,Pollo Sazón Brasa San Fernando 1.5 KG,Contiene 1.4 kilos.Pollo entero marinado y macerado.Sabor: Brasa,22.9,2024-12-04 02:25:21.691114,kg,1.5,San Fernando
Pedidos Ya Lince,Congelados,Dados De Pollo San Fernando 300G,,11.2,2024-12-04 02:25:21.691114,g,300.0,San Fernando
Pedidos Ya Lince,Congelados,Helado Emoticaritas Lúcuma y Sabor Vainilla 65 ml,,2.0,2024-12-04 02:25:21.691114,ml,65.0,D'onofrio 
Pedidos Ya Lince,Congelados,Deditos De Pollo Avinka 1000 g,,33.2,2024-12-04 02:25:21.691114,g,1000.0,Avinka
Pedidos Ya Lince,Congelados,Paleta De Helado Donofrio Sublime Duo Lucuma 80 ml,Contiene 80ml.Helado sabor vainilla y lúcuma con pasta sabor chocolate y maní,3.0,2024-12-04 02:25:21.691114,ml,80.0,Nestle
Pedidos Ya Lince,Congelados,Nugget De Pollo Con Quinua Congelado Avinka 270G,,11.5,2024-12-04 02:25:21.691114,g,270.0,Avinka
Pedidos Ya Lince,Congelados,Helado Fresa Peziduri 900Ml,,12.9,2024-12-04 02:25:21.691114,ml,900.0,Peziduri
Pedidos Ya Lince,Congelados,Apanado De Pollo Avinka 400G,Producto Congelado.,16.5,2024-12-04 02:25:21.691114,g,400.0,Avinka
Pedidos Ya Lince,Congelados,Milanesa De Pollo Avinka 600G,Producto Congelado.,29.9,2024-12-04 02:25:21.691114,g,600.0,Avinka
Pedidos Ya Lince,Congelados,Hamburguesa De Pollo Avinka Premium Caja 4un,Producto Congelado.,17.9,2024-12-04 02:25:21.691114,un,4.0,Avinka
Pedidos Ya Lince,Congelados,Fresa Entera Congelada El Frutero Bolsa 1 Kg,,15.76,2024-12-04 02:25:21.691114,kg,1.0,El Frutero
Pedidos Ya Lince,Congelados,Nuggets De Pollo Avinka 1 kg,,33.2,2024-12-04 02:25:21.691114,kg,1.0,Avinka
Pedidos Ya Lince,Congelados,Pack 2 Helados Tricolor Peziduri 900 ml,,25.8,2024-12-04 02:25:21.691114,ml,900.0,Peziduri
Pedidos Ya Lince,Congelados,Nuggets De Pollo Con Quinua Avinka 1 kg,,36.2,2024-12-04 02:25:21.691114,kg,1.0,Avinka
Pedidos Ya Lince,Congelados,Apanado De Pollo Avinka 1 kg,,33.2,2024-12-04 02:25:21.691114,kg,1.0,Avinka
Pedidos Ya Lince,Congelados,Helado Peziduri Sabor Pie De Limón 900 ml,,19.9,2024-12-04 02:25:21.691114,ml,900.0,Peziduri
Pedidos Ya Lince,Congelados,Nuggets De Pollo Con Brocoli Avinka 1 kg,,36.2,2024-12-04 02:25:21.691114,kg,1.0,Avinka
Pedidos Ya Lince,Congelados,Hamburguesa Parrillera De Pollo Avinka 4 Unidades 600 g,,25.5,2024-12-04 02:25:21.691114,g,600.0,Avinka
Pedidos Ya Lince,Congelados,Nugget  Con Brocoli Avinka X 2 Kg,Producto Congelado.,69.9,2024-12-04 02:25:21.691114,kg,2.0,Avinka
Pedidos Ya Lince,Congelados,Helado Fresa Frio Rico 900G,Contiene 900 ml.Helado de crema.Sabor: Fresa de Huaura.Porcentaje de cacao: 55%,26.9,2024-12-04 02:25:21.691114,g,900.0,Frio Rico
Pedidos Ya Lince,Congelados,Greenfood Arveja Granos Precocida Congelada 400gr,,7.4,2024-12-04 02:25:21.691114,g,400.0,Green Food
Pedidos Ya Lince,Congelados,Chicken Bites Artisan 350g,Producto Congelado.,28.9,2024-12-04 02:25:21.691114,g,350.0,Artisan
Pedidos Ya Lince,Congelados,Nuggets de Pechuga de Pollo Redondos x 12 Unid / 180 g,,7.5,2024-12-04 02:25:21.691114,un,12.0,Redondos
Pedidos Ya Lince,Congelados,Nuggets De Pechuga De Pollo Redondos Caja 36 Unid,Producto Congelado.,17.5,2024-12-04 02:25:21.691114,un,36.0,Redondos
Pedidos Ya Lince,Congelados,Hamburguesa de Res Otto Kunz Bolsa 8 unid,Producto Congelado.,27.9,2024-12-04 02:25:21.691114,un,8.0,Otto Kunz
Pedidos Ya Lince,Congelados,Helado Café Frio Rico 900G,,25.9,2024-12-04 02:25:21.691114,g,900.0,Frio Rico
Pedidos Ya Lince,Congelados,Hamburguesa Parrillera de Res Otto Kunz Bolsa 4 unid,Producto Congelado.,31.5,2024-12-04 02:25:21.691114,g,600.0,Otto Kunz
Pedidos Ya Lince,Congelados,Helado Frio Rico Vainilla Paleta 93Ml,,5.9,2024-12-04 02:25:21.691114,ml,93.0,Frio Rico
Pedidos Ya Lince,Congelados,Hamburguesas de Pollo Redondos Bolsa  14 Unid,Producto Congelado.,14.9,2024-12-04 02:25:21.691114,un,14.0,Redondos
Pedidos Ya Lince,Congelados,Helado Frio Rico Cappucino 120 ml,,4.0,2024-12-04 02:25:21.691114,ml,120.0,Frio Rico
Pedidos Ya Lince,Congelados,Helado Frio Rico Lúcuma 120 ml,,4.0,2024-12-04 02:25:21.691114,ml,120.0,Frio Rico
Pedidos Ya Lince,Congelados,Greenfood Choclo AmericanoGanos Precocido Congelado 400G,Contiene 400 gramos.Choclo americano.Precocido y congelado.Rinde de 3 a 4 porciones,10.9,2024-12-04 02:25:21.691114,g,400.0,Green Food
