description,price,website,search_term,scrape_timestamp
Jamón del País Gourmet Otto Kunz x kg,S/ 89.00 x kg,wong,JAMÓN DEL PAÍS,2024-12-07 17:01:05.941208
Jamón del País Zimmermann x kg,S/ 61.12 x kg,wong,JAMÓN DEL PAÍS,2024-12-07 17:01:05.941208
Jamón del País Casa Europa 150g,S/ 12.50,wong,JAMÓN DEL PAÍS,2024-12-07 17:01:05.941208
Jamón del País Zimmermann Paquete 200 g,S/ 15.92,wong,JAMÓN DEL PAÍS,2024-12-07 17:01:05.941208
Jamón del País Wong 150g,S/ 12.10,wong,JAMÓN DEL PAÍS,2024-12-07 17:01:05.941208
Jamón del País Oregon Foods 150g,S/ 11.50,wong,JAMÓN DEL PAÍS,2024-12-07 17:01:05.941208
Jamón del País Braedt 200g,S/ 18.50,wong,JAMÓN DEL PAÍS,2024-12-07 17:01:05.941208
Jamón del País Artesanal Braedt x kg,S/ 87.00 x kg,wong,JAMÓN DEL PAÍS,2024-12-07 17:01:05.941208
Jamón del País Otto Kunz 150g,S/ 14.60,wong,JAMÓN DEL PAÍS,2024-12-07 17:01:05.941208
Jamón del País Suiza 180g,S/ 15.80,wong,JAMÓN DEL PAÍS,2024-12-07 17:01:05.941208
Jamón del País San Fernando x kg,S/ 56.50 x kg,wong,JAMÓN DEL PAÍS,2024-12-07 17:01:05.941208
Jamón del País Oregon Foods x kg,S/ 71.90 x kg,wong,JAMÓN DEL PAÍS,2024-12-07 17:01:05.941208
Jamón del País Suiza x kg,S/ 73.50 x kg,wong,JAMÓN DEL PAÍS,2024-12-07 17:01:05.941208
