description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado,CLASIFICACION
Frijol Canario x 350 g,TESORO DEL CAMPO,350.0,g,7.0,tottus,2024-12-05 12:19:11.707976,FRÉJOL CANARIO,350.0,g,7.0,FRÉJOL CANARIO
Frejol Canario Máxima 500g,,500.0,g,7.2,metro,2024-12-05 16:17:29.170346,FRÉJOL CANARIO,500.0,g,7.2,FRÉJOL CANARIO
Frejol Canario VALLENORTE Bolsa 500 gr,VALLENORTE,500.0,g,8.3,vega,2024-12-05 12:57:04.064013,FRÉJOL CANARIO,500.0,g,8.3,FRÉJOL CANARIO
Frejol Canario VALLENORTE Bolsa 500g,,500.0,g,8.5,plaza_vea,2024-12-05 15:36:19.858061,FRÉJOL CANARIO,500.0,g,8.5,FRÉJOL CANARIO
Frejol Canario TESORO DEL CAMPO Bolsa 500g,,500.0,g,9.0,plaza_vea,2024-12-05 15:36:19.858061,FRÉJOL CANARIO,500.0,g,9.0,FRÉJOL CANARIO
Frejol Canario Bolsa 500 g,,500.0,g,9.2,metro,2024-12-05 16:17:29.170346,FRÉJOL CANARIO,500.0,g,9.2,FRÉJOL CANARIO
Frijol Canario 500 g,TESORO DEL CAMPO,500.0,g,9.2,tottus,2024-12-05 12:19:11.707976,FRÉJOL CANARIO,500.0,g,9.2,FRÉJOL CANARIO
Frijol Canario Costeño 500 g,COSTENO,500.0,g,10.4,tottus,2024-12-05 12:19:11.707976,FRÉJOL CANARIO,500.0,g,10.4,FRÉJOL CANARIO
Frejol Canario Essential Everyday 425g,,425.0,g,12.0,metro,2024-12-05 16:17:29.170346,FRÉJOL CANARIO,425.0,g,12.0,FRÉJOL CANARIO
Frejol Canario Essential Everyday 425g,,425.0,g,12.0,wong,2024-12-05 18:53:27.016365,FRÉJOL CANARIO,425.0,g,12.0,FRÉJOL CANARIO
