description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado,CLASIFICACION
Lechuga de Seda Hidropónica de Invernadero Ecologic x unid,,1.0,un,1.8,metro,2024-12-05 16:08:46.084930,LECHUGA,1.0,un,1.8,LECHUGA
Lechuga Crespa Hidropónica de Invernadero Ecologic x unid,,1.0,un,1.8,metro,2024-12-05 16:08:46.084930,LECHUGA,1.0,un,1.8,LECHUGA
Lechuga Crespa Hidropónica de Invernadero Ecologic x unid,,1.0,un,1.8,wong,2024-12-05 18:44:07.408665,LECHUGA,1.0,un,1.8,LECHUGA
Lechuga de Seda Hidropónica de Invernadero Ecologic x unid,,1.0,un,1.8,wong,2024-12-05 18:44:07.408665,LECHUGA,1.0,un,1.8,LECHUGA
Lechuga Americana Metro x unid,,1.0,un,1.99,metro,2024-12-05 16:08:46.084930,LECHUGA,1.0,un,1.99,LECHUGA
Lechuga Americana BELL's Bolsa 300g,,300.0,g,1.99,plaza_vea,2024-12-05 15:27:25.021045,LECHUGA,300.0,g,1.99,LECHUGA
Lechuga Hoja de Roble Verde Hidropónica Ecologic x unid,,1.0,un,2.8,metro,2024-12-05 16:08:46.084930,LECHUGA,1.0,un,2.8,LECHUGA
Lechuga Hoja de Roble Verde Hidropónica Ecologic x unid,,1.0,un,2.8,wong,2024-12-05 18:44:07.408665,LECHUGA,1.0,un,2.8,LECHUGA
Lechuga Romana Hidropónica de Invernadero Ecologic x unid,,1.0,un,2.9,metro,2024-12-05 16:08:46.084930,LECHUGA,1.0,un,2.9,LECHUGA
Lechuga Hoja de Roble Roja Hidropónica de Invernadero Ecologic x unid,,1.0,un,2.9,wong,2024-12-05 18:44:07.408665,LECHUGA,1.0,un,2.9,LECHUGA
Lechuga Hoja de Roble Roja Hidropónica de Invernadero Ecologic x unid,,1.0,un,2.9,metro,2024-12-05 16:08:46.084930,LECHUGA,1.0,un,2.9,LECHUGA
Lechuga Crespa Hidropónica BELL'S Bolsa 200g,,200.0,g,3.29,plaza_vea,2024-12-05 15:27:25.021045,LECHUGA,200.0,g,3.29,LECHUGA
Lechuga Hidropónica,,1.0,un,3.29,plaza_vea,2024-12-05 15:27:25.021045,LECHUGA,1.0,un,3.29,LECHUGA
Lechuga Seda Hidropónica BELL'S Bolsa 200g,,200.0,g,3.39,plaza_vea,2024-12-05 15:27:25.021045,LECHUGA,200.0,g,3.39,LECHUGA
Lechuga Seda Hidropónica BELL'S FRESCOS Bolsa 200g,BELL'S FRESCOS,200.0,g,3.39,vivanda,2024-12-05 22:08:41.784137,LECHUGA,200.0,g,3.39,LECHUGA
Lechuga Crespa Hidropónica Manantiales x unid,,1.0,un,3.4,wong,2024-12-05 18:44:07.408665,LECHUGA,1.0,un,3.4,LECHUGA
Lechuga Crespa Mix Cuisine & Co Mix 200g,,200.0,g,3.4,metro,2024-12-05 16:08:46.084930,LECHUGA,200.0,g,3.4,LECHUGA
Lechuga Romana BELL'S FRESCOS Bolsa 170g,BELL'S FRESCOS,170.0,g,3.69,vivanda,2024-12-05 22:08:41.784137,LECHUGA,170.0,g,3.69,LECHUGA
Lechuga Roja Hidropónica BELL'S FRESCOS Bolsa 200g,BELL'S FRESCOS,200.0,g,3.69,vivanda,2024-12-05 22:08:41.784137,LECHUGA,200.0,g,3.69,LECHUGA
Lechuga Romana BELL'S FRESCOS Bolsa 170g,,170.0,g,3.69,plaza_vea,2024-12-05 15:27:25.021045,LECHUGA,170.0,g,3.69,LECHUGA
Lechuga Roja Hidropónica BELL'S Bolsa 200g,,200.0,g,3.69,plaza_vea,2024-12-05 15:27:25.021045,LECHUGA,200.0,g,3.69,LECHUGA
